Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
Ikem Ekwonu,OT,North Carolina St.,6-4,310,4.93,29.0,,108,7.82,4.73
Kaiir Elam,CB,Florida,6-2,191,4.39,,,,,
Kaleb Eleby,QB,Western Michigan,6-1,208,,25.5,,111,7.57,
Noah Elliss,DT,Idaho,6-4,346,5.66,,,,,
Martin Emerson,CB,Mississippi St.,6-2,201,4.53,,,,,
Kingsley Enagbare,DE,South Carolina,6-4,258,4.87,36.5,,117,,
Akayleb Evans,CB,Missouri,6-2,197,4.46,36.0,,129,,
Obinna Eze,OT,TCU,6-7,321,5.17,27.5,18,104,8.20,5.08
Joshua Ezeudu,OG,North Carolina,6-4,308,5.19,28.5,,105,7.83,4.56
Erik Ezukanma,WR,Texas Tech,6-2,209,,36.5,,126,,4.38
Daniel Faalele,OT,Minnesota,6-8,384,,,24,,,
Neil Farrell,DT,LSU,6-4,330,5.41,21.5,,,8.41,
Jake Ferguson,TE,Wisconsin,6-5,250,4.81,31.5,15,118,7.03,4.48
DaMarcus Fields,CB,Texas Tech,6-0,193,4.48,34.5,,,,
Cordale Flott,CB,LSU,6-1,175,,,,,,
Jerome Ford,RB,Cincinnati,5-11,210,4.46,31.0,,118,,

Jonathan Ford,DT,Miami,6-5,333,,29.0,,102,,
Luke Fortner,C,Kentucky,6-4,307,5.21,24.0,,102,7.75,4.95
Ty Fryfogle,WR,Indiana,6-1,204,4.53,39.0,,127,,
Ahmad Gardner,CB,Cincinnati,6-3,190,4.41,,,,,
Haskell Garrett,DT,Ohio St.,6-2,300,5.07,24.0,,,,
Jeremiah Gemmel,LB,North Carolina,6-1,226,,,,,,
Trenton Gill,P,North Carolina St.,6-4,220,,,,,,
Luke Goedeke,OG,Central Michigan,6-5,312,,,26,,,
Mario Goodrich,CB,Clemson,6-0,176,4.52,,,,,
Tyler Goodson,RB,Iowa,5-9,197,4.42,36.5,,123,,
Kyler Gordon,CB,Washington,6-0,194,4.52,,,,,
Isaiah Graham-Mobley,LB,Boston Col.,6-1,230,4.63,34.5,,124,,
Danny Gray,WR,SMU,6-0,186,4.33,34.0,,126,,
Vincent Gray,CB,Michigan,6-2,192,4.54,,,,,
Kenyon Green,OG,Texas A&M,6-4,323,5.24,26.0,20,102,,5.12
Jeffrey Gunter,EDGE,Coastal Carolina,6-4,258,4.70,35.5,,122,7.21,4.35
Breece Hall,RB,Iowa St.,5-11,217,4.39,40.0,,126,,
Jeremiah Hall,TE,Oklahoma,6-2,239,4.96,29.0,19,111,7.43,4.62
Logan Hall,DE,Houston,6-6,283,4.88,30.0,,,7.25,4.44
Kyle Hamilton,S,Notre Dame,6-4,220,4.59,38.0,,131,6.90,4.32
Jake Hansen,LB,Illinois,6-1,238,,,21,,,
Aaron Hansford,LB,Texas A&M,6-2,239,,,24,,,
Christian Harris,LB,Alabama,6-1,226,4.44,34.5,,132,,
Kevin Harris,RB,South Carolina,5-10,221,,38.5,21,126,,
Kolby Harvell-Peel,S,Oklahoma St.,6-0,213,,,21,,,
Hassan Haskins,RB,Michigan,6-2,228,,,27,,,
Blake Hayes,P,Illinois,6-4,226,,,,,,
Marquis Hayes,OG,Oklahoma,6-5,318,5.30,23.5,,102,,
Peyton Hendershot,TE,Indiana,6-4,250,4.80,32.5,,117,,4.25
Connor Heyward,TE,Michigan St.,5-11,233,4.72,32.5,,,,
Daxton Hill,S,Michigan,6-0,191,4.38,33.5,,121,6.57,4.06
Chasen Hines,C,LSU,6-3,327,5.22,30.5,,108,,
Christopher Hinton,DT,Michigan,6-4,305,5.28,31.5,,106,,
Curtis Hodges,TE,Arizona St.,6-8,257,4.85,34.5,,117,7.14,4.28
Sam Howell,QB,North Carolina,6-1,218,,,,,,
Aidan Hutchinson,DE,Michigan,6-7,260,4.74,36.0,,117,6.73,4.15
Jermaine Johnson II,DE,Florida St.,6-5,254,4.58,32.0,,125,,
Johnny Johnson III,WR,Oregon,6-0,197,4.60,32.0,,121,7.21,4.54
Verone McKinley III,S,Oregon,5-10,198,,35.0,16,120,,
Ed Ingram,OG,LSU,6-3,307,5.02,20.5,,102,7.81,4.76
Keaontay Ingram,RB,USC,6-0,221,4.53,34.5,,122,,
D'Marco Jackson,LB,Appalachian St.,6-1,233,4.55,33.0,,125,,
Drake Jackson,EDGE,USC,6-3,254,,36.5,,127,,
Jordan Jackson,DT,Air Force,6-5,294,,,,,,
Joshua Jobe,CB,Alabama,6-0,182,,,,,,
Josh Johnson,WR,Tulsa,5-11,183,,,14,,,
Tyree Johnson,EDGE,Texas A&M,6-3,248,,,21,,,
Zion Johnson,OG,Boston Col.,6-3,312,5.18,32.0,32,112,7.38,4.46
Braxton Jones,OT,Southern Utah St.,6-5,310,4.97,25.5,,108,,4.84
Jack Jones,CB,Arizona St.,5-11,171,4.51,,,,,

Marcus Jones,CB,Houston,5-8,174,,,,,,
Travis Jones,DT,Connecticut,6-4,325,4.92,28.5,,110,7.33,4.58
Velus Jones,WR,Tennessee,6-0,204,4.31,33.0,,121,,
Kerby Joseph,S,Illinois,6-1,203,,38.5,18,123,,
Kevin Austin Jr.,WR,Notre Dame,6-2,200,4.43,39.0,,132,6.71,4.15
Reggie Roberson Jr.,WR,SMU,5-11,192,,29.0,,114,,
Cameron Jurgens,C,Nebraska,6-3,303,4.92,,25,,,
George Karlaftis,EDGE,Purdue,6-4,266,,38.0,21,121,,4.36
Cole Kelley,QB,Southeastern Louisiana,6-7,249,,,,,,
Derion Kendrick,CB,Georgia,6-0,194,,,,,,
D'Eriq King,QB,Miami,5-9,196,,,,,,
Darian Kinnard,OG,Kentucky,6-5,322,5.31,25.0,,99,8.11,4.96
Zonovan Knight,RB,North Carolina St.,5-11,209,4.58,31.0,,114,,
Charlie Kolar,TE,Iowa St.,6-7,252,,,,,,
Quentin Lake,S,UCLA,6-1,201,4.59,,,,,
Nate Landman,LB,Colorado,6-3,238,4.86,36.5,,119,,
DeMarvin Leal,DT,Texas A&M,6-4,283,5.00,27.5,,106,,4.49
Isaiah Likely,TE,Coastal Carolina,6-5,245,,36.0,,,,4.57
Tyler Linderbaum,C,Iowa,6-2,296,,,,,,
Alec Lindstrom,C,Boston Col.,6-3,296,5.18,29.0,25,111,7.50,4.66
Devin Lloyd,LB,Utah,6-3,237,4.66,35.0,25,126,,
Drake London,WR,USC,6-4,219,,,,,,
Vederian Lowe,OT,Illinois,6-5,314,5.22,25.5,,99,7.83,4.71
Abraham Lucas,OT,Washington St.,6-6,315,4.92,27.0,24,107,7.25,4.40
Chase Lucas,CB,Arizona St.,5-11,180,4.48,39.0,,128,,
Jesse Luketa,LB,Penn St.,6-3,253,4.89,37.5,,114,,
Boye Mafe,EDGE,Minnesota,6-4,261,4.53,38.0,,125,,
DeAngelo Malone,EDGE,Western Kentucky,6-3,243,,,23,,,
Damarri Mathis,CB,Pittsburgh,5-11,196,4.39,,,,,
Phidarian Mathis,DT,Alabama,6-4,310,,23.5,,109,,4.91
Cade Mays,OG,Tennessee,6-5,311,5.24,26.0,,102,7.57,4.71
Trey McBride,TE,Colorado St.,6-4,246,,33.0,18,117,,
Marquan McCall,DT,Kentucky,6-3,342,,,,,,
Zakoby McClain,LB,Auburn,5-11,228,4.69,33.0,,117,,
Zyon McCollum,CB,Sam Houston St.,6-2,199,4.33,39.5,,132,6.48,3.94
Sincere McCormick,RB,Texas-San Antonio,5-9,205,4.60,33.5,,116,,
Roger McCreary,CB,Auburn,5-11,190,4.50,,,,,
Trent McDuffie,CB,Washington,5-11,193,4.44,,,,,
Micah McFadden,LB,Indiana,6-1,240,,,21,,,
Marcus McKethan,OG,North Carolina,6-7,340,5.31,27.5,27,110,7.81,4.99
Bo Melton,WR,Rutgers,5-11,189,4.34,38.0,,121,6.98,
John Metchie,WR,Alabama,5-11,187,,,,,,
James Mitchell,TE,Virginia Tech,6-4,249,,,,,,
Max Mitchell,OT,Louisiana,6-6,307,5.32,25.0,,106,8.09,4.65
Smoke Monday,S,Auburn,6-2,207,4.52,,,124,7.00,
Jeremiah Moon,LB,Florida,6-5,249,4.76,40.5,,133,7.09,4.55
Skyy Moore,WR,Western Michigan,5-10,195,4.41,34.5,,125,7.13,4.32
Chad Muma,LB,Wyoming,6-3,239,4.63,40.0,27,129,7.06,4.28
Thayer Munford,OT,Ohio St.,6-6,328,5.39,22.0,,104,,
Jalen Nailor,WR,Michigan St.,5-11,186,4.50,38.0,,128,7.03,4.28

Evan Neal,OT,Alabama,6-8,337,,,,,,
Leon O'Neal,S,Texas A&M,6-1,204,,35.0,15,125,6.89,
Otito Ogbonnia,DT,UCLA,6-4,324,,,29,,,
David Ojabo,EDGE,Michigan,6-4,250,4.55,35.0,,122,,4.45
Chigoziem Okonkwo,TE,Maryland,6-3,238,4.52,35.5,,,,
Chris Olave,WR,Ohio St.,6-0,187,4.39,32.0,,124,,
Esezi Otomewo,DE,Minnesota,6-5,282,,,,,,
Cade Otton,TE,Washington,6-5,247,,,,,,
Isiah Pacheco,RB,Rutgers,5-10,216,4.37,33.0,,118,,
Dylan Parham,OG,Memphis,6-3,311,4.93,26.5,,108,7.78,4.70
Joshua Paschal,DE,Kentucky,6-3,268,4.77,37.5,,123,,
Chris Paul,OG,Tulsa,6-4,323,4.89,27.0,,109,7.74,4.83
Jayden Peevy,DT,Texas A&M,6-5,308,5.30,27.0,,100,,
Trevor Penning,OT,Northern Iowa,6-7,325,4.89,28.0,,111,7.25,4.62
EJ Perry,QB,Brown,6-2,211,4.65,34.5,,123,6.85,4.18
Nicholas Petit-Frere,OT,Ohio St.,6-5,316,5.14,24.5,,103,,
Kyle Philips,WR,UCLA,5-11,189,4.58,33.5,,124,,
George Pickens,WR,Georgia,6-3,195,4.47,33.0,,125,,
Kenny Pickett,QB,Pittsburgh,6-3,217,4.73,33.5,,121,,4.29
Alec Pierce,WR,Cincinnati,6-3,211,4.41,40.5,,129,7.13,4.28
Dameon Pierce,RB,Florida,5-10,218,4.59,34.5,21,119,,
Jalen Pitre,S,Baylor,5-11,198,,35.0,16,,6.74,4.18
Makai Polk,WR,Mississippi St.,6-3,195,4.59,31.0,,119,,4.36
D'vonte Price,RB,Florida International,6-1,210,4.38,34.0,,119,,
Brock Purdy,QB,Iowa St.,6-1,212,4.84,27.0,,,7.21,4.45
Teagan Quitoriano,TE,Oregon St.,6-6,258,,,22,,,
Bernhard Raimann,OT,Central Michigan,6-6,303,5.05,30.5,30,117,7.46,4.49
Charleston Rambo,WR,Miami,6-1,177,4.57,33.5,,118,,
LaBryan Ray,DT,Alabama,6-4,283,,,,,,
Sean Rhyan,OG,UCLA,6-5,321,5.25,33.5,,110,7.55,4.81
Desmond Ridder,QB,Cincinnati,6-3,211,4.52,36.0,,127,7.15,4.29
John Ridgeway,DT,Arkansas,6-5,321,5.30,,,101,,4.73
Ronnie Rivers,RB,Fresno St.,5-8,195,4.60,36.5,,119,,
Brian Robinson,RB,Alabama,6-2,225,4.53,30.0,,119,,
Dominique Robinson,EDGE,Miami (Ohio),6-5,253,4.72,41.0,25,121,,
Tyrese Robinson,OG,Oklahoma,6-3,317,5.25,22.5,,100,8.35,4.94
Wan'Dale Robinson,WR,Kentucky,5-8,178,4.44,34.5,,118,,
Malcolm Rodriguez,LB,Oklahoma St.,5-11,232,4.52,39.5,,120,,
Mike Rose,LB,Iowa St.,6-4,245,,34.0,,121,,
Dare Rosenthal,OT,Kentucky,6-7,290,4.88,,,,,
Josh Ross,LB,Michigan,6-0,227,4.79,31.0,,109,,
Justyn Ross,WR,Clemson,6-4,205,,,11,,,
Jeremy Ruckert,TE,Ohio St.,6-5,250,,,19,,,
Andrew Rupcich,OT,Culver-Stockton College,6-6,318,5.31,27.5,,108,,
Jamaree Salyer,OG,Georgia,6-3,321,,,31,,,
Jack Sanborn,LB,Wisconsin,6-2,234,4.73,34.5,20,114,,
Braylon Sanders,WR,Mississippi,6-0,194,4.48,34.5,,121,,
Myjai Sanders,EDGE,Cincinnati,6-5,228,4.67,33.0,,120,,4.37
Nephi Sewell,LB,Utah,6-0,226,4.67,32.0,,120,7.01,4.33
Justin Shaffer,OG,Georgia,6-4,314,5.14,25.5,,107,,

Khalil Shakir,WR,Boise St.,6-0,196,4.43,34.5,,124,7.28,4.21
Abram Smith,RB,Baylor,6-0,213,,,,,,
Brandon Smith,LB,Penn St.,6-4,250,4.52,37.5,,128,,
Lecitus Smith,OG,Virginia Tech,6-3,314,5.18,,23,99,7.88,4.78
Tyler Smith,OT,Tulsa,6-5,324,5.02,27.5,,105,7.78,4.65
Tyreke Smith,EDGE,Ohio St.,6-3,254,4.86,34.0,,117,,
Baylon Spector,LB,Clemson,6-0,233,4.60,36.0,,122,,
Isaiah Spiller,RB,Texas A&M,6-0,217,,30.0,,114,,
Chris Steele,CB,USC,6-0,187,4.48,37.5,,126,,
Derek Stingley,CB,LSU,6-0,190,,,,,,
Jordan Stout,P,Penn St.,6-3,209,4.65,,,,,
Cole Strange,OG,Tennessee-Chattanooga,6-5,307,5.03,28.0,31,120,7.44,4.50
Carson Strong,QB,Nevada,6-3,226,,,,,,
Pierre Strong,RB,South Dakota St.,5-11,207,4.37,36.0,,124,,
Andrew Stueber,OT,Michigan,6-7,325,,24.5,,101,7.94,4.90
Myron Tagovailoa-Amosa,DE,Notre Dame,6-2,270,4.81,29.0,,115,,
Alontae Taylor,CB,Tennessee,6-0,199,4.36,34.5,,128,,
Cam Taylor-Britt,CB,Nebraska,5-11,196,4.38,,,,,
Isaac Taylor-Stuart,CB,USC,6-2,201,4.42,,,123,,
Luke Tenuta,OT,Virginia Tech,6-8,319,5.41,26.0,,104,,4.77
Kayvon Thibodeaux,EDGE,Oregon,6-4,254,4.58,,27,,,
Zach Thomas,OG,San Diego St.,6-5,308,4.96,22.5,21,107,7.40,4.65
Cameron Thomas,DE,San Diego St.,6-4,267,,,24,,,
Isaiah Thomas,EDGE,Oklahoma,6-5,266,4.70,31.5,,117,,
Juanyeh Thomas,S,Georgia Tech,6-1,212,4.55,34.0,17,122,,
Josh Thompson,CB,Texas,6-0,194,4.40,,,,,
Skylar Thompson,QB,Kansas St.,6-2,217,4.91,31.0,,112,7.00,4.28
Tyquan Thornton,WR,Baylor,6-2,181,4.28,36.5,,130,,
Channing Tindall,LB,Georgia,6-2,230,4.47,42.0,,129,,
Jalen Tolbert,WR,South Alabama,6-1,194,4.49,36.0,,123,7.08,
Zach Tom,C,Wake Forest,6-4,304,4.94,33.0,,118,7.32,4.47
Cole Turner,TE,Nevada,6-6,246,4.76,27.0,17,120,7.06,4.41
Tré Turner,WR,Virginia Tech,6-1,184,4.51,27.0,,113,7.45,4.53
Delarrin Turner-Yell,S,Oklahoma,5-10,197,4.47,,,122,,
Eyioma Uwazurike,DT,Iowa St.,6-6,316,,33.0,,107,,
CJ Verdell,RB,Oregon,5-8,194,,29.5,,118,,
Cordell Volson,OG,North Dakota St.,6-6,315,5.27,25.0,25,104,8.31,4.93
Matt Waletzko,OT,North Dakota,6-8,312,5.03,30.0,,113,,
Kenneth Walker,RB,Michigan St.,5-9,211,4.38,34.0,,122,,
Quay Walker,LB,Georgia,6-4,241,4.52,32.0,,122,,
Rasheed Walker,OT,Penn St.,6-6,313,,,,,,
Travon Walker,DE,Georgia,6-5,272,4.51,35.5,,123,6.89,4.32
Jermaine Waller,CB,Virginia Tech,6-0,180,4.68,,,,,
Jaylen Warren,RB,Oklahoma St.,5-8,204,4.55,31.5,,119,,
Christian Watson,WR,North Dakota St.,6-4,208,4.36,38.5,,136,,
Jaylen Watson,CB,Washington St.,6-2,197,4.51,,18,,,
Luke Wattenberg,C,Washington,6-4,299,5.20,29.5,,113,7.45,4.57
Sam Webb,CB,Missouri Western,6-1,202,4.48,,14,,,
Dohnovan West,C,Arizona St.,6-3,296,5.27,28.0,,112,,
Isaiah Weston,WR,Northern Iowa,6-4,214,4.42,40.0,20,135,,

Rachaad White,RB,Arizona St.,6-0,214,4.48,38.0,,125,,
ZaQuandre White,RB,South Carolina,6-0,206,,,,,,
Zamir White,RB,Georgia,6-0,214,4.40,33.5,,128,,
Tre Williams,EDGE,Arkansas,6-4,253,5.08,26.5,,104,7.20,4.24
Damarion Williams,CB,Houston,5-10,182,,34.5,17,118,,
Devon Williams,WR,Oregon,6-5,210,4.65,33.0,,133,,
Jameson Williams,WR,Alabama,6-2,179,,,,,,
Joshua Williams,CB,Fayetteville St. University,6-3,195,4.53,36.0,,124,,
Kyren Williams,RB,Notre Dame,5-9,194,4.65,32.0,,116,,
Sam Williams,EDGE,Mississippi,6-4,261,4.46,32.5,,123,,
Malik Willis,QB,Liberty,6-1,219,,,,,,
Garrett Wilson,WR,Ohio St.,6-0,183,4.38,36.0,,123,,4.36
Perrion Winfrey,DT,Oklahoma,6-4,290,4.89,,,,,
Jelani Woods,TE,Virginia,6-7,259,4.61,,24,,,
JT Woods,S,Baylor,6-2,195,4.36,39.5,,128,,
Mike Woods,WR,Oklahoma,6-1,204,4.55,34.5,,125,,
Tariq Woolen,CB,Texas-San Antonio,6-4,205,4.26,42.0,,,,
Alex Wright,DE,Alabama-Birmingham,6-5,271,,,15,,,
Mykael Wright,CB,Oregon,5-11,173,4.57,,,,,
Devonte Wyatt,DT,Georgia,6-3,304,4.77,29.0,,111,,
Jalen Wydermyer,TE,Texas A&M,6-4,255,,,,,,
Cade York,K,LSU,6-1,206,,,12,,,
Nick Zakelj,OT,Fordham,6-6,316,5.13,28.5,27,110,7.75,4.71
Bailey Zappe,QB,Western Kentucky,6-1,215,4.88,30.0,,109,7.19,4.40
