Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
Carter Coughlin,LB,Minnesota,6-3,236,4.57,36.0,,126,,
Isaiah Coulter,WR,Rhode Island,6-2,198,4.45,36.0,,121,7.28,4.62
Kamren Curl,S,Arkansas,6-1,206,4.60,34.5,24,125,,
Lloyd Cushenberry,OL,LSU,6-3,312,5.27,,25,,,
DeeJay Dallas,RB,Miami,5-10,217,4.58,33.5,,119,7.18,4.32
Darrion Daniels,DL,Nebraska,6-3,311,5.18,27.0,21,109,7.75,4.93
Cameron Dantzler,CB,Mississippi State,6-2,188,4.64,34.5,,,,
Kevin Davidson,QB,Princeton,6-4,224,5.00,28.0,,109,7.13,4.37
Marlon Davidson,DL,Auburn,6-3,303,5.04,,21,,,
Ashtyn Davis,S,California,6-1,202,,,14,,,
Carlos Davis,DL,Nebraska,6-2,313,4.82,,27,,,4.52
Gabriel Davis,WR,UCF,6-2,216,4.54,35.0,14,124,7.08,4.59
Javaris Davis,CB,Auburn,5-8,183,4.39,35.5,11,124,,
Khalil Davis,DL,Nebraska,6-1,308,4.75,,32,,,
Quartney Davis,WR,Texas A&M,6-1,201,4.54,35.5,,,,
Raekwon Davis,DL,Alabama,6-6,311,5.12,28.0,24,111,7.95,4.86
Akeem Davis-Gaither,LB,Appalachian State,6-1,224,,,21,,,
Josiah Deguara,TE,Cincinnati,6-2,242,4.72,35.5,25,115,7.15,4.35
Grant Delpit,S,LSU,6-2,213,,,,,,
Trevon Diggs,CB,Alabama,6-1,205,,,,,,
AJ Dillon,RB,Boston College,6-0,247,4.53,41.0,23,131,7.19,
Michael Divinity,LB,LSU,6-2,242,4.85,31.0,14,115,,
J.K. Dobbins,RB,Ohio State,5-9,209,,,23,,,
Rico Dowdle,RB,South Carolina,5-11,213,4.54,38.0,,127,,
Jack Driscoll,OL,Auburn,6-5,306,5.02,29.5,23,114,,
Kyle Dugger,S,Lenoir-Rhyne,6-1,217,4.49,42.0,17,134,,
Yasir Durant,OL,Missouri,6-6,331,5.52,25.0,21,,,
Devin Duvernay,WR,Texas,5-10,200,4.39,35.5,,123,7.13,4.20
Troy Dye,LB,Oregon,6-3,231,,,,,,
Jacob Eason,QB,Washington,6-6,231,4.89,27.5,,110,7.50,4.75
Bryan Edwards,WR,South Carolina,6-3,212,,,,,,
Clyde Edwards-Helaire,RB,LSU,5-7,207,4.60,39.5,15,123,,
Jalen Elliott,S,Notre Dame,6-0,205,4.80,34.0,15,125,6.87,4.30
Jordan Elliott,DL,Missouri,6-4,302,5.02,27.5,24,,,4.73
A.J. Epenesa,DL,Iowa,6-5,275,5.04,32.5,17,117,7.34,4.46
Darrynton Evans,RB,Appalachian State,5-10,203,4.41,37.0,20,125,,
Blake Ferguson,LS,LSU,6-3,229,5.07,31.0,,112,7.43,4.52

Chris Finke,WR,Notre Dame,5-9,186,4.57,40.0,7,,,
Leki Fotu,DL,Utah,6-5,330,5.15,,21,,,
Jake Fromm,QB,Georgia,6-2,219,5.01,30.0,,111,7.27,4.51
Aaron Fuller,WR,Washington,5-11,188,4.59,34.0,,118,7.14,
Jordan Fuller,S,Ohio State,6-2,203,4.67,35.5,,122,,4.27
Kristian Fulton,CB,LSU,6-0,197,4.46,35.5,,123,6.94,4.36
Tipa Galeai,LB,Utah State,6-5,235,,,,,,
Neville Gallimore,DL,Oklahoma,6-2,304,4.79,,23,,7.97,5.01
Antonio Gandy-Golden,WR,Liberty,6-4,223,4.60,36.0,22,127,7.33,4.55
Cale Garrett,LB,Missouri,6-2,234,4.92,32.0,,124,6.91,4.13
Jonathan Garvin,DL,Miami,6-4,263,4.82,36.0,23,125,,
Antonio Gibson,WR,Memphis,6-0,228,4.39,35.0,16,118,,
Alohi Gilman,S,Notre Dame,5-10,201,4.60,32.0,17,119,6.81,4.08
Trevis Gipson,DL,Tulsa,6-3,261,,,25,,,
Jeff Gladney,CB,TCU,5-10,191,4.48,37.5,17,124,7.26,
Anthony Gordon,QB,Washington State,6-2,205,,,,,,
A.J. Green,CB,Oklahoma State,6-1,202,4.62,,13,,,
Jonathan Greenard,DL,Florida,6-3,263,4.87,30.5,22,113,7.13,4.34
Yetur Gross-Matos,DL,Penn State,6-5,266,,34.0,20,120,,
Javelin Guidry,CB,Utah,5-9,191,4.29,,21,,,
Stephen Guidry,WR,Mississippi State,6-3,201,4.47,34.0,,125,7.31,4.46
Bryce Hall,CB,Virginia,6-1,202,,,11,,,
DaVon Hamilton,DL,Ohio State,6-4,320,5.14,29.5,33,102,7.72,
LaDarius Hamilton,DL,North Texas,6-2,262,4.89,30.0,27,114,7.66,4.49
KJ Hamler,WR,Penn State,5-9,178,,,15,,,
Harrison Hand,CB,Temple,5-11,197,4.52,41.0,14,133,7.15,4.27
Jake Hanson,OL,Oregon,6-4,303,5.50,,33,,,
Scoota Harris,LB,Arkansas,6-0,234,4.69,33.0,18,111,7.38,4.32
Nick Harris,OL,Washington,6-1,302,5.10,29.5,20,103,,
Malik Harrison,LB,Ohio State,6-3,247,4.66,36.0,,122,6.83,4.32
JaMycal Hasty,RB,Baylor,5-8,205,4.55,39.0,15,123,,4.03
Jaylinn Hawkins,S,California,6-1,208,,35.5,,117,,
Charlie Heck,OL,North Carolina,6-8,311,5.16,28.0,21,112,8.02,4.86
C.J. Henderson,CB,Florida,6-1,204,4.39,37.5,20,127,,
Matt Hennessy,OL,Temple,6-4,307,5.18,30.0,23,110,7.45,4.60
Justin Herbert,QB,Oregon,6-6,236,4.68,35.5,,123,7.06,4.46
Brian Herrien,RB,Georgia,5-11,209,4.62,38.5,18,126,7.12,4.40
Justin Herron,OL,Wake Forest,6-4,308,5.26,33.0,27,105,8.41,4.88
Tee Higgins,WR,Clemson,6-4,216,,,,,,
Alex Highsmith,DL,Charlotte,6-3,248,4.70,33.0,,125,7.32,4.31
John Hightower,WR,Boise State,6-1,189,4.43,38.5,,122,7.07,4.21
K.J. Hill,WR,Ohio State,6-0,196,4.60,32.5,17,114,,
Lavert Hill,CB,Michigan,5-10,190,,,21,,,
Trevon Hill,DL,Miami,6-3,248,4.89,28.0,,113,,
Isaiah Hodgins,WR,Oregon State,6-4,210,4.61,36.5,9,124,7.01,4.12
Sterling Hofrichter,P,Syracuse,5-10,196,,,,,,
Darnay Holmes,CB,UCLA,5-10,195,4.48,,12,,,
Brycen Hopkins,TE,Purdue,6-4,245,4.66,33.5,21,116,7.25,4.28
Khaleke Hudson,LB,Michigan,5-11,224,4.56,33.0,30,120,,
Robert Hunt,OL,Louisiana-Lafayette,6-5,323,,,,,,

Jalen Hurts,QB,Oklahoma,6-1,222,4.59,35.0,,125,,
Noah Igbinoghene,CB,Auburn,5-10,198,4.48,37.0,15,128,,
Brian Cole II,S,Mississippi State,6-2,213,4.52,,,,,
Rashard Lawrence II,DL,LSU,6-2,308,5.07,,22,,8.03,
Reggie Robinson II,CB,Tulsa,6-1,205,4.44,36.0,22,132,7.09,4.18
Henry Ruggs III,WR,Alabama,5-11,188,4.27,42.0,,131,,
Keith Ismael,OL,San Diego State,6-3,309,5.34,32.0,,108,8.14,4.65
Cordel Iwuagwu,OL,TCU,6-3,309,5.22,27.0,25,94,8.03,4.87
Austin Jackson,OL,USC,6-5,322,5.07,31.0,27,115,7.95,
Dane Jackson,CB,Pittsburgh,6-0,187,4.57,35.0,,122,7.07,4.27
Jonah Jackson,OL,Ohio State,6-3,306,5.23,26.0,28,98,7.83,5.02
Lamar Jackson,CB,Nebraska,6-2,208,4.58,36.5,10,122,,
Trishton Jackson,WR,Syracuse,6-1,197,4.50,36.0,,117,,
Justin Jefferson,WR,LSU,6-1,202,4.43,37.5,,126,,
Van Jefferson,WR,Florida,6-1,200,,,,,,
Anfernee Jennings,LB,Alabama,6-2,256,,,,,,
Jauan Jennings,WR,Tennessee,6-3,215,4.72,29.0,,119,,
Jerry Jeudy,WR,Alabama,6-1,193,4.45,35.0,,120,,4.53
Collin Johnson,WR,Texas,6-6,222,,,17,,,
Jaylon Johnson,CB,Utah,6-0,193,4.50,36.5,15,124,7.01,4.13
Juwan Johnson,WR,Oregon,6-4,230,4.58,33.0,14,124,6.94,4.37
Tyler Johnson,WR,Minnesota,6-1,206,,,,,,
Clay Johnston,LB,Baylor,6-1,227,,,18,,,
Benito Jones,DL,Mississippi,6-1,316,5.26,26.5,,,8.21,5.27
Brandon Jones,S,Texas,5-11,198,,,,,,
Joshua Jones,OL,Houston,6-5,319,5.27,28.5,24,109,,
Tony Jones,RB,Notre Dame,5-10,220,4.68,32.5,13,119,7.18,4.21
Antoine Brooks Jr.,S,Maryland,5-11,220,4.64,34.5,18,,,
Willie Gay Jr.,LB,Mississippi State,6-1,243,4.46,39.5,21,136,7.08,4.30
Laviska Shenault Jr.,WR,Colorado,6-1,227,4.58,,17,,,
Antoine Winfield Jr.,S,Minnesota,5-9,203,4.45,36.0,,124,,
Azur Kamara,LB,Kansas,6-3,245,4.59,28.0,13,121,7.20,4.46
Khalid Kareem,DL,Notre Dame,6-4,268,,,,,,
Dalton Keene,TE,Virginia Tech,6-4,253,4.71,34.0,21,125,7.07,4.19
Joshua Kelley,RB,UCLA,5-11,212,4.49,31.0,23,121,6.95,4.28
BoPete Keyes,CB,Tulane,6-1,202,,36.0,,126,,
Solomon Kindley,OL,Georgia,6-3,337,,,,,,
Javon Kinlaw,DL,South Carolina,6-5,324,,,,,,
Cole Kmet,TE,Notre Dame,6-6,262,4.70,37.0,,123,7.44,4.41
CeeDee Lamb,WR,Oklahoma,6-2,198,4.50,34.5,11,124,,
Javon Leake,RB,Maryland,6-0,215,4.65,34.0,,125,,
Benny LeMay,RB,Charlotte,5-8,221,4.75,28.5,24,112,,
Shane Lemieux,OL,Oregon,6-4,310,5.11,25.5,,107,8.13,4.90
Brian Lewerke,QB,Michigan State,6-2,213,4.95,31.0,,113,7.14,4.40
Damien Lewis,OL,LSU,6-2,327,5.24,30.0,27,108,,
Terrell Lewis,LB,Alabama,6-5,262,,37.0,,124,,
Kalija Lipscomb,WR,Vanderbilt,6-0,207,4.57,32.0,16,127,,
Jordan Love,QB,Utah State,6-4,224,4.74,35.5,,118,7.21,4.52
Jake Luton,QB,Oregon State,6-6,224,,,,,,
James Lynch,DL,Baylor,6-4,289,5.01,29.0,23,111,7.39,4.39

Austin Mack,WR,Ohio State,6-1,208,4.59,31.5,,117,,4.42
Jordan Mack,LB,Virginia,6-3,241,,,,,,
Justin Madubuike,DL,Texas A&M,6-3,293,4.83,,31,,7.37,
Braden Mann,P,Texas A&M,5-11,198,4.83,31.0,,111,7.03,4.13
Kamal Martin,LB,Minnesota,6-3,240,,,,,,
Cole McDonald,QB,Hawaii,6-3,215,4.58,36.0,,121,7.13,4.52
Anthony McFarland,RB,Maryland,5-8,208,4.44,29.5,,116,,
Sean McKeon,TE,Michigan,6-5,242,,,18,,,
Xavier McKinney,S,Alabama,6-0,201,4.63,36.0,19,122,,
Colton McKivitz,OL,West Virginia,6-6,306,5.35,26.0,20,106,7.87,5.00
Josh Metellus,S,Michigan,5-11,209,4.55,36.5,20,124,6.94,4.40
Chris Miller,S,Baylor,5-11,190,4.61,35.5,12,133,7.09,4.12
Denzel Mims,WR,Baylor,6-3,207,4.38,38.5,16,131,6.66,4.43
John Molchon,OL,Boise State,6-5,309,5.13,34.0,26,109,7.85,4.73
JJ Molson,K,UCLA,5-11,182,,,,,,
Steven Montez,QB,Colorado,6-4,231,4.68,33.0,,117,7.25,4.43
Darnell Mooney,WR,Tulane,5-10,176,4.38,37.0,9,124,,
James Morgan,QB,Florida International,6-4,229,4.89,29.0,,112,7.51,4.64
Thaddeus Moss,TE,LSU,6-2,250,,,,,,
Zack Moss,RB,Utah,5-9,223,4.65,33.0,19,,,4.37
Larrell Murchison,DL,North Carolina State,6-2,297,5.05,29.0,29,118,7.89,4.51
Kyle Murphy,OL,Rhode Island,6-3,316,5.30,28.0,19,104,7.81,4.68
Kenneth Murray,LB,Oklahoma,6-2,241,4.52,38.0,21,129,,
Tanner Muse,S,Clemson,6-2,227,4.41,34.5,20,124,,
Netane Muti,OL,Fresno State,6-3,315,,,44,,,
Lucas Niang,OL,TCU,6-6,315,,,,,,
C.J. O'Grady,TE,Arkansas,6-4,253,4.81,34.0,16,119,7.30,4.34
Michael Ojemudia,CB,Iowa,6-1,200,4.45,36.0,,122,6.87,4.21
Jeff Okudah,CB,Ohio State,6-1,205,4.48,41.0,11,135,,
Julian Okwara,DL,Notre Dame,6-4,252,,,27,,,
Albert Okwuegbunam,TE,Missouri,6-5,258,4.49,,,,,
Sewo Olonilua,RB,TCU,6-3,232,4.66,36.0,25,123,,4.28
Dante Olson,LB,Montana,6-2,237,4.88,42.0,15,124,7.00,4.32
Mike Onwenu,OL,Michigan,6-3,344,,,26,,,
K.J. Osborn,WR,Miami,5-11,203,4.48,37.5,18,123,7.00,4.35
Aaron Parker,WR,Rhode Island,6-2,209,4.57,26.5,12,112,6.94,4.23
Colby Parkinson,TE,Stanford,6-7,252,4.77,32.5,18,109,7.15,4.46
Dezmon Patmon,WR,Washington State,6-4,225,4.48,36.0,15,132,7.28,4.38
Shea Patterson,QB,Michigan,6-1,212,4.71,31.0,,116,7.14,4.50
Matt Peart,OL,Connecticut,6-7,318,5.06,30.0,26,113,8.01,4.92
Alex Pechin,P,Bucknell,6-1,213,4.69,34.0,13,,,
John Penisini,DL,Utah,6-1,318,,25.5,23,,,4.93
Donovan Peoples-Jones,WR,Michigan,6-2,212,4.48,44.5,,139,,
La'Mical Perine,RB,Florida,5-11,216,4.62,35.0,22,118,7.13,4.31
Malcolm Perry,WR,Navy,5-9,186,4.63,36.0,10,122,7.12,4.31
Jacob Phillips,LB,LSU,6-3,229,4.66,39.0,,126,7.38,4.33
Scottie Phillips,RB,Mississippi,5-8,209,4.56,30.0,29,114,7.40,4.53
Tyre Phillips,OL,Mississippi State,6-5,331,5.37,25.0,22,93,8.17,5.11
James Pierre,CB,Florida Atlantic,6-0,183,4.59,33.5,,123,7.02,
Michael Pinckney,LB,Miami,5-11,235,,,,,,

Jared Pinkney,TE,Vanderbilt,6-4,257,4.96,,23,,,
Danny Pinter,OL,Ball State,6-4,306,4.91,29.5,24,110,7.76,4.62
Michael Pittman,WR,USC,6-4,223,4.52,36.5,13,121,6.96,4.14
Troy Pride,CB,Notre Dame,5-11,193,4.40,35.5,13,119,6.94,4.26
James Proche,WR,SMU,5-11,201,,34.5,20,,7.27,4.40
Shaquille Quarterman,LB,Miami,6-0,234,4.74,31.0,23,120,,
Patrick Queen,LB,LSU,6-0,229,4.50,35.0,18,125,,
Jalen Reagor,WR,TCU,5-11,206,4.47,42.0,17,138,7.31,4.46
Joe Reed,WR,Virginia,6-0,224,4.47,38.0,21,123,,
J.R. Reed,S,Georgia,6-1,202,4.54,34.0,15,130,,
John Reid,CB,Penn State,5-10,187,4.49,36.5,20,129,6.95,3.97
Chauncey Rivers,DL,Mississippi State,6-2,262,4.97,30.5,20,106,7.33,4.70
Malcolm Roach,DL,Texas,6-2,297,4.84,30.0,20,114,,
Amik Robertson,CB,Louisiana Tech,5-8,187,,,,,,
Alton Robinson,DL,Syracuse,6-3,264,4.69,35.5,25,119,7.32,4.32
James Robinson,RB,Illinois State,5-9,219,4.64,40.0,24,125,7.03,4.19
Kendrick Rogers,WR,Texas A&M,6-4,208,4.51,35.5,17,124,7.13,4.48
Cesar Ruiz,OL,Michigan,6-3,307,5.08,33.0,28,113,7.91,4.64
Jon Runyan,OL,Michigan,6-4,306,5.08,30.5,24,107,7.57,4.69
Chapelle Russell,LB,Temple,6-2,236,4.69,35.0,21,121,7.38,4.41
Stanford Samuels,CB,Florida State,6-1,187,4.65,,,,,
Josiah Scott,CB,Michigan State,5-9,185,4.42,,17,,,
Qaadir Sheppard,DL,Mississippi,6-3,261,4.83,31.5,28,115,,
Isaiah Simmons,LB,Clemson,6-4,238,4.39,39.0,,132,,
John Simpson,OL,Clemson,6-4,321,5.24,30.0,34,107,8.03,4.87
Arryn Siposs,P,Auburn,6-2,213,5.09,,,,,
James Smith-Williams,DL,North Carolina State,6-4,265,4.60,32.0,28,123,7.35,4.52
L'Jarius Sneed,S,Louisiana Tech,6-0,192,4.37,41.0,12,131,,
Nate Stanley,QB,Iowa,6-4,235,4.81,28.5,,108,7.26,4.48
Terence Steele,OL,Texas Tech,6-6,312,5.03,27.5,27,106,,5.08
Logan Stenberg,OL,Kentucky,6-6,317,5.30,26.0,,104,8.00,4.83
Simon Stepaniak,OL,Indiana,6-4,313,,,37,,,
Darrell Stewart,WR,Michigan State,6-0,212,,35.0,15,117,,
Geno Stone,S,Iowa,5-10,207,4.62,33.5,12,116,,
Justin Strnad,LB,Wake Forest,6-3,238,4.74,29.0,,113,,4.49
Jason Strowbridge,DL,North Carolina,6-4,275,4.89,31.0,26,113,7.45,4.37
Stephen Sullivan,TE,LSU,6-5,248,4.66,36.5,,123,7.51,4.62
Freddie Swain,WR,Florida,6-0,197,4.46,36.5,16,124,7.05,4.26
D'Andre Swift,RB,Georgia,5-8,212,4.48,35.5,,121,,
Tua Tagovailoa,QB,Alabama,6-0,217,,,,,,
Charlie Taumoepeau,TE,Portland State,6-2,240,4.75,36.5,18,121,7.00,4.27
Alex Taylor,OL,South Carolina State,6-8,308,5.09,25.0,21,116,7.77,4.79
Darrell Taylor,LB,Tennessee,6-4,267,,,,,,
Davion Taylor,LB,Colorado,6-0,228,4.49,35.0,21,127,6.96,4.26
J.J. Taylor,RB,Arizona,5-5,185,4.61,34.5,19,118,7.00,4.15
Jonathan Taylor,RB,Wisconsin,5-10,226,4.39,36.0,17,123,7.01,4.24
Patrick Taylor,RB,Memphis,6-1,217,4.57,34.0,15,123,,4.34
A.J. Terrell,CB,Clemson,6-1,195,4.42,34.5,15,129,,
Andrew Thomas,OL,Georgia,6-5,315,5.22,30.5,21,109,7.58,4.66
Daniel Thomas,S,Auburn,5-10,215,4.51,37.0,24,125,,

Jeff Thomas,WR,Miami,5-9,170,4.45,36.5,,125,,
Stantley Thomas-Oliver,CB,Florida International,6-0,192,4.48,34.0,,127,,
Calvin Throckmorton,OL,Oregon,6-5,317,5.57,27.0,23,97,8.07,4.98
Casey Toohill,LB,Stanford,6-4,250,4.62,39.0,17,126,7.08,4.21
Tommy Townsend,P,Florida,6-1,191,4.75,,,,,
Adam Trautman,TE,Dayton,6-5,255,4.80,34.5,18,114,6.78,4.27
Michael Turk,P,Arizona State,6-0,226,4.79,34.5,25,108,,4.72
Derrek Tuszka,DL,North Dakota State,6-4,251,4.79,33.5,24,120,6.87,4.34
Josh Uche,LB,Michigan,6-1,245,,,18,,,
Ke'Shawn Vaughn,RB,Vanderbilt,5-10,214,4.51,32.0,,117,,
Ben Victor,WR,Ohio State,6-4,198,4.60,35.0,9,128,7.10,
Kindle Vildor,CB,Georgia Southern,5-10,191,4.44,39.5,22,133,7.14,4.28
Mykal Walker,LB,Fresno State,6-3,230,4.65,33.0,20,122,7.09,4.25
K'Von Wallace,S,Clemson,5-11,206,4.53,38.0,18,133,6.76,4.15
Prince Tega Wanogho,OL,Auburn,6-5,308,,,,,,
Mike Warren,RB,Cincinnati,5-9,226,,,16,,,
Broderick Washington,DL,Texas Tech,6-2,305,,,23,,,
Quez Watkins,WR,Southern Miss,6-0,185,4.35,36.5,,125,7.28,4.36
Curtis Weaver,LB,Boise State,6-2,265,,32.5,,116,7.00,4.27
Evan Weaver,LB,California,6-2,237,4.76,32.0,15,117,7.02,4.21
Cody White,WR,Michigan State,6-3,217,4.66,35.5,,120,7.19,4.52
Mitchell Wilcox,TE,South Florida,6-3,247,4.88,31.0,,112,7.37,4.43
Kenny Willekes,DL,Michigan State,6-3,264,4.87,32.5,32,119,7.39,
Darryl Williams,OL,Mississippi State,6-2,304,5.23,25.5,23,102,7.88,4.76
Raequan Williams,DL,Michigan State,6-4,308,5.04,25.5,17,101,7.72,4.78
Jedrick Wills,OL,Alabama,6-4,312,5.05,34.5,,113,,4.84
Isaiah Wilson,OL,Georgia,6-6,350,5.32,29.0,26,110,8.26,5.07
Logan Wilson,LB,Wyoming,6-2,241,4.63,32.0,21,121,7.07,4.27
Rob Windsor,DL,Penn State,6-4,290,4.90,28.5,21,111,7.47,4.44
Tristan Wirfs,OL,Iowa,6-5,320,4.85,36.5,24,121,7.65,4.68
Steven Wirtel,LS,Iowa State,6-4,235,4.76,26.0,,120,7.12,4.28
Charlie Woerner,TE,Georgia,6-5,244,4.78,34.5,21,120,7.18,4.46
D.J. Wonnum,DL,South Carolina,6-5,258,4.73,34.5,20,123,7.25,4.44
Dom Wood-Anderson,TE,Tennessee,6-4,261,4.92,35.0,,119,,
David Woodward,LB,Utah State,6-2,230,4.79,33.5,16,114,7.34,4.37
Chase Young,DL,Ohio State,6-5,264,,,,,,
Jabari Zuniga,DL,Florida,6-3,264,4.64,33.0,29,127,,
