Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
Tyron Brackenridge,CB,Washington State,5-11,189,4.67,,,,,
Stewart Bradley,OLB,Nebraska,6-4,254,4.72,35.5,28,112,7.29,4.17
Ahmad Bradshaw,RB,Marshall,5-9,198,4.55,34.0,,112,6.70,4.09
Alan Branch,DT,Michigan,6-6,324,5.07,27.5,33,107,,
Steve Breaston,WR,Michigan,6-0,193,4.46,33.0,,124,6.90,4.29
Larry Brown,DT,Oklahoma State,6-3,297,5.20,27.0,22,108,7.67,4.81
Kareem Brown,DT,Miami (FL),6-4,290,5.38,26.5,,96,,
Levi Brown,OT,Penn State,6-5,323,5.40,25.5,31,97,7.87,4.89
Tarell Brown,CB,Texas,5-11,190,4.45,33.5,17,111,7.00,4.37
Mkristo Bruce,DE,Washington State,6-6,268,5.00,29.0,21,106,7.38,4.80
Eldra Buckley,RB,Tenn-Chattanooga,5-9,202,4.56,35.5,14,120,7.71,4.43

Noland Burchette,DE,Virginia Tech,6-2,259,4.73,,15,,,
Prescott Burgess,OLB,Michigan,6-3,240,4.82,32.5,19,106,7.01,4.31
Michael Bush,RB,Louisville,6-1,243,4.62,,,,,
Andrew Carnahan,OT,Arizona State,6-7,306,5.20,,22,,,
Brendan Carney,P,Syracuse,6-4,203,5.03,,,,,
Adam Carriker,DE,Nebraska,6-6,296,4.90,33.5,33,110,7.06,4.18
Zach Catanese,S,Arizona State,6-2,225,4.60,,24,,,
Scott Chandler,TE,Iowa,6-7,270,4.78,30.0,16,111,7.26,4.32
Matt Clark,K,Auburn,6-0,181,,,,,,
Jeremy Clark,DT,Alabama,6-2,309,5.02,29.0,29,104,7.78,4.82
Thomas Clayton,RB,Kansas State,5-10,218,4.63,36.5,23,121,,
David Clowney,WR,Virginia Tech,6-0,188,4.36,32.5,,123,7.00,4.15
Daniel Coats,TE,BYU,6-3,257,4.94,30.0,34,111,7.07,4.43
Michael Coe,CB,Arkansas,6-1,190,4.53,35.0,17,122,6.78,4.31
Joe Cohen,DT,Florida,6-2,313,5.10,26.0,34,,,
Duane Coleman,CB,Clemson,5-9,199,4.57,35.5,18,120,7.18,4.51
Alonzo Coleman,RB,Kansas State,5-10,207,4.49,,27,120,,
Jemalle Cornelius,WR,Florida,5-11,184,4.57,34.5,,123,6.99,4.30
Jon Cornish,RB,Kansas,5-11,206,4.62,34.0,,118,7.09,
Mason Crosby,K,Colorado,6-1,212,5.18,,,,,
Tim Crowder,DE,Texas,6-4,272,4.69,30.5,32,111,7.28,4.32
Quinton Culberson,OLB,Mississippi State,6-1,236,4.77,29.5,18,113,,
Craig Dahl,S,North Dakota State,6-2,216,4.55,35.0,17,122,6.69,4.26
Jessie Daniels,S,LSU,5-11,216,4.54,,25,,,
Kenneth Darby,RB,Alabama,5-10,211,4.75,30.0,19,108,7.25,4.53
Doug Datish,C,Ohio State,6-4,302,5.13,26.0,31,102,7.51,4.65
Buster Davis,WR,Florida State,6-1,207,4.41,,,,,
Buster Davis,ILB,Florida State,5-9,239,4.64,31.0,24,104,7.28,4.37
Chris Davis,WR,Florida State,5-10,181,4.50,35.5,,115,6.66,4.14
A.J. Davis,CB,North Carolina State,5-10,193,4.56,,16,,,
Victor DeGrate,DE,Oklahoma State,6-3,249,4.77,,19,,,
Chris Denman,OT,Fresno State,6-6,315,5.62,27.5,21,97,8.10,4.92
Zak DeOssie,ILB,Brown,6-5,250,4.58,34.5,26,122,6.89,4.22
Tim Duckworth,OG,Auburn,6-3,306,5.42,25.0,20,94,8.26,4.78
Justin Durant,ILB,Kansas State,6-1,230,4.51,36.0,25,121,6.77,4.09
Quintin Echols,DT,Kansas State,6-1,328,5.40,,25,,,
Trent Edwards,QB,Stanford,6-4,231,4.76,,19,,7.14,4.46
Tala Esera,OT,Hawaii,6-3,312,5.22,,,,,
Earl Everett,OLB,Florida,6-2,238,4.73,32.0,19,113,,
Aaron Fairooz,WR,Central Arkansas,6-6,209,4.49,36.0,,125,6.89,4.27
Mark Fenton,C,Colorado,6-4,290,5.15,,22,,,
Brandon Fields,P,Michigan State,6-5,239,5.26,,,,,
Yamon Figurs,WR,Kansas State,5-11,174,4.30,,,123,6.85,4.21
Joel Filani,WR,Texas Tech,6-2,211,4.57,32.5,17,117,,
Nick Folk,K,Arizona,6-1,225,4.95,,,,,
Jacob Ford,DE,Central Arkansas,6-4,249,4.65,,19,,,
Eric Frampton,S,Washington State,5-11,204,4.61,34.5,10,122,6.84,4.17
Doug Free,OT,Northern Illinois,6-6,324,5.19,30.0,22,111,7.38,4.53
Dustin Fry,C,Clemson,6-3,314,5.28,,34,,,
Brandon Frye,OT,Virginia Tech,6-4,301,5.08,32.5,34,103,7.50,4.40

C.J. Gaddis,S,Clemson,5-11,203,4.45,36.5,20,121,7.28,4.30
Josh Gattis,S,Wake Forest,6-1,206,4.51,34.5,22,121,6.72,4.27
Luke Getsy,QB,Akron,6-2,222,4.96,32.5,,106,6.95,4.46
Ted Ginn,WR,Ohio State,5-11,178,4.38,,,,,
Dashon Goldson,S,Washington,6-2,205,4.60,34.5,12,115,7.37,4.46
Anthony Gonzalez,WR,Ohio State,6-0,193,4.44,38.0,,123,6.54,4.08
Adam Graessle,P,Pittsburgh,6-4,215,4.84,,,,,
Corey Graham,CB,New Hampshire,6-0,195,4.42,,10,,,
Michael Griffin,S,Texas,6-0,202,4.45,36.0,16,120,6.60,4.10
Ben Grubbs,OG,Auburn,6-3,311,5.18,26.5,29,103,7.99,4.72
Matt Gutierrez,QB,Idaho State,6-4,232,5.00,29.5,,108,6.99,4.28
KaMichael Hall,OLB,Georgia Tech,6-0,228,4.77,33.0,,111,7.50,4.62
Gabe Hall,OT,Texas Tech,6-4,313,4.91,29.0,22,104,7.59,4.68
Leon Hall,CB,Michigan,5-11,193,4.39,37.5,15,125,6.50,4.07
Jonny Harline,TE,BYU,6-4,248,4.84,28.5,15,106,7.05,4.68
Justin Harrell,DT,Tennessee,6-4,300,5.04,30.5,24,108,7.63,4.79
Clark Harris,TE,Rutgers,6-5,261,4.80,32.0,21,112,,4.40
David Harris,ILB,Michigan,6-2,243,4.59,33.0,23,107,7.25,4.29
Leroy Harris,C,North Carolina State,6-2,302,5.35,24.5,29,96,8.00,4.80
Nate Harris,OLB,Louisville,6-0,230,4.60,32.0,26,107,7.19,4.52
Ryan Harris,OT,Notre Dame,6-4,305,5.09,25.5,22,100,7.78,4.52
Brandon Harrison,S,Stanford,6-2,227,4.58,,23,,,
Mario Henderson,OT,Florida State,6-6,302,5.11,28.5,20,109,7.60,4.87
Chris Henry,RB,Arizona,5-11,230,4.40,36.0,26,127,6.96,4.14
Stephon Heyer,OT,Maryland,6-6,334,5.59,,30,94,,
Justin Hickman,OLB,UCLA,6-1,254,4.75,29.5,23,115,7.06,4.43
Jarrett Hicks,WR,Texas Tech,6-3,210,4.67,34.5,,120,,
Johnnie Lee Higgins,WR,Texas-El Paso,5-11,186,4.48,36.5,,122,6.62,4.32
Jason Hill,WR,Washington State,6-0,204,4.32,37.0,,123,7.02,4.22
Corey Hilliard,OT,Oklahoma State,6-5,308,5.29,27.0,28,106,7.45,4.65
Jonathan Holland,WR,Louisiana Tech,6-0,191,4.45,35.5,15,120,7.12,4.40
Chris Houston,CB,Arkansas,5-10,185,4.32,36.0,27,122,6.94,4.12
Dante Hughes,CB,California,5-10,190,4.56,28.5,16,114,7.28,4.43
Tony Hunt,RB,Penn State,6-2,233,4.68,,24,,,
Nate Ilaoa,RB,Hawaii,5-9,245,4.77,30.0,25,103,7.10,4.42
Kenny Irons,RB,Auburn,5-11,203,4.45,38.0,,123,7.00,4.17
David Irons,CB,Auburn,5-10,190,4.44,29.5,11,111,7.18,4.30
Xzavie Jackson,DE,Missouri,6-3,278,4.92,33.0,18,110,,
DeAndre Jackson,CB,Iowa State,5-11,193,4.48,,14,,,
Brandon Jackson,RB,Nebraska,5-10,210,4.54,37.0,21,122,7.00,4.14
Tanard Jackson,S,Syracuse,6-0,200,4.52,32.5,12,121,6.89,4.28
Keith Jackson,DT,Arkansas,6-0,305,5.05,30.0,33,,7.65,4.56
Drisan James,WR,Boise State,6-0,193,4.52,39.0,14,126,7.09,4.39
Dwayne Jarrett,WR,USC,6-4,219,4.62,,,,,
Rory Johnson,OLB,Mississippi,6-0,232,4.59,38.0,19,116,,4.07
Antonio Johnson,DT,Mississippi State,6-3,310,5.15,29.0,28,108,7.47,4.49
Calvin Johnson,WR,Georgia Tech,6-5,239,4.35,,,,,
Charles Johnson,DE,Georgia,6-2,270,4.84,34.0,33,118,7.50,
Michael Johnson,S,Arizona,6-3,205,4.62,33.0,15,114,7.04,4.32
Mike Jones,OG,Iowa,6-5,309,5.46,25.5,28,98,7.80,4.88

Jacoby Jones,WR,Lane (TN),6-3,210,4.50,34.0,,129,7.03,4.31
James Jones,WR,San Jose State,6-1,207,4.54,34.0,22,119,7.06,4.20
Onrea Jones,WR,Kansas State,5-11,202,4.42,39.0,,121,7.05,4.28
Ryan Kalil,C,USC,6-3,299,4.96,26.0,34,104,7.50,4.34
Jordan Kent,WR,Oregon,6-4,217,4.49,,,,,
Aaron King,LS,Texas-El Paso,6-1,239,4.78,,,,,
Adam Koets,OT,Oregon State,6-5,298,5.08,32.0,20,106,7.44,4.47
Kevin Kolb,QB,Houston,6-3,218,4.85,32.5,,112,6.94,4.44
Toby Korrodi,QB,Central Missouri State,6-3,234,5.37,25.0,,91,7.77,4.64
Derek Landri,DT,Notre Dame,6-2,288,4.96,,24,,,
LaRon Landry,S,LSU,6-0,213,4.35,37.5,,123,,
Zach Latimer,ILB,Oklahoma,6-2,237,4.78,34.0,19,109,7.27,4.45
Chris Leak,QB,Florida,6-0,209,4.74,32.5,,113,7.03,4.41
Nick Leeson,LS,Virginia Tech,6-1,255,5.08,,,,,
Brian Leonard,RB,Rutgers,6-1,226,4.52,34.5,28,122,6.88,4.22
Reggie Lewis,CB,Florida,5-10,204,4.54,34.0,14,119,7.13,
Enoka Lucas,C,Oregon,6-3,303,5.46,27.5,34,104,8.10,4.84
Marshawn Lynch,RB,California,5-11,215,4.46,35.5,20,125,7.05,4.55
James Marten,OT,Boston Col.,6-7,309,5.08,30.5,,100,7.68,4.54
Mike Mason,WR,Tennessee State,6-0,190,4.40,39.5,,129,6.94,4.08
Ryan McBean,DT,Oklahoma State,6-4,286,4.98,28.0,27,108,7.79,4.46
Trumaine McBride,CB,Mississippi,5-9,185,4.57,34.5,14,122,6.96,4.32
Turk McBride,DT,Tennessee,6-2,277,4.81,31.0,27,108,7.10,4.12
Marcus McCauley,CB,Fresno State,6-1,203,4.39,36.0,17,129,6.61,4.17
LeRon McClain,FB,Alabama,6-0,256,4.75,29.5,14,113,7.14,4.47
Marquay McDaniel,WR,Kansas State,5-10,205,4.52,33.5,19,114,7.13,4.35
Brandon McDonald,CB,Memphis,5-11,181,4.58,33.0,17,118,7.44,4.76
Ray McDonald,DE,Florida,6-3,276,4.88,,,,,
Ronnie McGill,RB,North Carolina,5-11,213,4.59,,22,,,
Rhema McKnight,WR,Notre Dame,6-1,211,4.53,34.0,,118,6.84,4.16
Robert Meachem,WR,Tennessee,6-2,214,4.39,37.5,,121,6.97,4.31
Brandon Mebane,DT,California,6-1,309,5.15,24.0,24,106,7.94,4.65
Justin Medlock,K,UCLA,6-0,201,4.89,,,,,
Brandon Meriweather,S,Miami (FL),5-11,195,4.47,35.0,11,111,7.06,4.33
Zach Miller,TE,Arizona State,6-4,256,4.87,34.0,,115,7.01,4.42
Martrez Milner,TE,Georgia,6-4,252,4.79,34.0,19,117,7.35,4.49
Marvin Mitchell,ILB,Tennessee,6-3,249,4.87,32.0,22,108,7.29,4.25
Ryan Moore,WR,Miami (FL),6-2,217,4.54,32.0,,110,6.87,4.35
Jay Moore,DE,Nebraska,6-5,274,4.92,34.0,26,118,7.19,4.35
Drew Mormino,C,Central Michigan,6-3,299,5.32,28.0,27,105,7.48,4.53
Quentin Moses,DE,Georgia,6-5,261,4.82,32.0,17,115,7.38,4.53
Tyrone Moss,RB,Miami (FL),5-9,231,4.75,31.0,16,107,,4.56
Jarvis Moss,DE,Florida,6-6,250,4.70,30.5,16,120,,
Dan Mozes,C,West Virginia,6-3,293,5.35,25.5,28,101,7.98,4.84
Legedu Naanee,WR,Boise State,6-2,225,4.41,40.0,19,119,,
Chinedum Ndukwe,S,Notre Dame,6-2,206,4.49,37.5,15,,,
J.D. Nelson,S,Oregon,5-11,207,4.83,32.5,,111,7.29,4.53
Reggie Nelson,S,Florida,5-11,198,4.48,34.5,,,,
Syvelle Newton,WR,South Carolina,6-1,218,4.64,,20,,,
Joe Newton,TE,Oregon State,6-7,257,4.89,31.0,20,109,7.35,4.57

Stephen Nicholas,OLB,South Florida,6-1,232,4.64,33.5,29,110,7.29,4.45
Chad Nkang,S,Elon,5-11,220,4.52,36.5,23,118,7.10,4.34
Uche Nwaneri,OG,Purdue,6-3,325,5.37,,24,,,
Amobi Okoye,DT,Louisville,6-2,302,5.07,30.0,29,111,7.46,
Michael Okwo,ILB,Stanford,5-11,232,4.70,35.5,20,121,7.12,4.43
Sam Olajubutu,OLB,Arkansas,5-9,227,4.77,34.5,24,118,7.33,4.34
Greg Olsen,TE,Miami (FL),6-6,254,4.51,35.5,23,114,7.04,4.48
Mike Otto,OT,Purdue,6-5,308,5.20,26.5,20,105,7.62,4.67
Brandon Pace,K,Virginia Tech,5-10,193,4.74,,,,,
Tyler Palko,QB,Pittsburgh,6-1,215,4.83,31.5,,112,7.05,4.36
Jordan Palmer,QB,Texas-El Paso,6-6,231,4.98,30.5,,104,7.32,4.58
Marcus Paschal,S,Iowa,6-0,201,4.59,33.0,15,,7.31,4.72
Ben Patrick,TE,Duke,6-3,252,4.74,34.5,,111,7.21,4.31
David Patterson,DT,Ohio State,6-2,285,5.10,32.5,21,118,7.47,4.43
Kevin Payne,S,La-Monroe,6-0,220,4.60,35.0,20,106,7.00,4.30
Leonard Peters,S,Hawaii,6-1,210,4.80,32.5,21,110,7.49,
Adrian Peterson,RB,Oklahoma,6-1,217,4.40,38.5,,127,7.09,4.40
Blair Phillips,ILB,Oregon,6-1,243,4.84,30.5,23,106,7.01,4.48
James Pinkney,QB,East Carolina,6-2,208,4.79,34.0,,112,7.35,4.49
Sabby Piscitelli,S,Oregon State,6-3,224,4.47,34.5,19,122,6.84,3.90
Quinn Pitcock,DT,Ohio State,6-2,299,4.93,34.0,,112,,
Chase Pittman,DE,LSU,6-5,270,5.03,,,,,
Antonio Pittman,RB,Ohio State,5-11,207,4.40,35.5,16,123,6.84,4.16
Adam Podlesh,P,Maryland,5-11,202,4.54,,,,,
Paul Posluszny,OLB,Penn State,6-2,238,4.70,37.0,22,116,6.94,4.20
Anthony Pudewell,TE,Nevada,6-4,250,5.07,25.5,15,101,7.31,4.41
Brady Quinn,QB,Notre Dame,6-4,232,4.73,,24,,,
Jerard Rabb,WR,Boise State,6-2,201,4.58,36.5,,125,6.99,4.19
Manny Ramirez,OG,Texas Tech,6-3,326,5.24,,40,,,
Jared Retkofsky,LS,TCU,6-5,265,4.91,,,,,
Darrelle Revis,CB,Pittsburgh,5-11,204,4.38,,16,,,
Alex Reyes,P,Texas Tech,6-1,234,,,,,,
Sidney Rice,WR,South Carolina,6-3,200,4.51,39.5,,119,7.09,4.34
Jay Richardson,DE,Ohio State,6-6,279,5.00,33.0,20,112,7.50,4.54
Gijon Robinson,FB,Missouri Western State,6-1,255,4.71,33.0,21,116,7.23,4.43
Laurent Robinson,WR,Illinois State,6-2,199,4.38,39.0,19,127,6.83,4.28
Ryne Robinson,WR,Miami (OH),5-9,179,4.47,35.0,,123,6.71,4.21
Brian Robison,DE,Texas,6-3,259,4.67,40.5,27,121,6.89,4.26
Dante Rosario,TE,Oregon,6-3,244,4.78,36.0,20,115,6.96,4.47
Aaron Ross,CB,Texas,6-0,193,4.44,34.0,17,118,6.67,4.15
Aaron Rouse,S,Virginia Tech,6-4,223,4.58,35.0,16,,,
Jeff Rowe,QB,Nevada,6-5,226,4.91,29.5,,114,7.16,4.42
Gary Russell,RB,Minnesota,5-10,229,4.77,31.5,9,113,,4.54
JaMarcus Russell,QB,LSU,6-5,265,4.83,,,,,
Clifton Ryan,DT,Michigan State,6-3,310,5.12,26.5,25,102,7.49,4.69
Dan Santucci,OG,Notre Dame,6-3,301,5.13,29.0,23,102,7.47,4.74
Dallas Sartz,OLB,USC,6-5,235,4.71,33.5,20,111,6.85,4.13
Samson Satele,C,Hawaii,6-3,300,5.24,33.0,25,101,7.47,4.29
Nic Schmitt,P,Virginia Tech,6-2,252,5.05,,,,,
Derek Schouman,FB,Boise State,6-2,247,4.74,37.5,27,122,7.00,4.27

Kenny Scott,CB,Georgia Tech,6-1,179,4.39,40.0,10,127,,
Arron Sears,OG,Tennessee,6-3,319,5.09,,21,,,
Daniel Sepulveda,P,Baylor,6-3,229,4.62,,,,,
Ken Shackleford,OT,Georgia,6-5,322,5.30,24.5,28,102,8.35,5.05
Brandon Sharp,S,Louisville,5-10,194,4.58,37.5,18,,,
Tim Shaw,OLB,Penn State,6-1,236,4.51,36.5,26,116,7.01,4.12
Brandon Siler,ILB,Florida,6-2,241,4.62,30.5,,109,7.34,
Juwan Simpson,OLB,Alabama,6-2,225,4.55,34.5,15,123,7.22,4.42
Mike Sims-Walker,WR,Central Florida,6-2,209,4.35,36.5,18,121,6.92,4.39
Bo Smith,CB,Weber State,5-10,193,4.44,33.5,14,,,
Bret Smith,WR,Tennessee,6-2,173,4.55,,,,,
Ryan Smith,CB,Florida,5-10,174,4.51,,11,,,
Kelvin Smith,ILB,Syracuse,6-2,240,4.80,32.0,26,110,7.19,4.42
Kolby Smith,RB,Louisville,5-11,220,4.50,38.0,18,114,7.22,4.34
Steve Smith,WR,USC,6-0,197,4.44,38.0,,120,6.68,4.19
Troy Smith,QB,Ohio State,6-0,225,4.72,,,,,
Jason Snelling,FB,Virginia,5-11,230,4.79,30.0,,111,7.06,4.37
Paul Soliai,DT,Utah,6-4,344,5.10,29.5,,103,7.66,4.69
Matt Spaeth,TE,Minnesota,6-7,270,4.83,,,,,
Anthony Spencer,DE,Purdue,6-3,261,4.70,32.5,30,112,7.14,4.43
Joe Staley,OT,Central Michigan,6-6,306,4.79,,27,,,
Isaiah Stanback,QB,Washington,6-2,216,4.60,,22,,,
Drew Stanton,QB,Michigan State,6-3,226,4.75,30.5,,108,6.77,4.41
Scott Stephenson,C,Iowa State,6-3,297,5.20,29.5,21,99,7.62,4.57
Cameron Stephenson,OG,Rutgers,6-3,306,5.40,28.5,34,101,7.72,4.81
Syndric Steptoe,WR,Arizona,5-9,194,4.59,33.0,17,,,
John Stocco,QB,Wisconsin,6-2,207,5.08,27.0,,104,7.29,4.60
Daren Stone,S,Maine,6-3,218,4.58,39.0,13,132,7.13,4.44
Chansi Stuckey,WR,Clemson,5-11,197,4.56,35.0,,120,6.91,4.14
Kasey Studdard,OG,Texas,6-2,303,5.18,,32,,,
Palauni Ma Sun,OG,Oregon,6-5,319,5.86,24.5,22,91,8.70,5.01
Jayson Swain,WR,Tennessee,6-0,212,4.63,33.0,,,,
Josh Swogger,QB,Montana,6-4,237,5.12,28.5,,107,7.25,4.76
Herb Taylor,OT,TCU,6-4,296,5.19,27.0,26,100,7.78,4.64
Ramonce Taylor,RB,Texas College,5-10,195,4.50,34.0,,125,6.98,4.23
Zac Taylor,QB,Nebraska,6-2,216,5.06,30.5,,110,7.39,4.60
Courtney Taylor,WR,Auburn,6-2,204,4.50,36.0,,122,7.22,4.28
Tony Taylor,OLB,Georgia,6-0,236,4.92,32.0,26,108,7.17,4.36
Joe Thomas,OT,Wisconsin,6-7,311,4.92,33.0,28,110,7.95,4.88
Marcus Thomas,DT,Florida,6-3,314,5.23,,27,,,
Paul Thompson,WR,Oklahoma,6-4,216,4.62,33.5,,127,6.81,4.11
Lawrence Timmons,OLB,Florida State,6-1,234,4.66,35.0,25,123,6.89,4.32
Matt Toeaina,DT,Oregon,6-2,307,5.11,,26,,,
Matt Trannon,WR,Michigan State,6-6,216,4.57,36.5,13,118,7.09,4.34
Tank Tyler,DT,North Carolina State,6-2,306,5.18,28.5,42,,,
Tony Ugoh,OT,Arkansas,6-5,301,5.06,32.5,32,117,,
Dane Uperesa,OT,Hawaii,6-4,309,5.28,,,,,
Chad Upshaw,TE,Buffalo,6-4,252,4.90,33.5,16,108,7.23,4.58
Elliot Vallejo,OT,California-Davis,6-7,327,5.38,26.0,24,94,7.95,5.14
Jonathan Wade,CB,Tennessee,5-10,195,4.36,40.5,,126,7.07,4.40

Darius Walker,RB,Notre Dame,5-10,206,4.55,40.5,19,123,7.18,4.39
D.J. Ware,RB,Illinois,6-0,225,4.61,,21,,,
Justin Warren,ILB,Texas A&M,6-3,245,4.85,29.5,16,115,,
Anthony Waters,ILB,Clemson,6-3,245,4.59,,25,,,
Eric Weddle,S,Utah,5-11,203,4.48,33.5,11,113,6.78,4.12
John Wendling,S,Wyoming,6-1,222,4.48,38.5,22,129,6.96,4.16
Marvin White,S,TCU,6-1,199,4.54,33.5,17,,,
Chaz Williams,CB,La-Monroe,5-11,196,4.68,32.5,13,108,,
Chandler Williams,WR,Florida International,5-11,184,4.42,32.5,,123,6.99,4.29
Paul Williams,WR,Fresno State,6-1,205,4.45,38.5,,125,7.03,4.24
Patrick Willis,ILB,Mississippi,6-1,242,4.51,39.0,22,119,7.23,4.46
Julius Wilson,OT,Ala-Birmingham,6-4,327,5.43,27.0,,103,8.33,5.00
C.J. Wilson,CB,Baylor,6-1,195,4.62,37.5,,127,6.81,4.20
Josh Wilson,CB,Maryland,5-9,189,4.39,36.5,20,120,7.07,4.43
Garrett Wolfe,RB,Northern Illinois,5-7,186,4.39,35.5,22,116,6.69,4.08
LaMarr Woodley,DE,Michigan,6-1,266,4.74,,,,,
D'Juan Woods,WR,Oklahoma State,6-0,208,4.58,36.5,,120,6.89,4.34
Abraham Wright,DE,Colorado,6-2,242,4.90,31.0,24,111,7.20,4.46
Dwayne Wright,RB,Fresno State,5-11,228,4.66,34.0,14,115,7.23,4.43
Eric Wright,CB,UNLV,5-11,192,4.36,36.5,16,123,6.93,4.23
Mansfield Wrotto,OG,Georgia Tech,6-3,317,5.40,,27,92,8.34,4.92
DeShawn Wynn,RB,Florida,5-10,232,4.47,31.5,,115,,
Marshal Yanda,OT,Florida State,6-4,307,5.15,,,,,
C.J. Ah You,DE,Oklahoma,6-4,274,4.70,36.5,26,108,7.06,4.40
Selvin Young,RB,Texas,5-11,207,4.58,,,,,
Jared Zabransky,QB,Boise State,6-2,219,4.56,35.5,,111,6.78,4.08
