Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
Fred Gibson,WR,Georgia,6-4,196,4.55,38.5,,126,7.03,4.10
Howard Gilmore,WR,Norfolk State,6-0,194,4.71,36.0,,113,7.56,4.44
Johnathan Goddard,OLB,Marshall,6-0,238,4.67,35.0,27,107,7.48,4.14
Michael Goolsby,ILB,Notre Dame,6-3,249,4.85,29.5,,112,7.31,4.36
Frank Gore,RB,Miami (FL),5-9,217,4.58,,,,,
Ryan Grant,RB,Notre Dame,6-1,215,4.43,33.5,17,115,7.08,4.12
Eric Green,CB,Virginia Tech,5-11,198,4.52,38.0,,120,,3.90
Justin Green,FB,Montana,5-11,251,4.84,31.0,23,109,7.24,4.21
David Greene,QB,Georgia,6-3,226,4.78,31.5,,115,7.00,4.10
Kelly Griffeth,TE,Fort Hays State,6-5,284,4.90,28.0,21,103,7.25,4.27
Boomer Grigsby,ILB,Illinois State,6-0,249,4.60,35.5,32,112,7.10,
Matt Grootegoed,S,USC,5-11,218,4.76,31.5,22,111,7.17,4.26
Gino Guidugli,QB,Cincinnati,6-4,229,5.00,29.0,,103,7.41,4.52
Tyjuan Hagler,OLB,Cincinnati,6-0,236,4.59,35.5,35,124,7.21,4.07
Josh Haldi,QB,Northern Illinois,6-2,215,4.64,33.0,,113,6.89,4.07
Geoff Hangartner,C,Texas A&M,6-5,301,5.21,28.5,26,103,7.62,4.52
Jason Harmon,S,Michigan State,5-11,209,4.70,37.0,23,118,7.61,4.10
Reggie Harrell,WR,TCU,6-3,214,4.58,35.0,,115,7.42,4.11
Kay-Jay Harris,RB,West Virginia,6-0,241,4.56,38.0,,122,7.20,4.10
Marques Harris,OLB,Southern Utah,6-1,231,4.71,40.5,22,117,7.19,4.07
Anttaj Hawthorne,DT,Wisconsin,6-3,321,5.23,27.0,21,100,8.00,4.69
Kelvin Hayden,CB,Illinois,5-10,197,4.45,34.0,17,111,6.87,3.90
Jovan Haye,DE,Vanderbilt,6-2,284,4.74,34.0,33,110,7.38,4.35
Alex Haynes,RB,Central Florida,5-10,223,4.51,32.5,21,,,
Madison Hedgecock,FB,North Carolina,6-3,266,4.87,32.5,29,108,7.41,4.24
Chris Henry,WR,West Virginia,6-4,197,4.50,,,,,
Noah Herron,RB,Northwestern,5-11,224,4.60,31.0,17,108,6.95,3.97
Efrem Hill,WR,Samford,6-0,179,4.58,37.5,,124,7.42,4.07
Leroy Hill,ILB,Clemson,6-1,229,4.65,34.0,25,116,7.23,4.10
Ellis Hobbs,CB,Iowa State,5-9,192,4.45,42.0,12,124,6.80,4.07
Drew Hodgdon,C,Arizona State,6-3,309,5.31,32.5,,109,7.49,4.45

Alphonso Hodge,CB,Miami (OH),5-11,203,4.44,34.0,20,,,3.99
Reggie Hodges,P,Ball State,6-0,226,4.88,,,,,
Terry Holley,S,Rice,6-1,211,4.64,37.0,24,115,,
Daven Holly,CB,Cincinnati,5-10,192,4.39,39.0,15,115,7.16,4.08
Alex Holmes,TE,USC,6-2,265,5.04,,18,,,
Cedric Houston,RB,Tennessee,5-11,225,4.61,,,,,
Ray Hudson,RB,Alabama,5-10,192,4.50,,15,,,
Rob Hunt,C,North Dakota State,6-4,301,4.96,34.5,31,108,7.53,4.48
Kevin Huntley,DE,Kansas State,6-7,267,4.88,,,,,
Richie Incognito,C,Nebraska,6-3,305,4.84,,29,,,
Marlin Jackson,CB,Michigan,6-1,198,4.52,36.0,23,125,6.95,3.96
Vincent Jackson,WR,Northern Colorado,6-5,241,4.46,39.0,,,,
Tony Jackson,TE,Iowa,6-2,266,4.75,33.0,23,113,7.50,4.48
Brandon Jacobs,RB,Southern Illinois,6-4,267,4.56,37.0,19,118,7.53,4.46
Erasmus James,DE,Wisconsin,6-4,266,4.81,37.5,,122,7.56,4.37
Jason Jefferson,DT,Wisconsin,6-2,310,5.10,28.5,,102,7.79,4.47
Chase Johnson,OT,TCU,6-8,330,5.41,27.0,,91,8.15,4.70
Derrick Johnson,CB,Texas,5-11,197,4.43,,18,,7.15,4.10
Derrick Johnson,OLB,Texas,6-3,242,4.52,37.5,,120,7.20,3.87
Marcus Johnson,OG,Mississippi,6-6,321,5.45,27.5,21,104,7.71,4.71
Travis Johnson,DT,Florida State,6-4,305,4.91,,,,,
Tyler Jones,K,Boise State,6-1,201,5.05,,,,,
Brandon Jones,WR,Oklahoma,6-1,210,4.42,37.0,,114,7.03,4.08
Matt Jones,TE,Arkansas,6-6,242,4.37,39.5,,129,,
Adam Jones,CB,West Virginia,5-9,187,4.38,,,,,
Keith Joseph,FB,Texas A&M,6-2,254,4.68,33.0,27,113,7.43,4.20
Nick Kaczur,OT,Toledo,6-4,319,5.28,31.5,,,,
Dave Kashetta,TE,Boston Col.,6-3,247,4.87,35.5,17,113,7.34,4.34
Chris Kemoeatu,OG,Utah,6-3,344,5.34,29.0,26,98,7.75,4.54
Adam Kieft,OT,Central Michigan,6-7,337,5.52,33.0,28,110,7.78,4.76
Tyler King,DE,Connecticut,6-5,271,4.87,36.0,20,118,7.57,4.34
Eric King,CB,Wake Forest,5-8,189,4.43,,12,,,
Marcus Lawrence,ILB,South Carolina,6-2,243,4.62,34.0,19,121,7.16,4.32
Stefan LeFors,QB,Louisville,6-0,208,4.56,31.0,,111,7.03,4.09
Jim Leonhard,S,Wisconsin,5-8,191,4.63,,19,,,
Samuel Lightbody,OT,Michigan State,6-9,321,5.62,30.0,,108,7.95,4.41
Dustin Long,QB,SMU,6-2,208,4.67,30.5,,108,6.77,4.08
Khari Long,DE,Baylor,6-4,257,4.74,38.5,27,121,7.22,4.07
Daniel Loper,OT,Texas Tech,6-6,306,5.30,32.0,14,101,7.74,4.68
Chase Lyman,WR,California,6-3,217,4.50,,,,,
Andre Maddox,S,Boise State,6-1,205,4.46,36.5,17,127,7.33,
Tony Madison,WR,Kansas State,6-1,213,4.52,39.0,,121,7.13,4.30
Logan Mankins,OG,Fresno State,6-4,307,5.06,31.5,21,95,7.52,4.44
Tommy Manus,WR,South Florida,6-4,222,4.55,38.0,,120,7.20,4.34
Rasheed Marshall,WR,West Virginia,6-0,185,4.51,38.0,,121,6.81,3.95
Evan Mathis,OG,Alabama,6-5,304,4.92,35.5,35,117,7.37,4.16
Jerome Mathis,WR,Kansas State,5-11,181,4.28,35.5,,123,,
Will Matthews,FB,Texas,6-1,248,4.98,,,,,
Leron McCoy,WR,Indiana (PA),6-1,211,4.40,37.0,,120,7.19,4.21
Robert McCune,ILB,Louisville,6-0,245,4.50,,34,,,

Bryant McFadden,CB,Florida State,6-0,193,4.44,38.5,23,130,,4.04
Lynn McGruder,DT,Oklahoma,6-1,307,5.01,35.5,28,112,7.71,4.42
Chris McKenzie,CB,Arizona State,5-8,185,4.32,45.0,6,136,6.90,4.32
T.A. McLendon,RB,North Carolina State,5-10,235,4.71,35.0,27,117,7.34,4.19
Pete McMahon,OT,Iowa,6-8,329,5.43,27.0,26,92,7.97,4.80
David McMillan,DE,Kansas,6-3,262,4.58,34.0,16,120,7.11,4.07
Willie McNeill,OT,North Carolina,6-4,291,5.30,,,,,
Adrian McPherson,QB,Florida State,6-3,218,4.71,34.5,22,128,6.93,4.08
Albert Means,DT,Memphis,6-4,318,5.40,27.0,26,96,8.21,4.87
Shawne Merriman,DE,Maryland,6-4,272,4.64,,25,,,
Heath Miller,TE,Virginia,6-5,256,4.79,,,,,
Lance Mitchell,ILB,Oklahoma,6-2,247,4.85,33.5,15,,7.49,4.38
Ryan Moats,RB,Louisiana Tech,5-8,210,4.46,36.0,19,117,7.22,4.10
Mike Montgomery,DE,Texas A&M,6-5,276,5.05,34.5,19,115,7.38,4.32
Eric Moore,DE,Florida State,6-4,262,4.84,29.5,22,108,7.62,4.50
Lance Moore,WR,Toledo,5-9,177,4.52,,,,,
Vernand Morency,RB,Oklahoma State,5-10,212,4.66,33.5,19,108,7.02,4.12
Kirk Morrison,ILB,San Diego State,6-1,235,4.75,,25,,,4.31
C.J. Mosley,DT,Missouri,6-2,314,5.08,27.5,27,100,8.21,4.64
Scott Mruczkowski,C,Bowling Green,6-4,321,5.29,,28,,,
Michael Munoz,OT,Tennessee,6-5,306,5.30,,,,,
Terrence Murphy,WR,Texas A&M,6-1,202,4.39,,,,,
Chris Myers,OG,Miami (FL),6-5,300,5.11,,25,,,
Jared Newberry,OLB,Stanford,6-1,234,4.71,,,,,
Donte Nicholson,S,Oklahoma,6-1,212,4.56,,18,,,
Doug Nienhuis,OG,Oregon State,6-6,307,5.15,29.5,22,99,7.50,4.47
Nick Novak,K,Maryland,5-11,191,5.10,,,,,
Mike Nugent,K,Ohio State,5-10,182,4.72,,,,,
Craig Ochs,QB,Montana,6-2,218,4.87,28.5,,104,7.03,4.13
Frank Omiyale,OT,Tennessee Tech,6-4,310,5.30,29.5,22,101,8.19,4.72
Dan Orlovsky,QB,Connecticut,6-5,225,4.93,29.5,,107,7.33,4.39
Kyle Orton,QB,Purdue,6-4,233,5.06,26.5,,,7.38,4.52
Chad Owens,WR,Hawaii,5-7,183,4.62,37.0,,116,6.70,3.94
Jeremy Parquet,OT,Southern Miss,6-7,323,5.31,29.5,17,94,7.95,4.80
Roscoe Parrish,WR,Miami (FL),5-10,168,4.37,,,,,
Martin Patterson,ILB,TCU,6-1,243,4.89,34.0,21,115,7.31,4.20
Mike Patterson,DT,USC,6-0,292,4.93,,26,,,
Karl Paymah,CB,Washington State,6-0,204,4.35,41.5,15,125,7.09,3.91
Matt Payne,K,BYU,6-4,229,4.75,,,,,
Alvin Pearman,RB,Virginia,5-9,208,4.63,34.0,24,114,7.06,4.08
Erik Pears,OT,Colorado State,6-8,312,5.12,,,,,
Antonio Perkins,CB,Oklahoma,5-11,190,4.49,40.0,10,126,7.17,4.07
Tab Perry,WR,UCLA,6-2,229,4.46,34.0,,116,7.00,
Rob Petitti,OT,Pittsburgh,6-6,347,5.48,,,,,
Kenneth Pettway,OLB,Grambling State,6-3,236,4.69,32.5,22,114,7.29,4.31
David Pollack,DE,Georgia,6-2,265,4.75,37.0,25,120,6.86,3.90
Jonathan Pollard,OLB,Oregon State,6-1,247,4.68,35.0,21,116,7.41,4.07
Brodney Pool,S,Oklahoma,6-1,207,4.52,,,,,
Brady Poppinga,DE,BYU,6-3,259,4.59,35.5,26,110,7.27,4.38
Sione Pouha,DT,Utah,6-3,325,5.02,32.5,32,107,7.83,4.44

Duke Preston,C,Illinois,6-5,311,,32.0,21,96,7.57,4.45
Bobby Purify,RB,Colorado,6-0,210,4.67,33.5,15,116,7.22,4.13
Bryan Randall,QB,Virginia Tech,6-0,225,4.71,33.0,,113,6.97,4.08
Dave Rayner,K,Michigan State,6-2,210,5.00,,,,,
Jamaica Rector,WR,Northwest Missouri State,5-10,186,4.47,36.5,,122,6.78,4.13
Lamont Reid,CB,North Carolina State,5-11,195,4.53,40.5,15,124,7.18,4.28
Walter Reyes,RB,Syracuse,5-10,209,4.52,32.0,16,109,7.23,4.38
Joe Rheem,K,Kansas State,6-0,217,,,,,,
Kerry Rhodes,S,Louisville,6-2,209,4.56,42.0,12,123,6.94,4.12
Ryan Riddle,DE,California,6-2,256,4.83,,18,,,
Dante' Ridgeway,WR,Ball State,5-11,212,4.57,33.0,,117,7.25,4.39
Chris Rix,QB,Florida State,6-2,214,4.70,33.5,,116,7.53,4.53
Leon Robinson,OG,Georgia Tech,6-4,314,5.22,36.0,22,109,8.27,4.76
Derreck Robinson,DT,Iowa,6-4,289,,34.5,27,114,7.97,4.53
Courtney Roby,WR,Indiana,6-0,189,4.41,36.5,,126,6.60,3.94
Aaron Rodgers,QB,California,6-2,223,4.71,34.5,,110,7.38,
Carlos Rogers,CB,Auburn,6-0,196,4.44,40.5,15,126,6.48,3.82
Antrel Rolle,CB,Miami (FL),6-0,201,4.48,,15,,,
Michael Roos,OT,East. Washington,6-7,320,5.30,29.0,19,97,7.72,4.50
Matt Roth,DE,Iowa,6-4,278,4.81,32.0,26,112,7.65,4.36
Stanford Routt,CB,Houston,6-1,193,4.27,36.5,,129,6.63,3.90
J.R. Russell,WR,Louisville,6-3,206,4.56,34.5,,,,
Barrett Ruud,ILB,Nebraska,6-2,241,4.75,34.5,25,112,7.22,3.94
Steve Savoy,WR,Utah,5-11,192,4.62,,,,,
Bo Scaife,TE,Texas,6-3,249,4.75,32.5,24,114,7.21,4.12
Gerald Sensabaugh,S,North Carolina,6-0,214,4.44,46.0,17,133,,
Adam Seward,ILB,UNLV,6-2,248,4.60,36.5,33,120,7.16,4.11
Ernest Shazor,S,Michigan,6-4,228,4.65,,,,,
Dan Sheldon,WR,Northern Illinois,5-9,179,4.43,,,,,
Eric Shelton,RB,Louisville,6-1,246,4.53,38.5,,124,7.44,4.08
Darrell Shropshire,DT,South Carolina,6-2,301,4.87,34.0,25,116,7.54,4.31
Wes Sims,OT,Oklahoma,6-5,318,5.39,28.0,26,108,7.68,4.43
Alex Smith,TE,Stanford,6-4,258,4.88,,28,,,
Alex Smith,QB,Utah,6-4,217,4.71,32.0,,113,6.82,3.96
Adam Snyder,OG,Oregon,6-5,316,5.34,28.5,21,93,7.83,4.83
Marcus Spears,DE,LSU,6-4,307,5.05,,,,,
Chris Spencer,C,Mississippi,6-3,309,5.21,32.0,26,105,8.06,4.59
Darren Sproles,RB,Kansas State,5-6,187,4.47,33.0,23,105,6.96,3.96
Scott Starks,CB,Wisconsin,5-8,172,4.37,43.0,13,137,6.99,3.90
Nick Steitz,OG,Oregon,6-3,312,5.70,31.0,,99,8.16,4.65
David Stewart,OT,Mississippi State,6-6,314,5.25,,24,,,
Chauncey Stovall,WR,Florida State,6-1,221,4.62,,,,,
Bill Swancutt,DE,Oregon State,6-4,270,5.00,34.0,23,113,7.35,4.24
Lofa Tatupu,ILB,USC,6-0,238,4.83,35.0,23,113,7.31,4.16
Claude Terrell,OG,New Mexico,6-2,343,5.42,24.5,27,89,8.17,4.75
Adam Terry,OT,Syracuse,6-8,330,5.40,28.0,,96,7.89,4.78
Benard Thomas,DE,Nebraska,6-4,269,4.90,30.0,27,108,8.24,4.34
Craphonso Thorpe,WR,Florida State,6-1,188,4.38,,,,,
Odell Thurman,ILB,Georgia,6-0,233,4.62,34.0,23,114,7.47,
Justin Tuck,DE,Notre Dame,6-5,268,4.71,,,,,

Zach Tuiasosopo,FB,Washington,6-2,249,5.00,25.5,19,100,7.57,4.67
Marviel Underwood,S,San Diego State,5-10,205,4.45,38.0,19,118,7.12,4.21
Jimmy Verdon,DE,Arizona State,6-3,280,5.02,29.5,18,105,7.89,4.53
Kevin Vickerson,DT,Michigan State,6-5,310,5.00,32.5,,103,7.78,4.64
Cameron Wake,OLB,Penn State,6-3,236,4.65,45.5,20,130,7.12,4.11
Rian Wallace,OLB,Temple,6-2,241,4.73,35.5,10,112,7.45,3.94
Andrew Walter,QB,Arizona State,6-6,233,4.86,,,,,
DeMarcus Ware,OLB,Troy,6-4,251,4.56,38.5,27,122,6.83,4.07
Paris Warren,WR,Utah,6-0,219,4.71,31.5,,,,
Fabian Washington,CB,Nebraska,5-10,188,4.29,41.5,18,129,,3.91
Mike Watson,OT,West Virginia,6-4,316,5.46,27.5,,100,,
Corey Webster,CB,LSU,6-0,199,4.50,,9,,,
Marquis Weeks,S,Virginia,5-10,216,4.56,36.5,23,120,7.46,3.89
Jonathan Welsh,OLB,Wisconsin,6-3,244,4.61,40.5,19,130,7.83,4.22
Isaac West,WR,Furman,6-0,187,4.46,37.0,,124,7.21,4.22
Jason White,QB,Oklahoma,6-2,223,4.90,31.0,,108,7.28,4.19
Manuel White,FB,UCLA,6-2,244,4.64,,,,,
Roddy White,WR,Ala-Birmingham,6-1,207,4.46,,,,,
Sam Wilder,OT,Colorado,6-5,298,5.31,26.5,23,102,7.43,4.50
Ben Wilkerson,C,LSU,6-3,299,5.46,,,,,
Aric Williams,CB,Oregon State,5-11,187,4.58,36.0,8,117,,
Cedrick Williams,CB,Kansas State,5-10,168,4.50,35.0,13,121,7.24,4.22
Cadillac Williams,RB,Auburn,5-11,217,4.43,35.5,19,118,6.94,4.15
Darrent Williams,CB,Oklahoma State,5-9,176,4.30,39.0,16,124,6.97,3.96
Mike Williams,WR,USC,6-5,229,4.56,36.5,,,,
Troy Williamson,WR,South Carolina,6-1,203,4.32,,,,6.99,
Ray Willis,OT,Florida State,6-6,327,5.18,,27,,,
Stanley Wilson,CB,Stanford,6-0,185,4.36,39.5,14,125,,
Jerron Wishom,CB,Louisiana Tech,6-0,193,4.50,38.0,18,118,6.81,4.07
Cornelius Wortham,OLB,Alabama,6-1,236,4.71,37.0,22,110,,4.38
Scott Young,OG,BYU,6-4,312,5.08,35.0,43,115,7.46,4.37
