Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
Zach Boren,FB,Ohio State,5-11,238,5.00,32.0,25,109,7.28,4.44
Jon Bostic,OLB,Florida,6-1,245,4.59,32.5,22,118,6.99,4.24
Josh Boyce,WR,TCU,5-11,206,4.38,34.0,22,131,6.68,4.10
Josh Boyd,DT,Mississippi State,6-3,310,5.14,26.5,32,104,7.16,4.64
John Boyett,S,Oregon,5-10,204,4.64,,27,,,
Tyler Bray,QB,Tennessee,6-6,232,5.05,,,100,7.20,4.51
Dylan Breeding,P,Arkansas,6-1,213,4.74,29.0,11,110,,
Arthur Brown,OLB,Kansas State,6-0,241,4.62,,,116,,
Braden Brown,OT,BYU,6-5,310,5.20,28.0,26,100,7.43,4.70
Marlon Brown,WR,Georgia,6-4,213,4.63,,,,,
Armonty Bryant,DE,East Central (OK),6-4,263,4.86,31.5,,118,7.32,5.00
Michael Buchanan,DE,Illinois,6-5,255,4.78,33.0,22,113,6.91,4.44
Rex Burkhead,RB,Nebraska,5-10,214,4.73,39.0,21,125,6.85,4.09
Adrian Bushell,CB,Louisville,5-9,186,4.58,33.0,17,116,6.92,4.25
Colby Cameron,QB,Louisiana Tech,6-2,212,4.78,30.5,,112,6.98,4.28
Anthony Cantele,K,Kansas State,5-10,180,4.76,,,,,
Tank Carradine,DE,Florida State,6-4,276,4.90,,28,,,
Braxston Cave,C,Notre Dame,6-3,303,5.33,25.5,,98,7.81,4.71

Emmett Cleary,OT,Boston Col.,6-7,316,5.21,28.5,24,108,7.81,4.70
Jamie Collins,OLB,Southern Miss,6-3,250,4.64,41.5,19,139,7.10,4.32
Sanders Commings,CB,Georgia,6-0,216,4.41,34.5,,117,7.10,4.30
Jonathan Cooper,OG,North Carolina,6-2,311,5.07,27.0,35,108,7.78,4.84
Bobby Cowan,P,Idaho,6-4,219,5.13,,,,,
Justice Cunningham,TE,South Carolina,6-3,258,4.94,31.5,,116,7.12,4.45
Jonathan Cyprien,S,Florida International,6-0,217,4.64,38.5,,,,
Knile Davis,RB,Arkansas,5-11,227,4.37,33.5,31,121,6.96,4.38
Marcus Davis,WR,Virginia Tech,6-3,233,4.56,39.5,19,120,7.15,
Will Davis,CB,Utah State,5-11,186,4.51,35.5,16,127,6.52,4.02
Everett Dawkins,DT,Florida State,6-2,292,5.06,30.0,23,103,7.61,4.88
Jordan Devey,OT,Memphis,6-7,317,5.25,24.0,21,98,7.91,4.77
Quinton Dial,DT,Alabama,6-5,318,5.29,,,,,
Aaron Dobson,WR,Marshall,6-3,210,4.37,,,,,
Alex Dunnachie,P,Hawaii,6-3,217,4.97,,,,,
Zac Dysert,QB,Miami (OH),6-3,231,4.81,,,,,
Lavar Edwards,DE,LSU,6-4,277,4.80,33.0,,119,7.03,4.51
Mike Edwards,CB,Hawaii,5-9,189,4.56,36.0,14,124,6.94,4.18
Tyler Eifert,TE,Notre Dame,6-5,250,4.68,35.5,22,119,6.92,4.32
Matt Elam,S,Florida,5-10,208,4.43,35.5,17,118,,
Andre Ellington,RB,Clemson,5-9,199,4.61,34.0,,122,,
Zach Ertz,TE,Stanford,6-5,249,4.76,30.5,24,111,7.08,4.47
Gavin Escobar,TE,San Diego State,6-6,254,4.84,32.0,,114,7.07,4.31
Josh Evans,S,Florida,6-1,207,4.58,34.5,,123,6.64,4.10
Chris Faulk,OT,LSU,6-5,331,5.08,,25,,,
Joseph Fauria,TE,UCLA,6-7,259,4.82,,17,,,
Eric Fisher,OT,Central Michigan,6-7,306,5.05,28.5,27,116,7.59,4.44
Sharrif Floyd,DT,Florida,6-3,297,4.92,30.0,,106,7.40,4.75
D.J. Fluker,OT,Alabama,6-5,339,5.31,,21,,,
Manese Foketi,OG,Texas A&M,6-5,318,5.54,23.5,25,102,8.11,5.06
Michael Ford,RB,LSU,5-9,210,4.50,38.5,25,130,6.87,4.25
Reid Fragel,OT,Ohio State,6-8,308,5.14,30.0,33,113,7.62,4.68
Johnathan Franklin,RB,UCLA,5-10,205,4.49,31.5,18,115,6.89,4.31
Travis Frederick,C,Wisconsin,6-4,312,5.58,28.5,21,97,7.81,4.76
Corey Fuller,WR,Virginia Tech,6-2,204,4.43,31.5,12,120,,
Matt Furstenburg,TE,Maryland,6-4,242,4.62,35.5,18,115,7.09,4.35
Rogers Gaines,OT,Tennessee State,6-6,334,5.24,23.0,28,,,5.24
Kwame Geathers,DT,Georgia,6-5,342,5.44,26.5,,96,8.11,5.27
William Gholston,DE,Michigan State,6-6,281,4.96,28.5,23,110,7.20,4.59
Garrett Gilkey,OT,Chadron State,6-6,318,5.29,30.0,28,108,7.65,4.75
Mike Gillislee,RB,Florida,5-11,208,4.55,30.5,15,119,7.12,4.40
Mike Glennon,QB,North Carolina State,6-7,225,4.94,26.5,,102,7.49,4.52
Tyrone Goard,WR,East. Kentucky,6-4,205,4.50,36.0,10,123,6.90,4.39
Zaviar Gooden,OLB,Missouri,6-1,234,4.47,34.0,27,131,6.71,4.18
Malliciah Goodman,DE,Clemson,6-4,276,4.87,31.5,26,114,,
Marquise Goodwin,WR,Texas,5-9,183,4.27,,13,132,,
Chris Gragg,TE,Arkansas,6-3,244,4.50,37.5,18,125,7.08,4.51
Ray Graham,RB,Pittsburgh,5-9,199,4.80,32.5,18,112,7.17,4.21
Dwayne Gratz,CB,Connecticut,5-11,201,4.47,38.0,22,125,6.70,4.15
MarQueis Gray,QB,Minnesota,6-3,240,4.65,30.0,15,111,7.25,4.30

Khaseem Greene,OLB,Rutgers,6-1,241,4.71,30.0,17,116,7.58,4.20
Cory Grissom,DT,South Florida,6-1,306,5.31,27.5,22,97,7.79,4.81
Cobi Hamilton,WR,Arkansas,6-2,212,4.56,29.5,11,107,,4.31
Johnathan Hankins,DT,Ohio State,6-3,320,5.31,26.0,,104,7.59,4.61
D.J. Harper,RB,Boise State,5-9,211,4.52,33.5,23,120,7.07,4.35
Chris Harper,WR,Kansas State,6-1,229,4.55,35.5,20,116,6.89,4.39
Montel Harris,RB,Temple,5-8,208,4.68,32.5,19,113,6.95,4.18
Mark Harrison,WR,Rutgers,6-3,231,4.46,38.5,17,129,6.99,4.33
Tanner Hawkinson,OT,Kansas,6-5,298,5.07,28.5,,112,7.52,4.51
Terry Hawthorne,CB,Illinois,6-0,195,4.44,35.5,13,116,,
D.J. Hayden,CB,Houston,5-11,191,4.40,,,,,
Brandon Hepburn,ILB,Florida A&M,6-2,240,4.68,32.0,21,124,7.40,4.55
Eric Herman,OG,Ohio,6-4,320,5.25,28.0,36,95,7.99,5.09
Aaron Hester,CB,UCLA,6-2,198,4.62,29.0,,112,7.26,4.33
Jordan Hill,DT,Penn State,6-1,303,5.23,22.5,28,103,7.49,4.51
Gerald Hodges,OLB,Penn State,6-1,243,4.78,,22,119,,
DeVonte Holloman,OLB,South Carolina,6-1,243,4.76,33.0,15,113,7.30,4.26
Khaled Holmes,C,USC,6-3,302,5.29,,13,,,
DeAndre Hopkins,WR,Clemson,6-1,214,4.57,36.0,15,115,,4.50
Dustin Hopkins,K,Florida State,6-2,193,4.74,33.5,,116,,
Josh Hubner,P,Arizona State,6-4,232,5.06,,13,,,
Montori Hughes,DT,Tennessee-Martin,6-4,329,5.23,26.5,22,104,7.85,4.70
Margus Hunt,DE,SMU,6-8,277,4.62,34.5,38,121,7.07,4.51
Justin Hunter,WR,Tennessee,6-4,196,4.44,39.5,,136,,4.33
Micah Hyde,CB,Iowa,6-0,197,4.56,33.0,12,121,6.78,4.20
Luke Ingram,LS,Hawaii,6-5,258,5.05,,24,106,,
Mark Jackson,OG,Glenville State,6-5,328,5.65,20.5,20,91,8.07,5.03
Mike James,RB,Miami (FL),5-10,223,4.53,35.0,28,115,,4.62
Jawan Jamison,RB,Rutgers,5-7,203,4.68,29.0,20,110,,
Stefphon Jefferson,RB,Nevada,5-10,213,4.68,31.0,15,117,6.97,4.44
D.C. Jefferson,TE,Rutgers,6-6,255,4.97,,3,,,
Tony Jefferson,S,Oklahoma,5-11,213,4.75,,16,,,
Brandon Jenkins,DE,Florida State,6-2,251,5.07,,18,,,
Jelani Jenkins,ILB,Florida,6-0,243,4.65,,27,,,
John Jenkins,DT,Georgia,6-4,346,5.21,,30,,,
Luke Joeckel,OT,Texas A&M,6-6,306,5.30,28.5,27,106,7.40,4.68
Darius Johnson,WR,SMU,5-9,179,4.60,32.0,6,109,,4.53
Josh Johnson,CB,Purdue,5-9,199,4.65,35.0,16,114,6.99,4.25
Keelan Johnson,S,Arizona State,6-0,209,4.54,36.5,12,125,6.77,4.07
Lane Johnson,OT,Oklahoma,6-6,303,4.72,34.0,28,118,7.31,4.52
Nico Johnson,ILB,Alabama,6-2,248,4.73,,,,,
Oscar Johnson,OT,Louisiana Tech,6-5,331,5.49,22.0,,88,8.06,5.06
T.J. Johnson,C,South Carolina,6-4,310,5.33,25.5,32,96,7.83,4.74
Jamaal Johnson-Webb,OG,Alabama A&M,6-5,313,5.37,23.0,17,92,8.12,4.74
Abry Jones,DT,Georgia,6-3,313,5.06,26.5,30,101,,
Barrett Jones,C,Alabama,6-4,306,5.43,,,,,
Chris Jones,DT,Bowling Green,6-2,302,5.33,,30,,7.34,4.44
Datone Jones,DE,UCLA,6-4,283,4.80,31.5,29,112,7.32,4.32
Jarvis Jones,OLB,Georgia,6-2,245,4.74,,,,,
Landry Jones,QB,Oklahoma,6-4,225,5.11,31.0,,115,7.12,4.30

Dion Jordan,OLB,Oregon,6-6,248,4.54,32.5,,122,7.02,4.35
Nick Kasa,TE,Colorado,6-6,269,4.71,31.5,22,113,,
Brandon Kaufman,WR,East. Washington,6-5,216,4.67,33.5,9,115,7.11,4.44
Travis Kelce,TE,Cincinnati,6-5,255,4.63,,,,,
Tavarres King,WR,Georgia,6-0,189,4.47,36.5,11,123,6.91,4.33
A.J. Klein,ILB,Iowa State,6-1,250,4.66,,20,113,,
Collin Klein,QB,Kansas State,6-5,226,4.78,29.0,,111,7.17,4.40
Jake Knott,OLB,Iowa State,6-2,243,4.84,,,,,
Scott Kovanda,P,Ball State,6-2,207,4.84,,,,,
Joe Kruger,DE,Utah,6-6,269,4.83,34.0,24,117,7.17,4.46
Edmund Kugbila,OG,Valdosta State,6-4,317,5.13,22.5,23,105,7.72,4.65
Eddie Lacy,RB,Alabama,5-11,231,4.55,,,,,
Marcus Lattimore,RB,South Carolina,5-11,221,4.65,,,,,
Alec Lemon,WR,Syracuse,6-1,202,4.59,32.0,7,112,7.04,4.29
Corey Lemonier,DE,Auburn,6-3,255,4.60,33.0,27,119,7.14,4.40
Robert Lester,S,Alabama,6-1,220,4.66,33.5,,117,,
Kapron Lewis-Moore,DT,Notre Dame,6-4,298,4.95,,,,,
Zach Line,FB,SMU,6-0,232,4.77,30.5,26,111,,
Jeff Locke,P,UCLA,6-1,209,4.82,,,,,
Bennie Logan,DT,LSU,6-2,309,5.08,25.0,30,104,7.53,4.67
P.J. Lonergan,C,LSU,6-3,304,5.38,,25,,,
Kyle Long,OG,Oregon,6-6,313,4.91,28.0,,107,7.83,4.63
John Lotulelei,OLB,UNLV,5-11,233,4.84,35.5,25,117,6.91,4.30
Star Lotulelei,DT,Utah,6-2,311,5.14,,,,,
Philip Lutzenkirchen,TE,Auburn,6-3,258,4.94,30.5,21,112,7.15,4.35
Joe Madsen,C,West Virginia,6-3,310,5.20,25.0,25,98,7.60,4.83
Lamar Mady,OG,Youngstown State,6-2,317,5.48,23.0,35,95,8.07,4.82
Brandon Magee,OLB,Arizona State,5-11,223,4.74,,,114,,
Brett Maher,K,Nebraska,6-0,186,4.89,,,,,
E.J. Manuel,QB,Florida State,6-5,237,4.65,34.0,,118,7.08,4.21
Stansly Maponga,DE,TCU,6-2,256,4.78,,30,,,
Luke Marquardt,OT,Azusa Pacific,6-8,315,5.34,,31,,,
Tyrann Mathieu,CB,LSU,5-9,186,4.50,34.0,4,117,6.87,4.14
Michael Mauti,OLB,Penn State,6-2,243,4.83,,28,,,
Miguel Maysonet,RB,Stony Brook,5-9,209,4.54,,20,,7.21,4.43
Onterio McCalebb,RB,Auburn,5-10,168,4.34,34.0,,121,,
Demetrius McCray,CB,Appalachian State,6-1,187,4.54,36.0,4,126,7.17,4.32
Lerentee McCray,OLB,Florida,6-2,250,4.74,,,,,
T.J. McDonald,S,USC,6-2,219,4.59,40.0,19,131,6.89,4.20
Vance McDonald,TE,Rice,6-4,267,4.69,33.5,31,119,7.08,4.53
Brad McDougald,S,Illinois,6-0,215,4.51,34.5,19,122,7.07,4.44
Leon McFadden,CB,San Diego State,5-10,193,4.54,34.5,10,119,6.81,4.27
Brandon McGee,CB,Miami (FL),5-11,193,4.40,33.5,14,119,6.71,4.18
Stacy McGee,DT,Oklahoma,6-3,308,4.98,,,,,
Aaron Mellette,WR,Elon,6-2,217,4.54,33.5,9,123,7.11,4.41
Christine Michael,RB,Texas A&M,5-10,220,4.54,43.0,27,125,6.69,4.02
Rontez Miles,S,California (PA),6-0,203,4.62,36.5,,123,6.97,4.27
Stephane Milhim,OG,Massachusetts,6-4,314,5.14,28.5,,104,,4.87
Dee Milliner,CB,Alabama,6-0,201,4.37,36.0,,122,6.95,4.32
Jordan Mills,OT,Louisiana Tech,6-5,316,5.37,28.5,20,101,8.10,4.88

Barkevious Mingo,OLB,LSU,6-4,241,4.58,37.0,,128,6.84,4.39
Kevin Minter,ILB,LSU,6-0,246,4.81,33.0,25,119,,
T.J. Moe,WR,Missouri,5-11,204,4.74,36.0,26,120,6.53,3.96
Sam Montgomery,DE,LSU,6-3,262,4.81,34.5,,114,7.18,4.51
Nick Moody,OLB,Florida State,6-1,236,4.71,,17,118,,
Damontre Moore,DE,Texas A&M,6-4,250,4.95,35.5,12,122,,
Sio Moore,OLB,Connecticut,6-1,245,4.65,38.0,29,127,7.49,4.31
Zeke Motta,S,Notre Dame,6-2,213,4.75,35.5,11,126,6.75,4.16
Ryan Nassib,QB,Syracuse,6-2,227,5.06,28.5,,105,7.34,4.53
Xavier Nixon,OT,Florida,6-6,321,5.23,,,,,
Alec Ogletree,OLB,Georgia,6-2,242,4.70,33.5,20,122,7.16,4.39
Alex Okafor,DE,Texas,6-4,264,4.78,,21,,,
Ryan Otten,TE,San Jose State,6-5,230,4.69,,,,,
Vinston Painter,OT,Virginia Tech,6-4,306,4.95,30.5,32,97,7.71,4.56
Chris Pantale,TE,Boston Col.,6-5,254,4.99,33.5,17,110,7.48,4.50
Cordarrelle Patterson,WR,Tennessee,6-2,216,4.42,37.0,,128,,
Quinton Patton,WR,Louisiana Tech,6-0,204,4.53,33.0,8,118,6.91,4.01
Sean Porter,OLB,Texas A&M,6-1,229,4.75,35.0,22,119,,
Keith Pough,ILB,Howard,6-2,239,4.87,33.0,17,118,7.28,4.47
Ty Powell,OLB,Harding,6-2,249,4.64,37.0,28,122,6.98,4.40
Jordan Poyer,CB,Oregon State,6-0,191,4.54,30.5,8,118,6.87,4.18
Lonnie Pryor,FB,Florida State,5-11,227,4.70,30.0,17,114,7.28,4.55
Justin Pugh,OT,Syracuse,6-4,307,5.12,28.5,,103,7.45,4.63
David Quessenberry,OT,San Jose State,6-5,302,5.08,29.5,25,112,7.49,4.45
Bacarri Rambo,S,Georgia,6-0,211,4.56,,17,,,
Joseph Randle,RB,Oklahoma State,6-0,204,4.63,35.0,,123,,
Kevin Reddick,ILB,North Carolina,6-1,243,4.72,,23,113,,
Jordan Reed,TE,Florida,6-2,236,4.72,,16,,,
Greg Reid,CB,Florida State,5-8,190,4.46,,10,,,
Eric Reid,S,LSU,6-1,213,4.53,40.5,17,134,6.99,4.22
Sean Renfree,QB,Duke,6-3,219,4.76,,,,,
Xavier Rhodes,CB,Florida State,6-1,210,4.43,40.5,14,132,,
Sheldon Richardson,DT,Missouri,6-2,294,5.02,32.0,30,116,,
Theo Riddick,RB,Notre Dame,5-10,201,4.68,32.0,,118,,
Mychal Rivera,TE,Tennessee,6-3,242,4.81,31.0,17,112,7.17,4.43
Nickell Robey,CB,USC,5-7,169,4.53,37.5,10,127,6.74,4.09
Denard Robinson,WR,Michigan,5-10,199,4.43,36.5,,123,7.09,4.22
Da'Rick Rogers,WR,Tennessee Tech,6-2,217,4.50,39.5,10,132,6.71,4.06
Robbie Rouse,RB,Fresno State,5-6,190,4.80,34.0,15,114,6.97,4.25
Logan Ryan,CB,Rutgers,5-11,191,4.56,32.5,14,116,6.69,4.06
Etienne Sabino,OLB,Ohio State,6-2,247,4.75,,24,114,,
Lanear Sampson,WR,Baylor,5-11,204,4.46,33.5,20,119,7.10,4.38
Ace Sanders,WR,South Carolina,5-7,173,4.58,32.0,7,117,6.81,4.37
Brian Schwenke,C,California,6-3,314,4.99,26.5,31,108,7.31,4.74
Matt Scott,QB,Arizona,6-2,213,4.69,31.0,,118,6.69,3.99
Quinn Sharp,P,Oklahoma State,6-1,189,4.86,,,,,
Kawann Short,DT,Purdue,6-3,299,5.08,,,,,
John Simon,OLB,Ohio State,6-1,257,4.62,,,,,
Tharold Simon,CB,LSU,6-2,202,4.51,34.0,9,128,,
Dion Sims,TE,Michigan State,6-5,262,4.75,35.0,22,112,7.36,4.52

Jamoris Slaughter,S,Notre Dame,6-0,195,4.57,,,,,
Darius Slay,CB,Mississippi State,6-0,192,4.36,35.5,14,124,6.90,4.21
Geno Smith,QB,West Virginia,6-2,218,4.58,33.5,,124,,
Jared Smith,DT,New Hampshire,6-3,302,5.08,32.5,28,115,7.20,4.39
Quanterus Smith,DE,Western Kentucky,6-5,250,4.74,,,,,
Rodney Smith,WR,Florida State,6-4,225,4.51,34.5,,120,7.03,4.07
Brad Sorensen,QB,Southern Utah,6-4,229,4.97,29.0,,112,7.17,4.55
Ryan Spadola,WR,Lehigh,6-1,204,4.48,33.5,15,119,6.72,4.07
Akeem Spence,DT,Illinois,6-1,307,5.15,30.0,37,107,7.82,4.72
Damion Square,DE,Alabama,6-2,293,5.23,,,,,
Zac Stacy,RB,Vanderbilt,5-8,216,4.55,33.0,27,122,6.70,4.17
Daimion Stafford,S,Nebraska,6-0,221,4.69,30.5,21,111,7.06,
Matt Stankiewitch,C,Penn State,6-3,302,5.43,24.0,27,92,7.90,4.96
Jawanza Starling,S,USC,6-1,202,4.64,36.0,17,122,6.68,4.34
Jonathan Stewart,ILB,Texas A&M,6-4,242,4.68,31.0,19,118,7.44,4.53
Walter Stewart,DE,Cincinnati,6-4,246,4.69,,,,,
Kenny Stills,WR,Oklahoma,6-0,194,4.38,33.5,16,124,,4.35
Jake Stoneburner,TE,Ohio State,6-3,252,4.65,34.5,18,116,7.12,4.27
Caleb Sturgis,K,Florida,5-10,188,4.77,,,,,
Dax Swanson,CB,SMU,5-10,186,4.56,33.0,15,122,,
D.J. Swearinger,S,South Carolina,5-10,208,4.67,37.0,17,124,6.70,4.11
Rod Sweeting,CB,Georgia Tech,5-11,189,4.42,37.0,11,124,,
Ryan Swope,WR,Texas A&M,6-0,205,4.34,37.0,16,125,6.76,4.25
Bruce Taylor,ILB,Virginia Tech,6-1,237,5.01,30.5,19,115,7.21,4.39
Devin Taylor,DE,South Carolina,6-7,266,4.72,35.0,14,128,6.89,4.30
Jamar Taylor,CB,Boise State,5-11,192,4.39,35.0,22,127,6.82,4.06
Mike Taylor,OLB,Wisconsin,6-1,234,4.75,,,,,
Stepfan Taylor,RB,Stanford,5-9,214,4.76,30.0,17,110,7.13,4.50
Manti Te'o,ILB,Notre Dame,6-1,241,4.82,33.0,,113,7.13,4.27
Chase Thomas,OLB,Stanford,6-3,244,4.91,32.0,18,113,7.17,4.31
Dallas Thomas,OT,Tennessee,6-5,306,5.08,,,,,
Phillip Thomas,S,Fresno State,6-0,208,4.65,35.0,14,122,,
Shamarko Thomas,S,Syracuse,5-9,213,4.42,40.5,28,133,,4.26
Kenbrell Thompkins,WR,Cincinnati,6-1,193,4.54,33.5,8,121,6.88,4.21
Chris Thompson,RB,Florida State,5-7,192,4.42,,21,,,
Hugh Thornton,OG,Illinois,6-3,320,5.11,,27,,7.45,4.63
Levine Toilolo,TE,Stanford,6-8,260,4.86,31.0,17,113,7.09,4.57
J.C. Tretter,OG,Cornell,6-4,307,5.09,29.5,29,109,7.48,4.69
Desmond Trufant,CB,Washington,6-0,190,4.38,37.5,16,125,,3.85
Matthew Tucker,RB,TCU,6-0,221,4.55,35.5,17,118,,
Kenny Vaccaro,S,Texas,6-0,214,4.63,38.0,15,121,6.78,4.06
James Vandenberg,QB,Iowa,6-3,226,4.92,32.0,,116,6.95,4.52
Conner Vernon,WR,Duke,6-0,196,4.68,32.5,,125,6.93,4.22
Ricky Wagner,OT,Wisconsin,6-6,308,5.17,31.5,20,101,7.94,4.91
Spencer Ware,RB,LSU,5-10,228,4.62,,,,,
Larry Warford,OG,Kentucky,6-3,332,5.58,22.5,28,96,7.78,5.10
Chance Warmack,OG,Alabama,6-2,317,5.49,,,110,,
Cornelius Washington,DE,Georgia,6-4,265,4.55,39.0,36,128,,
Earl Watford,OG,James Madison,6-3,300,5.06,30.0,24,107,7.77,5.00
Menelik Watson,OT,Florida State,6-5,310,5.29,24.5,,103,8.31,5.01

Jason Weaver,OT,Southern Miss,6-4,313,5.44,21.0,23,94,8.23,5.07
B.W. Webb,CB,William & Mary,5-10,184,4.51,40.5,14,132,6.82,3.84
Kayvon Webster,CB,South Florida,5-10,195,4.41,35.0,14,125,,
Bjoern Werner,DE,Florida State,6-3,266,4.83,31.0,25,111,7.30,4.40
John Wetzel,OT,Boston Col.,6-7,315,5.46,25.0,22,105,7.90,4.81
Markus Wheaton,WR,Oregon State,5-11,189,4.45,37.0,20,120,6.80,4.02
J.J. Wilcox,S,Georgia Southern,6-0,213,4.57,35.0,17,124,7.02,4.09
Nathan Williams,OLB,Ohio State,6-3,241,4.88,35.0,24,113,6.99,4.44
Brandon Williams,DT,Missouri Southern,6-1,335,5.37,29.5,38,102,8.09,4.91
Brennan Williams,OT,North Carolina,6-6,318,5.27,,,,,
Duke Williams,S,Nevada,5-11,203,4.48,37.5,13,126,,4.00
Jesse Williams,DT,Alabama,6-3,323,4.94,,30,,,
Kerwynn Williams,RB,Utah State,5-8,195,4.48,35.0,17,118,7.15,4.15
Nicholas Williams,DT,Samford,6-4,309,4.94,33.0,28,111,7.55,4.65
Shawn Williams,S,Georgia,6-0,213,4.46,36.0,25,120,7.01,4.25
Steve Williams,CB,California,5-9,181,4.42,40.5,12,128,6.89,4.10
Sylvester Williams,DT,North Carolina,6-3,313,5.03,26.5,27,102,7.93,4.80
Terrance Williams,WR,Baylor,6-2,208,4.52,32.5,11,119,7.01,4.32
Tourek Williams,DE,Florida International,6-3,260,4.92,33.0,25,112,,
Trevardo Williams,OLB,Connecticut,6-1,241,4.57,38.0,30,124,,
Braden Wilson,FB,Kansas State,6-3,251,4.81,,22,,,
Marquess Wilson,WR,Washington State,6-3,194,4.51,34.5,7,122,6.65,4.33
Tyler Wilson,QB,Arkansas,6-2,215,4.95,28.5,,112,7.22,4.39
Brad Wing,P,LSU,6-2,205,4.86,,,,,
George Winn,RB,Cincinnati,5-10,218,4.75,34.5,22,119,,
Brian Winters,OG,Kent State,6-4,320,5.22,,9,,,
Earl Wolff,S,North Carolina State,5-11,209,4.44,39.0,,134,,4.07
Cierre Wood,RB,Notre Dame,5-11,213,4.56,37.5,16,124,,
Robert Woods,WR,USC,6-0,201,4.51,33.5,14,117,7.15,4.47
Khalid Wooten,CB,Nevada,5-11,210,4.53,33.5,17,117,6.95,4.18
Tom Wort,ILB,Oklahoma,6-0,235,4.78,31.5,21,111,7.41,4.51
Blidi Wreh-Wilson,CB,Connecticut,6-1,195,4.53,36.0,14,128,6.97,4.12
