Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
Randy Garner,DE,Arkansas,6-4,277,4.77,,,,,
Roberto Garza,C,Texas A&M-Kingsville,6-2,303,5.00,32.5,37,114,7.71,4.53
Reggie Germany,WR,Ohio State,6-1,183,4.39,,,,,
Derrick Gibson,S,Florida State,6-2,218,4.45,,17,,,
Jason Glenn,OLB,Texas A&M,6-1,236,4.94,36.0,14,115,7.16,4.31
Kenneth Grant,CB,Kentucky,5-10,204,4.53,39.0,,115,7.15,4.34
DeLawrence Grant,DE,Oregon State,6-3,280,4.77,,,,,
Javon Green,WR,Colorado,6-1,211,4.73,35.5,,113,7.41,4.34
Morlon Greenwood,OLB,Syracuse,6-0,237,4.69,33.5,21,112,7.62,4.08
Shane Griggs,QB,Michigan,6-4,199,4.83,,,,,
Latef Grim,WR,Pittsburgh,5-11,188,4.60,,,111,7.27,4.33
Daniel Guy,WR,Jackson State,6-2,211,4.61,38.5,,125,7.35,4.29
Adam Haayer,OG,Minnesota,6-6,298,5.30,,23,,,
Corey Hall,S,Appalachian State,6-3,198,4.50,36.5,14,127,,
Ben Hamilton,C,Minnesota,6-5,303,5.26,33.5,17,106,7.62,4.62
Casey Hampton,DT,Texas,6-1,314,5.25,,34,,,
Antoine Harris,TE,Louisville,6-3,260,4.93,,11,,,
Nick Harris,P,California,6-2,221,,,,,,
Shaunard Harts,S,Boise State,6-0,200,4.56,34.5,12,119,7.14,
Edgerton Hartwell,ILB,West. Illinois,6-1,250,4.86,36.5,18,114,7.64,4.56
Tim Hasselbeck,QB,Boston Col.,6-1,211,4.83,33.0,,113,7.27,4.40
Reggie Hayward,DE,Iowa State,6-5,255,4.91,41.0,21,127,7.43,4.43
Todd Heap,TE,Arizona State,6-5,252,4.68,,,,,
Jamie Henderson,CB,Georgia,6-1,202,4.48,40.5,10,125,6.90,4.12
Anthony Henry,CB,South Florida,6-1,198,4.60,41.0,15,126,6.90,4.20
Travis Henry,RB,Tennessee,5-9,223,4.61,,23,,,
Anthony Herron,DE,Iowa,6-3,280,5.16,36.0,26,114,7.58,4.43
Josh Heupel,QB,Oklahoma,6-2,215,4.85,37.5,,114,7.18,4.15
Renaldo Hill,CB,Michigan State,5-11,178,4.68,35.5,10,116,7.07,4.18
Russ Hochstein,OG,Nebraska,6-3,300,5.40,26.5,16,95,7.85,4.69
Sedrick Hodge,OLB,North Carolina,6-4,244,4.49,32.0,21,120,,4.09
Paul Hogan,C,Alabama,6-3,290,5.50,29.0,26,102,7.78,4.54
Jabari Holloway,TE,Notre Dame,6-2,253,4.91,38.5,20,113,7.14,4.40
Menson Holloway,DE,Texas-El Paso,6-2,284,4.90,34.5,19,111,7.54,4.43
Rashad Holman,CB,Louisville,5-11,186,4.58,42.0,6,129,7.09,3.85
Derek Homer,RB,Kentucky,5-8,194,4.60,32.5,,113,7.24,4.30
Margin Hooks,WR,BYU,5-11,191,4.50,36.0,,116,7.08,4.18
Willie Howard,DT,Stanford,6-3,295,4.94,,23,,,
John Howell,S,Colorado State,6-0,204,4.64,37.0,14,121,6.87,4.12
Orlando Huff,OLB,Fresno State,6-2,245,4.70,,16,,,
Steve Hutchinson,OG,Michigan,6-5,315,5.15,33.5,31,106,,4.74
Khori Ivy,WR,West Virginia,6-2,195,4.64,,,,,
Arnold Jackson,WR,Louisville,5-8,167,4.48,41.0,,127,7.42,4.11
James Jackson,RB,Miami (FL),5-10,210,4.55,,,,,
William James,CB,West. Illinois,6-0,197,4.51,38.5,13,120,,
Cedric James,WR,TCU,6-2,204,4.49,43.0,,134,,
Michael Jameson,S,Texas A&M,5-11,186,4.50,34.5,9,118,7.13,4.20
Ortege Jenkins,QB,Arizona,6-1,234,4.82,34.5,,108,7.32,4.40
Kris Jenkins,DT,Maryland,6-5,318,5.19,31.0,33,108,7.85,4.40

Jonas Jennings,OT,Georgia,6-4,334,5.31,29.5,31,102,8.08,4.93
Ligarius Jennings,CB,Tennessee State,5-9,202,4.67,34.0,11,120,7.07,4.03
Sly Johnson,WR,Miami (OH),5-9,181,4.61,35.5,,115,,
Jevaris Johnson,TE,Georgia,6-5,257,4.90,,,,,
Chad Johnson,WR,Oregon State,6-1,192,4.57,33.0,,108,7.51,4.14
Rudi Johnson,RB,Auburn,5-10,227,4.57,37.5,24,119,7.32,4.22
Kenyatta Jones,OT,South Florida,6-3,308,5.01,,31,,,
Kevin Jordan,OG,Fresno State,6-5,308,5.07,31.5,20,112,,4.95
Lamont Jordan,RB,Maryland,5-10,234,4.57,,24,,,
Bhawoh Jue,CB,Penn State,6-0,199,4.54,34.5,,113,7.21,4.27
Kevin Kasper,WR,Iowa,6-0,199,4.42,43.5,,126,6.56,3.73
Michael Keathley,OG,TCU,6-4,308,5.24,32.5,28,,,
Rod Kelly,DE,Northeastern State,6-5,254,4.93,28.5,20,114,7.93,4.55
Eric Kelly,CB,Kentucky,5-10,199,4.46,36.0,15,120,7.24,4.18
Robert Kilow,WR,Arkansas State,5-10,171,4.44,,,,,
Andre King,WR,Miami (FL),6-0,199,4.61,,,,,
Dave Klemic,WR,Northeastern (MA),5-11,188,4.37,36.5,,116,,
Ross Kolodziej,DE,Wisconsin,6-3,290,4.87,34.5,25,111,7.37,4.36
Justin Kurpeikis,DE,Penn State,6-3,252,4.97,31.5,22,118,6.82,4.10
George Layne,FB,TCU,5-11,242,4.59,32.0,,115,7.08,4.19
David Leaverton,P,Tennessee,6-3,211,,,,,,
Matt Lehr,OG,Virginia Tech,6-2,290,5.28,31.5,28,111,7.59,4.44
Cleo Lemon,QB,Arkansas State,6-2,226,4.87,35.5,,106,7.33,4.27
Damione Lewis,DT,Miami (FL),6-3,293,4.90,,22,,,
Victor Leyva,OG,Arizona State,6-3,313,5.33,30.0,37,105,8.00,4.73
Matt Light,OT,Purdue,6-5,311,5.29,,26,,7.84,4.49
Alex Lincoln,ILB,Auburn,6-0,251,4.77,35.0,22,111,,
DeAngelo Lloyd,DE,Tennessee,6-5,264,4.88,,15,,,
Arther Love,TE,South Carolina State,6-4,236,4.75,36.0,24,,,
Ken Lucas,CB,Mississippi,6-0,200,4.45,,,,,
LaShaun Mack,C,Norfolk State,6-3,299,5.56,26.5,17,92,8.59,4.99
Brandon Manumaleuna,TE,Arizona,6-2,275,4.99,30.0,,106,7.49,4.26
Torrance Marshall,ILB,Oklahoma,6-2,249,4.70,,,,,
David Martin,WR,Tennessee,6-4,242,4.76,,,,,
Shaun Mason,OG,Michigan State,6-5,302,5.49,,,,,
Deuce McAllister,RB,Mississippi,6-1,222,4.41,,,,,
Brent McCaffrey,OG,USC,6-4,282,5.20,,,,,
Justin McCareins,WR,Northern Illinois,6-2,209,4.51,41.0,,129,7.06,3.99
Dustin McClintock,FB,Alabama,6-1,259,5.31,30.0,7,105,8.10,4.58
Quentin McCord,WR,Kentucky,5-10,191,4.48,36.5,,112,7.17,4.18
Marlon McCree,S,Kentucky,5-11,197,4.62,38.0,10,117,7.36,4.10
Jeff McCurley,C,Pittsburgh,6-4,280,5.25,,,,,
Kareem McKenzie,OT,Penn State,6-6,328,5.33,33.0,20,104,7.87,4.80
Mike McMahon,QB,Rutgers,6-2,207,4.57,37.5,,124,7.12,4.12
Shad Meier,TE,Kansas State,6-5,256,4.85,34.0,20,113,7.14,4.15
Willie Middlebrooks,CB,Minnesota,6-2,200,4.50,,17,,,
Romaro Miller,QB,Mississippi,6-0,205,4.61,35.0,,110,7.40,4.51
Shawn Mills,WR,Southern Miss,6-0,180,4.51,34.5,,116,7.12,4.15
Snoop Minnis,WR,Florida State,6-1,171,4.57,37.5,,115,7.06,4.07
Travis Minor,RB,Florida State,5-10,197,4.44,32.0,9,115,,

Dwayne Missouri,DE,Northwestern,6-5,258,5.03,38.0,21,116,7.50,4.40
Hodges Mitchell,RB,Texas,5-7,180,4.53,,,,,
Freddie Mitchell,WR,UCLA,5-11,185,4.46,39.5,,120,6.95,4.06
Mario Monds,DT,Cincinnati,6-3,342,5.04,28.5,,99,8.06,4.73
Keon Moore,CB,Southern Miss,5-11,193,4.56,37.5,10,119,7.06,4.20
Zeke Moreno,ILB,USC,6-2,248,4.76,,24,,7.10,4.31
Dan Morgan,ILB,Miami (FL),6-2,240,4.54,,,,,
Quincy Morgan,WR,Kansas State,6-1,211,4.48,,,,,
Santana Moss,WR,Miami (FL),5-10,184,4.31,,,,,
Leonard Myers,CB,Miami (FL),5-10,190,4.65,37.0,13,120,7.21,4.16
Brian Natkin,TE,Texas-El Paso,6-2,251,4.95,27.0,20,98,7.78,4.59
Steve Neal,WR,West. Michigan,6-1,190,4.59,36.0,,119,7.18,4.19
Carl Nesmith,S,Kansas,6-2,223,4.95,31.5,5,112,,
Bobby Newcombe,WR,Nebraska,5-10,195,4.53,37.0,,117,6.86,3.98
Richard Newsome,S,Michigan State,5-11,203,4.59,,14,,,
Mathias Nkwenti,OG,Temple,6-3,293,5.57,35.5,29,113,7.66,4.18
Dennis Norman,OG,Princeton,6-4,305,5.16,35.0,25,107,8.08,4.72
Moran Norris,FB,Kansas,6-1,250,4.63,31.0,37,114,7.56,4.50
Dan O'Leary,TE,Notre Dame,6-4,252,5.02,32.0,16,113,7.40,4.31
Ifeanyi Ohalete,S,USC,6-2,221,4.64,,16,,,
Chukky Okobi,C,Purdue,6-1,316,5.27,32.5,24,103,7.87,4.61
Jesse Palmer,QB,Florida,6-2,231,4.78,35.5,,112,7.13,4.29
Saul Patu,DE,Oregon,6-2,272,5.01,30.5,22,112,7.52,4.43
Tupe Peko,C,Michigan State,6-4,300,5.36,28.0,,92,8.10,4.56
Devonte Peterson,DE,Catawba,6-3,275,5.02,,31,,,
Jeremiah Pharms,OLB,Washington,6-0,257,4.91,32.5,,106,7.37,4.53
Ryan Pickett,DT,Ohio State,6-2,309,5.10,,,,,
Vitaly Pisetsky,K,Wisconsin,5-10,232,,,,,,
Owen Pochman,K,BYU,5-11,179,,,,,,
Carlos Polk,ILB,Nebraska,6-2,251,4.76,,,,,
Tommy Polley,OLB,Florida State,6-4,234,4.55,,,,,
Nate Poole,WR,Marshall,6-1,198,4.79,32.5,,112,7.26,4.22
Ryan Prince,TE,Weber State,6-4,257,4.99,31.0,20,102,7.65,4.45
Casey Rabach,C,Wisconsin,6-4,298,5.23,,19,,,
Dominic Raiola,C,Nebraska,6-2,307,5.13,33.0,29,108,7.55,4.35
Ken-Yon Rambo,WR,Ohio State,6-1,196,4.34,,,,,
Josh Redding,OG,Virginia Tech,6-4,317,5.47,27.0,31,97,7.85,4.80
Ray Redziniak,OG,Illinois,6-3,296,5.50,27.0,32,92,8.17,4.77
Jamal Reynolds,DE,Florida State,6-3,267,4.72,,,,,
Jamie Rheem,K,Kansas State,6-1,192,,,,,,
Karon Riley,DE,Minnesota,6-2,264,4.75,,,,,
David Rivers,QB,West. Carolina,6-3,223,4.73,31.5,,115,7.37,4.20
Marcellus Rivers,TE,Oklahoma State,6-4,247,4.84,32.5,7,113,7.04,4.25
Mike Roberg,TE,Idaho,6-4,256,4.75,34.5,16,117,7.28,4.40
Bernard Robertson,OG,Tulane,6-3,308,5.24,30.0,19,106,8.06,4.58
Koren Robinson,WR,North Carolina State,6-1,211,4.61,,,,,
Kendrick Rogers,OT,Central Missouri State,6-5,311,5.16,,23,,,
Shaun Rogers,DT,Texas,6-4,320,5.28,,,,,
Sage Rosenfels,QB,Iowa State,6-4,228,4.74,34.0,,107,7.07,4.29
Jace Sayler,DT,Michigan State,6-5,294,5.06,31.0,29,105,7.81,4.59

John Schlecht,DT,Minnesota,6-0,295,4.95,31.5,27,101,7.45,4.30
Aaron Schobel,DE,TCU,6-4,263,4.75,38.0,,119,7.16,4.03
Carey Scott,CB,Kentucky State,5-11,208,4.65,30.0,,113,7.52,4.18
Cedric Scott,DE,Southern Miss,6-6,281,4.86,35.5,23,107,7.67,4.37
Anthony Sessions,OLB,Tennessee,6-0,228,4.80,,19,,,
Roland Seymour,DE,Florida State,6-3,250,4.75,,,,,
Richard Seymour,DT,Georgia,6-6,299,4.95,,,,,
Marcel Shipp,RB,Massachusetts,5-11,222,4.71,32.5,18,115,,
Elliot Silvers,OT,Washington,6-7,348,5.43,31.5,19,99,7.81,4.66
Rickie Simpkins,DT,Syracuse,6-3,287,5.28,29.5,,97,7.65,4.52
Dwight Smith,CB,Akron,5-10,212,4.51,33.5,15,114,,
Justin Smith,DE,Missouri,6-4,267,4.64,34.0,26,117,,
Kenny Smith,DT,Alabama,6-3,299,5.24,30.0,,100,8.00,4.80
Omar Smith,OG,Kentucky,6-2,293,5.33,30.0,21,98,,
Steve Smith,WR,Utah,5-9,184,4.41,38.5,,121,7.44,4.25
Fred Smoot,CB,Mississippi State,5-11,172,4.48,,,,,
Brandon Spoon,ILB,North Carolina,6-2,245,4.75,35.5,33,110,7.30,4.15
Markus Steele,OLB,USC,6-3,232,4.62,33.0,,119,7.15,4.50
Kevin Stemke,P,Wisconsin,6-2,187,,,,,,
Russell Stewart,TE,Stanford,6-4,251,4.92,28.5,17,106,7.46,4.30
Daleroy Stewart,DT,Southern Miss,6-3,309,4.90,33.0,,110,7.75,4.72
Tony Stewart,TE,Penn State,6-5,256,4.96,35.5,,109,7.30,4.40
Kris Stockton,K,Texas,5-9,189,,,,,,
Michael Stone,CB,Memphis,5-11,191,4.51,41.0,17,127,,
Marcus Stroud,DT,Georgia,6-6,321,5.13,30.0,21,110,8.07,4.72
Tim Stuber,OG,Colorado State,6-5,315,5.60,28.0,22,96,8.06,4.75
Dan Stultz,K,Ohio State,5-11,207,,,,,,
Alex Sulfsted,OG,Miami (OH),6-4,312,5.30,30.5,,96,,
Marques Sullivan,OT,Illinois,6-5,338,5.32,30.5,28,98,8.36,4.80
Vinny Sutherland,WR,Purdue,5-9,192,4.48,,,,,
Joe Tafoya,DE,Arizona,6-4,269,4.91,33.0,28,111,7.65,4.40
Chris Taylor,WR,Texas A&M,5-11,183,4.40,35.5,,115,6.81,3.93
David Terrell,WR,Michigan,6-3,213,4.43,,,,,
Clevan Thomas,CB,Florida State,5-9,189,4.64,36.0,,118,7.42,4.24
Tarlos Thomas,OT,Florida State,6-5,336,5.52,25.0,19,92,8.60,4.90
Anthony Thomas,RB,Michigan,6-2,229,4.58,32.5,20,115,7.48,4.44
LaDainian Tomlinson,RB,TCU,5-10,221,4.46,40.5,18,124,6.84,4.21
Ja'Mar Toombs,FB,Texas A&M,6-0,281,4.72,,17,,,
Paul Toviessi,DE,Marshall,6-6,260,4.78,33.5,,120,7.06,4.32
Albert Traylor,OG,NW State (LA),6-3,307,5.42,27.0,20,96,8.34,
Marques Tuiasosopo,QB,Washington,6-1,223,4.71,35.5,,115,7.36,4.35
T.J. Turner,ILB,Michigan State,6-3,273,4.80,,,,,
Chris Valletta,OG,Texas A&M,6-3,299,5.32,33.5,18,98,7.90,4.53
Patrick Venzke,OT,Idaho,6-6,303,5.28,34.0,,103,8.08,4.59
Michael Vick,QB,Virginia Tech,6-0,210,4.33,,,,,
Keydrick Vincent,OG,Mississippi,6-5,328,5.61,32.5,23,94,,
Fred Wakefield,DE,Illinois,6-7,287,5.09,29.0,26,108,7.49,4.64
Kenyatta Walker,OT,Florida,6-5,311,5.17,31.5,24,109,7.70,4.60
Raymond Walls,CB,Southern Miss,5-11,176,4.51,39.0,,124,,4.18
Chad Ward,OG,Washington,6-4,321,5.23,32.5,26,99,7.98,4.90

David Warren,DE,Florida State,6-2,253,4.73,,21,,7.53,4.46
Gerard Warren,DT,Florida,6-4,325,5.00,,,,,
Reggie Wayne,WR,Miami (FL),6-0,198,4.45,,,,,
Chris Weinke,QB,Florida State,6-4,226,5.20,,,,,
Eric Westmoreland,OLB,Tennessee,6-0,236,4.63,36.5,21,115,7.47,4.21
Emile White,S,Houston,6-0,219,4.68,34.5,16,111,7.26,
Reggie White,RB,Oklahoma State,6-0,228,4.58,37.5,17,114,7.48,4.40
James Whitley,CB,Michigan,5-10,193,4.73,39.0,9,118,7.04,4.40
Boo Williams,TE,Arkansas,6-4,237,4.72,35.5,,119,7.10,4.33
Brock Williams,CB,Notre Dame,5-10,183,4.46,42.5,11,130,6.70,4.21
Jimmy Williams,CB,Vanderbilt,5-10,188,4.58,36.0,,120,7.12,
Louis Williams,OG,LSU,6-4,299,5.48,28.5,25,103,7.86,4.67
Marcus Williams,WR,Washington State,6-5,230,4.56,41.0,,130,7.37,4.20
Maurice Williams,OT,Michigan,6-5,304,5.20,,24,,,
Cedrick Wilson,WR,Tennessee,5-10,179,4.48,38.0,,123,,
Jamie Winborn,ILB,Vanderbilt,5-11,229,4.63,35.5,,111,,
Brandon Winey,OT,LSU,6-6,301,5.30,,,,,
Pork Chop Womack,OG,Mississippi State,6-4,345,5.51,29.5,23,97,8.78,4.96
Shawn Worthen,DT,TCU,6-1,310,5.18,30.0,23,103,7.50,4.61
Ellis Wyms,DE,Mississippi State,6-3,285,4.97,28.0,,103,7.71,4.47
Paul Zukauskas,OG,Boston Col.,6-5,307,5.30,,22,,,
