Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
Chris Coleman,WR,North Carolina State,6-0,211,4.61,32.5,,110,6.79,4.10
Cosey Coleman,OG,Tennessee,6-4,322,5.40,28.0,,101,8.15,4.97
Laveranues Coles,WR,Florida State,5-11,192,4.41,34.0,,115,6.89,4.39
Chris Combs,DT,Duke,6-5,286,5.16,,22,,,
Kurth Connell,OT,Washington,6-4,291,5.49,33.0,27,103,8.14,4.84
Rameel Connor,DE,Illinois,6-3,276,5.00,35.5,25,121,7.65,4.45
D.J. Cooper,DT,Arkansas,6-3,277,5.22,28.0,,108,7.41,4.49
Ashley Cooper,S,Mississippi State,5-10,208,4.67,,16,117,,
Renard Cox,CB,Maryland,5-11,192,4.68,38.0,13,111,7.10,
Casey Crawford,TE,Virginia,6-6,244,4.83,,18,,,
Sedrick Curry,CB,Texas A&M,6-1,197,4.44,39.0,,125,6.34,3.94
Chris Daniels,WR,Purdue,6-3,217,4.74,33.0,,115,7.20,4.24
Brandon Daniels,WR,Oklahoma,5-10,211,4.54,,,,,
Joe Dean Davenport,TE,Arkansas,6-7,268,5.06,30.0,13,108,7.33,4.67
Darren Davis,RB,Iowa State,5-8,189,4.81,32.0,13,109,7.04,4.47
Adam Davis,OG,Oklahoma State,6-4,309,5.66,26.0,,92,8.51,5.00
JaJuan Dawson,WR,Tulane,6-1,199,4.55,34.0,,117,6.96,4.16
Ron Dayne,RB,Wisconsin,5-11,259,4.65,,,,,
Jerry DeLoach,DT,California,6-3,314,4.99,31.5,19,101,7.40,4.57
Mike Derouselle,DT,Houston,6-2,314,5.28,27.5,27,96,7.67,4.80
Na'il Diggs,OLB,Ohio State,6-4,231,4.66,,,,,
Reuben Droughns,RB,Oregon,5-11,215,4.66,30.0,13,115,7.34,4.41
Ron Dugans,WR,Florida State,6-1,206,4.58,,,117,,
Deon Dyer,FB,North Carolina,5-11,260,4.99,28.0,,104,7.88,4.81
Chris Edwards,OLB,Georgia Tech,6-5,226,4.65,,,,,
Mario Edwards,CB,Florida State,6-0,191,4.46,,,120,,
Shaun Ellis,DE,Tennessee,6-4,280,4.85,,,,,
John Engelberger,DE,Virginia Tech,6-4,260,4.73,34.0,24,115,6.95,4.28
Dwan Epps,ILB,Texas Southern,6-1,242,4.68,34.5,8,,,
Matt Farmer,WR,Air Force,6-0,190,4.51,33.0,,108,6.63,3.94
Danny Farmer,WR,UCLA,6-3,217,4.58,,,,,
Kevin Feterik,QB,BYU,5-11,207,4.92,31.0,,106,7.30,4.45
Chafie Fields,WR,Penn State,6-1,196,4.43,,,,,
Aaron Fields,DE,Troy,6-4,243,4.76,34.0,22,115,7.51,4.56
Zeron Flemister,TE,Iowa,6-4,249,4.72,37.0,14,116,6.92,4.16
Erik Flowers,DE,Arizona State,6-4,271,4.75,33.0,24,114,7.21,4.15
Derrick Foster,RB,Texas A&M-Kingsville,5-11,201,4.43,34.5,19,117,6.84,4.36
Larry Foster,WR,LSU,5-10,198,4.55,37.0,,121,6.88,4.06
John Frank,DE,Utah,6-4,280,4.78,37.0,32,117,7.07,4.27
Bubba Franks,TE,Miami (FL),6-6,265,4.85,,,,,
Todd Franz,S,Tulsa,6-1,199,4.55,,14,,,

Arturo Freeman,S,South Carolina,6-0,188,4.50,35.5,14,124,6.91,4.38
Byron Frisch,DE,BYU,6-4,281,4.73,34.5,31,114,7.20,4.41
Mondriel Fulcher,FB,Miami (FL),6-3,253,4.85,27.0,18,116,7.46,4.52
Trent Gamble,S,Wyoming,5-9,186,4.56,37.0,21,124,6.60,3.90
Jason Gavadza,TE,Kent State,6-3,249,4.62,32.5,22,113,7.15,4.30
Trevor Gaylor,WR,Miami (OH),6-3,199,4.56,37.5,,121,7.03,4.29
Kabeer Gbaja-Biamila,OLB,San Diego State,6-4,243,4.65,34.0,21,120,6.90,4.28
Sherrod Gideon,WR,Southern Miss,5-11,173,4.66,,,,,
Ian Gold,OLB,Michigan,6-1,221,4.56,33.0,21,115,6.97,4.19
Dwayne Goodrich,CB,Tennessee,5-11,195,4.45,,,,,
Lamar Grant,CB,Duke,5-11,188,4.62,32.0,16,117,7.30,4.30
Deon Grant,S,Tennessee,6-2,209,4.50,,15,,,
Ernest Grant,DT,Ark-Pine Bluff,6-5,316,5.31,29.5,24,98,8.00,5.03
Jonathan Gray,OT,Texas Tech,6-4,338,5.85,23.0,20,94,,
Brian Gray,CB,BYU,6-1,214,4.94,33.5,19,116,7.38,4.24
Barrett Green,OLB,West Virginia,6-0,233,4.56,36.0,22,120,,
Mike Green,S,NW State (LA),6-0,189,4.53,38.5,,118,,4.20
Mike Green,FB,Houston,6-0,253,4.78,28.5,25,108,7.08,4.34
Damian Gregory,DT,Illinois State,6-2,307,4.87,30.0,27,105,7.37,4.60
Cornelius Griffin,DE,Alabama,6-3,297,4.90,31.0,30,111,7.63,4.62
Clark Haggans,OLB,Colorado State,6-3,253,4.97,31.5,20,109,7.12,4.21
Ricky Hall,WR,Virginia Tech,6-2,206,4.52,,,,,
Dante' Hall,RB,Texas A&M,5-8,191,4.44,38.0,18,123,6.62,3.82
James Hall,DE,Michigan,6-2,271,5.03,32.0,,111,7.86,4.51
Troy Hambrick,RB,South Carolina,6-0,237,4.66,34.5,21,118,7.48,4.44
Joey Hamilton,WR,Jacksonville State,6-1,201,4.54,36.0,,116,7.57,4.41
Joe Hamilton,QB,Georgia Tech,5-10,192,4.81,,,106,,
Thomas Hamner,RB,Minnesota,6-0,197,4.50,32.0,17,125,6.97,4.07
D'Andre Hardeman,FB,Texas A&M,5-10,238,4.81,30.0,,109,7.27,4.36
Antwan Harris,CB,Virginia,5-9,186,4.34,39.0,16,121,6.75,4.01
Jeff Harris,CB,Georgia,6-0,190,4.53,34.5,,114,6.73,4.25
Lloyd Harrison,CB,North Carolina State,5-10,190,4.50,37.5,16,119,7.12,4.25
Windrell Hayes,WR,USC,5-11,204,4.50,,,,7.33,4.18
Semisi Heimuli,OG,Texas A&M,6-1,312,5.40,29.0,20,94,7.94,4.63
Steve Herndon,OG,Georgia,6-4,297,5.23,,,,,
Leroy Hodge,WR,Texas A&M,6-1,215,4.54,34.5,,116,7.14,4.21
Deone Horinek,P,Colorado State,6-2,234,,,,,,
Chris Hovan,DT,Boston Col.,6-2,305,4.99,30.0,35,101,6.85,4.16
Darren Howard,DE,Kansas State,6-4,281,5.09,29.0,,108,7.00,4.32
Reggie Howard,CB,Memphis,5-11,190,4.55,,,,,
Ethan Howell,CB,Oklahoma State,5-11,186,4.56,,16,,6.98,4.13
Aaron Humphrey,DE,Texas,6-3,254,5.10,34.0,21,119,,
Todd Husak,QB,Stanford,6-3,216,5.20,27.5,,99,7.17,4.41
Trevor Insley,WR,Nevada,6-0,192,4.70,,,,,
Junior Ioane,DT,Arizona State,6-3,324,5.12,,,,,
Jabari Issa,DT,Washington,6-5,296,5.05,31.5,19,105,7.69,4.72
Keith Jackson,DT,Cheyney,6-4,319,5.20,,28,,,
Al Jackson,OG,LSU,6-3,304,5.20,,19,,,
Darrell Jackson,WR,Florida,6-0,197,4.56,,,,,
Jarious Jackson,QB,Notre Dame,6-0,226,4.68,,,109,,

Marlion Jackson,RB,Saginaw Valley State,6-1,242,4.60,35.5,24,125,7.15,4.14
Jeno James,OG,Auburn,6-3,320,5.62,25.5,24,94,8.51,5.22
Sebastian Janikowski,K,Florida State,6-1,260,,,,,,
Ronney Jenkins,RB,Northern Arizona,5-10,184,4.50,,18,118,,
Brandon Jennings,S,Texas A&M,6-0,198,4.51,38.0,16,123,6.91,4.14
Ryan Johanningmeier,OG,Colorado,6-6,310,5.25,29.0,,107,7.90,4.66
Matt Johnson,OG,BYU,6-4,345,5.56,28.0,35,99,8.07,4.99
Doug Johnson,QB,Florida,6-2,226,4.95,29.5,,96,,
Dwight Johnson,DT,Baylor,6-4,285,4.97,28.0,26,105,7.51,4.76
Eric Johnson,S,Yale,6-0,215,4.60,38.0,12,121,6.96,4.17
Jerry Johnson,DT,Florida State,6-0,293,5.03,28.5,26,102,,
Dwaune Jones,WR,Richmond,6-0,191,4.66,,,,,
Dhani Jones,OLB,Michigan,6-1,240,4.68,,29,,,
Fred Jones,OLB,Colorado,6-2,247,4.95,32.0,17,113,7.27,4.39
John Jones,TE,Pittsburgh,6-4,248,4.63,38.5,13,125,7.33,4.43
Thomas Jones,RB,Virginia,5-10,216,4.45,,,,,
Leander Jordan,OG,Indiana (PA),6-4,330,5.46,31.0,25,104,7.91,4.76
Morgan Kane,RB,Wake Forest,6-1,221,4.62,37.5,29,121,6.81,4.16
Curtis Keaton,RB,West Virginia,5-10,214,4.41,41.5,23,131,6.82,3.93
Tinker Keck,S,Cincinnati,6-1,200,4.55,36.5,15,120,6.96,4.31
Matt Keller,FB,Ohio State,5-11,235,4.74,,,,,
Ben Kelly,CB,Colorado,5-9,183,4.53,36.0,17,116,6.63,3.95
Dan Kendra,FB,Florida State,6-0,251,4.84,35.0,24,119,,
Kenoy Kennedy,S,Arkansas,6-1,221,4.71,33.5,8,113,7.08,4.38
Sean Key,S,Florida State,5-11,188,4.65,,,,7.12,4.20
Jimmy Kibble,P,Virginia Tech,5-10,195,,,,,,
Erron Kinney,TE,Florida,6-6,272,4.90,,,,,
Adrian Klemm,OT,Hawaii,6-4,307,4.98,,24,,,
Andrew Kline,OG,San Diego State,6-2,305,5.43,28.0,26,103,7.54,4.60
Marcus Knight,WR,Michigan,6-1,180,4.72,28.5,,106,7.11,4.38
Noel LaMontagne,OG,Virginia,6-4,299,5.09,,21,,,
Kareem Larrimore,CB,West Texas A&M,5-11,190,4.42,34.0,,125,,
Leif Larsen,DT,Texas-El Paso,6-4,300,5.08,30.0,45,110,7.46,4.37
Shane Lechler,P,Texas A&M,6-2,234,,,,,,
Charles Lee,WR,Central Florida,6-1,202,4.56,35.5,,125,7.30,4.25
Tim Lester,QB,West. Michigan,6-0,202,5.02,27.0,,97,7.28,4.24
Jamal Lewis,RB,Tennessee,6-0,240,4.58,,23,,,
Anthony Lucas,WR,Arkansas,6-3,194,4.53,35.0,,121,,
Al Lucas,DT,Troy,6-1,294,5.00,36.0,28,108,7.44,4.56
Alton Lusk,WR,Central Oklahoma,6-2,182,4.61,36.5,,122,7.16,4.26
Dustin Lyman,ILB,Wake Forest,6-4,259,4.70,35.0,22,118,6.86,4.06
David Macklin,CB,Penn State,5-9,194,4.54,37.5,,120,6.90,4.09
Anthony Malbrough,CB,Texas Tech,5-9,184,4.44,35.5,20,117,6.73,4.00
Tee Martin,QB,Tennessee,6-2,227,4.58,34.5,,113,,
Terrence McCaskey,TE,Mississippi State,6-5,271,5.00,29.0,,101,,
Kevin McDougal,RB,Colorado State,5-11,206,4.63,32.0,,108,7.08,4.12
Stockar McDougle,OT,Oklahoma,6-5,361,5.50,,24,,,
Chris McIntosh,OT,Wisconsin,6-6,315,5.39,,28,,,
Damion McIntosh,OT,Kansas State,6-4,328,5.31,26.0,23,97,7.72,4.71
Alvin McKinley,DT,Mississippi State,6-4,289,5.09,27.5,22,102,7.73,4.61

Rondell Mealey,RB,LSU,6-0,212,4.69,33.0,,120,6.89,4.15
Brad Meester,C,New Mexico,6-3,298,5.12,34.0,25,110,7.46,4.43
Rob Meier,DE,Washington State,6-5,284,4.99,30.5,27,113,7.49,4.52
Richard Mercier,OG,Miami (FL),6-3,295,5.39,26.0,18,97,7.84,4.78
Keith Miller,ILB,California,6-1,246,4.97,27.5,24,110,7.37,4.43
Wendell Montgomery,WR,Wyoming,6-3,203,4.81,35.5,,117,7.01,4.24
Scottie Montgomery,WR,Duke,6-0,196,4.57,36.0,,117,7.16,4.11
Mookie Moore,OG,Troy,6-3,320,5.45,24.5,34,94,8.37,5.06
Muneer Moore,WR,Richmond,6-1,201,4.52,37.5,,129,6.91,4.09
Corey Moore,OLB,Virginia Tech,5-11,223,4.60,,21,,,
Frank Moreau,RB,Louisville,6-1,231,4.57,36.0,23,117,,
Aric Morris,S,Michigan State,5-9,211,4.56,,24,,,
Rob Morris,ILB,BYU,6-2,250,4.77,33.0,18,113,6.93,4.17
Sammy Morris,FB,Texas Tech,6-0,221,4.65,37.5,23,117,7.05,4.21
Sylvester Morris,WR,Jackson State,6-3,216,4.60,34.5,,119,7.06,4.17
Chad Morton,RB,USC,5-8,182,4.50,36.0,18,121,,
Leon Murray,QB,Tennessee State,6-2,207,4.75,,,,,
Bobby Myers,S,Wisconsin,6-1,183,4.56,37.5,,123,7.04,4.10
Kaulana Noa,OT,Hawaii,6-4,317,5.34,25.5,27,98,7.82,4.74
Dennis Northcutt,WR,Arizona,5-10,175,4.43,37.5,,123,6.96,4.04
Carlos Nuno,TE,BYU,6-4,263,5.03,28.0,23,106,,
Matt O'Neal,C,Oklahoma,6-3,277,5.06,27.5,17,94,7.59,4.72
Andre O'Neal,ILB,Marshall,6-1,235,4.72,34.0,16,114,7.30,4.24
Deltha O'Neal,CB,California,5-11,193,4.60,,,,,
Adewale Ogunleye,DE,Indiana,6-4,253,,,,,,
Erik Olson,S,Colorado State,6-1,208,4.63,35.0,17,115,6.81,4.21
Chad Pennington,QB,Marshall,6-3,229,4.81,33.5,,111,7.12,4.16
Cory Peterson,WR,Mississippi,6-2,195,4.75,32.5,,114,,
Julian Peterson,OLB,Michigan State,6-5,231,4.68,,,,,
Mareno Philyaw,WR,Troy,6-2,205,4.66,39.5,,129,6.93,4.13
Todd Pinkston,WR,Southern Miss,6-2,169,4.45,,,,,
Cedric Pittman,OLB,Nevada,6-3,261,4.90,30.5,20,111,7.75,4.52
Ahmed Plummer,CB,Ohio State,5-11,191,4.43,,,,,
DaShon Polk,OLB,Arizona,6-2,233,4.75,32.0,18,111,7.43,4.45
Jerry Porter,WR,West Virginia,6-2,221,4.48,,,,,
Hank Poteat,CB,Pittsburgh,5-10,197,4.57,37.0,16,126,6.66,4.00
Travis Prentice,RB,Miami (OH),6-0,225,4.50,37.0,23,115,6.92,4.40
Greg Randall,OT,Michigan State,6-6,333,5.59,26.0,22,95,8.15,5.13
Tim Rattay,QB,Louisiana Tech,6-0,215,4.91,25.5,,100,7.34,4.21
Chase Raynock,OT,Montana,6-6,308,5.50,25.0,22,94,8.33,5.00
Chris Redman,QB,Louisville,6-3,222,5.37,26.5,,98,7.80,4.78
J.R. Redmond,RB,Arizona State,5-11,216,4.48,32.5,,121,,
Quinton Reese,DE,Auburn,6-4,283,5.13,30.0,18,101,7.91,4.68
Tutan Reyes,OT,Mississippi,6-3,299,5.37,26.5,20,99,7.49,4.88
Rob Riti,C,Missouri,6-2,293,5.19,29.5,17,106,,
Fred Robbins,DT,Wake Forest,6-4,312,5.09,29.5,25,94,7.72,4.72
Roger Roesler,OG,Texas,6-5,314,5.31,29.5,25,101,8.31,4.76
Phillip Rogers,RB,Georgia Tech,6-1,232,4.68,37.0,19,124,7.21,4.31
Mark Roman,CB,LSU,5-11,188,4.55,,,,,
Blaine Saipaia,OG,Colorado State,6-3,321,5.35,,,,,

Chris Samuels,OT,Alabama,6-5,325,5.08,,,,,
Lewis Sanders,CB,Maryland,6-0,202,4.50,37.0,10,116,,
Ketric Sanford,RB,Houston,5-7,199,4.60,32.0,12,118,6.63,4.30
Sekou Sanyika,OLB,California,6-3,241,4.75,32.5,,111,7.33,4.38
Manuia Savea,OG,Arizona,6-2,308,5.34,25.0,24,92,,
Gari Scott,WR,Michigan State,6-0,194,4.59,33.5,,119,,
Tony Scott,CB,North Carolina State,5-10,193,4.50,34.0,11,116,7.45,4.24
Richard Seals,DT,Utah,6-2,316,5.13,28.5,24,102,7.78,4.60
Aaron Shea,FB,Michigan,6-4,253,4.81,37.5,,114,6.72,4.30
Jacoby Shepherd,CB,Oklahoma State,6-1,195,4.53,35.0,5,120,,
Samson Sherrod,OLB,San Jose State,6-3,262,4.78,,,,,
Wes Shivers,OT,Mississippi State,6-5,318,5.65,22.5,18,98,8.48,4.81
Brandon Short,ILB,Penn State,6-3,252,4.72,,,,,
Kofi Shuck,WR,Wyoming,6-2,180,4.66,33.0,,119,7.18,4.10
Corey Simon,DT,Florida State,6-2,297,4.83,,,,,
Mark Simoneau,OLB,Kansas State,6-0,237,4.60,36.0,24,117,7.08,4.09
Peter Sirmon,ILB,Oregon,6-2,246,4.84,34.5,20,115,7.21,4.27
T.J. Slaughter,ILB,Southern Miss,6-0,247,4.87,30.0,24,112,7.08,4.26
Dwyte Smiley,S,Youngstown State,6-1,198,4.57,35.0,13,115,7.18,4.29
Jamel Smith,ILB,Virginia Tech,6-0,245,5.18,29.5,,108,7.51,4.58
Keith Smith,RB,Arizona,5-10,207,4.50,,,,,
Marvel Smith,OT,Arizona State,6-5,320,5.37,27.5,24,100,7.87,4.83
Paul Smith,FB,Texas-El Paso,5-11,220,4.65,,25,,,
Robaire Smith,DE,Michigan State,6-4,275,4.88,,,,,
Terrelle Smith,FB,Arizona State,6-0,249,5.00,32.5,19,109,8.38,4.85
R. Jay Soward,WR,USC,5-9,177,4.34,35.0,,124,,
Rashon Spikes,RB,Boise State,5-10,204,4.78,33.0,13,113,7.18,4.47
Quinton Spotwood,WR,Syracuse,5-11,184,4.55,33.5,,123,,
Dave Stachelski,TE,Boise State,6-3,250,4.78,38.0,24,115,6.84,4.14
Shyrone Stith,RB,Virginia Tech,5-7,204,4.60,35.0,13,111,7.14,4.14
Jay Tant,TE,Northwestern,6-3,255,4.75,,31,,,
Mark Tauscher,OG,Wisconsin,6-3,318,5.37,27.0,22,90,7.91,4.84
Shannon Taylor,OLB,Virginia,6-3,249,4.65,34.5,,115,,
Travis Taylor,WR,Florida,6-1,199,4.43,37.0,,118,7.15,
Adalius Thomas,DE,Southern Miss,6-2,270,4.56,38.5,,120,,4.42
Jason Thomas,OG,South Carolina,6-3,300,5.22,29.5,23,100,7.99,
Michael Thompson,OT,Tennessee State,6-4,305,5.28,26.0,16,104,7.99,4.73
Raynoch Thompson,OLB,Tennessee,6-3,220,4.65,,,,,
Travares Tillman,S,Georgia Tech,6-1,194,4.60,37.5,15,123,6.95,4.29
Mao Tosi,DT,Idaho,6-5,310,5.26,28.5,19,99,7.72,4.60
Mac Tuiaea,DT,Washington,6-6,296,5.09,29.0,25,99,7.82,4.72
Ryan Tujague,OG,Washington State,6-5,297,5.16,27.0,21,96,8.18,4.95
Jeff Ulbrich,ILB,Hawaii,6-0,249,4.65,32.0,24,109,7.23,4.30
Brian Urlacher,OLB,New Mexico,6-4,258,4.59,34.0,27,122,6.94,4.18
Darrick Vaughn,CB,Texas State,5-11,196,4.53,36.5,14,121,7.09,4.16
Andy Vincent,OG,Texas A&M,6-4,306,5.20,28.5,14,108,7.54,4.42
Todd Wade,OT,Mississippi,6-8,326,5.22,27.5,29,101,7.68,4.68
Jeff Walker,P,Mississippi State,5-10,218,,,,,,
Darwin Walker,DT,Tennessee,6-2,293,4.82,,,,,
Troy Walters,WR,Stanford,5-6,171,4.55,32.5,,106,6.61,3.84

Steve Warren,DT,Nebraska,6-1,307,5.10,30.5,29,105,7.97,4.56
Peter Warrick,WR,Florida State,5-11,194,4.58,,,,,
Jason Webster,CB,Texas A&M,5-9,180,4.42,35.5,17,122,6.76,3.98
James Whalen,TE,Kentucky,6-2,228,4.78,31.0,,110,7.42,4.22
Austin Wheatley,TE,Iowa,6-4,254,4.66,32.5,,121,6.97,4.18
Damen Wheeler,CB,Colorado,5-9,179,4.51,35.0,11,115,7.21,4.27
Anthony White,RB,Kentucky,6-0,195,4.68,32.5,,118,7.05,4.24
Jerard White,CB,Massachusetts,6-1,213,4.61,38.5,14,118,6.96,4.53
Dez White,WR,Georgia Tech,6-1,218,4.62,37.5,,124,6.91,4.09
Michael Wiley,RB,Ohio State,5-11,193,4.50,,,,,
Boo Williams,RB,South Carolina,5-11,222,4.52,,,,,
Bobbie Williams,OT,Arkansas,6-4,332,5.26,29.0,28,97,7.78,4.72
James Williams,WR,Marshall,5-11,180,4.59,36.0,,123,7.22,4.16
Jack Williams,S,Azusa Pacific,5-10,206,4.72,31.5,15,108,7.15,4.65
Josh Williams,DT,Michigan,6-3,282,4.90,30.5,,111,7.22,4.25
Antonio Wilson,OLB,Texas A&M-Commerce,6-2,245,4.56,,11,,,
Cedric Woodard,DT,Texas,6-2,290,5.21,30.5,23,109,,
Destry Wright,RB,Jackson State,5-11,216,4.84,29.5,15,112,7.15,4.41
Spergon Wynn,QB,Texas State,6-3,229,4.91,34.0,,108,7.71,4.59
Bashir Yamini,WR,Iowa,6-3,191,4.53,33.0,,130,7.09,4.18
Brian Young,DE,Texas-El Paso,6-2,278,4.94,29.5,27,106,7.20,4.47
