Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
Julien Davenport,OT,Bucknell,6-7,318,5.45,27.0,18,106,7.57,4.69
Corey Davis,WR,West. Michigan,6-3,209,,,,,,
Jarrad Davis,ILB,Florida,6-1,238,,,,,,
Justin Davis,RB,USC,6-1,208,,,21,,,
Kevin Davis,ILB,Colorado State,6-2,235,4.91,30.5,11,110,7.18,4.38
Keionta Davis,DE,Tenn-Chattanooga,6-3,271,,,,,,
Robert Davis,WR,Georgia State,6-3,219,4.44,41.0,19,136,6.82,4.28
Dion Dawkins,OG,Temple,6-4,314,5.11,26.0,26,106,7.30,4.78
Matthew Dayes,RB,North Carolina State,5-9,205,4.47,28.0,18,109,,
Treston DeCoud,CB,Oregon State,6-2,206,4.62,31.0,11,116,,
J.J. Dielman,OT,Utah,6-5,309,,,27,,,
Joshua Dobbs,QB,Tennessee,6-3,216,4.64,33.0,,122,6.75,4.31
Dylan Donahue,OLB,West Georgia,6-3,248,4.75,29.5,26,116,7.02,4.46
Rasul Douglas,CB,West Virginia,6-2,209,4.59,33.5,16,120,6.97,4.26
Jessamen Dunker,OG,Tennessee State,6-4,318,4.98,28.5,23,108,,
Malachi Dupre,WR,LSU,6-2,196,4.52,39.5,11,135,7.19,4.26
Travin Dural,WR,LSU,6-1,202,4.57,30.5,,116,7.29,4.55
Ken Ekanem,DE,Virginia Tech,6-3,257,4.88,30.5,,115,7.38,4.58
Corn Elder,CB,Miami (FL),5-10,183,4.55,,,,,
Pat Elflein,C,Ohio State,6-3,303,5.32,23.5,22,99,7.94,4.71
Jake Elliott,K,Memphis,5-9,167,4.79,,,,,
Brooks Ellis,ILB,Arkansas,6-2,240,4.79,29.5,18,115,6.80,4.25
Jermaine Eluemunor,OG,Texas A&M,6-4,332,5.22,,34,,,
Evan Engram,TE,Mississippi,6-3,234,4.42,36.0,19,125,6.92,4.23
Amba Etta-Tawo,WR,Syracuse,6-1,208,4.49,31.0,14,126,6.95,4.32
Jerod Evans,QB,Virginia Tech,6-3,232,4.80,26.5,,112,,4.41
Justin Evans,S,Texas A&M,6-0,199,,,14,,,
Gerald Everett,TE,South Alabama,6-3,239,4.62,37.5,22,126,6.99,4.33
Dan Feeney,OG,Indiana,6-4,305,5.24,28.0,26,101,7.52,4.68
Devonte Fields,OLB,Louisville,6-2,236,4.72,34.0,,124,7.40,4.50
Isaiah Ford,WR,Virginia Tech,6-1,194,4.61,35.5,14,127,6.94,4.34
Johnathan Ford,S,Auburn,5-11,205,,,20,,,
D'Onta Foreman,RB,Texas,6-0,233,,,18,,,
Reuben Foster,ILB,Alabama,6-0,229,,,,,,
Leonard Fournette,RB,LSU,6-0,240,4.51,28.5,,,,
Kyle Fuller,C,Baylor,6-5,307,5.24,26.0,23,96,7.71,4.84
Wayne Gallman,RB,Clemson,6-0,215,4.60,29.5,21,120,7.17,4.28
Antonio Garcia,OT,Troy,6-6,302,5.15,31.0,24,108,7.98,4.94
Myles Garrett,DE,Texas A&M,6-4,272,4.64,41.0,33,128,,
Davon Gaudchaux,DT,LSU,6-3,310,5.27,,18,,,
Ben Gedeon,ILB,Michigan,6-2,244,4.75,34.5,27,119,6.98,4.13

Avery Gennesy,OG,Texas A&M,6-3,318,5.35,20.0,24,91,8.08,5.00
Nate Gerry,S,Nebraska,6-2,218,4.58,30.5,17,122,,
Shelton Gibson,WR,West Virginia,5-11,191,4.50,32.0,8,118,6.83,4.20
Ryan Glasgow,DT,Michigan,6-3,302,5.13,27.5,20,105,7.55,4.50
Chris Godwin,WR,Penn State,6-1,209,4.42,36.0,19,126,7.01,4.00
Kenny Golladay,WR,Northern Illinois,6-4,218,4.50,35.5,18,120,7.00,4.15
Zane Gonzalez,K,Arizona State,6-0,202,,,,,,
Shaquill Griffin,CB,Central Florida,6-0,194,4.38,38.5,17,132,6.87,4.14
Nate Hairston,CB,Temple,6-0,196,4.52,35.5,14,118,,
Daeshon Hall,DE,Texas A&M,6-5,266,4.76,36.0,18,123,7.03,4.38
Chad Hansen,WR,California,6-2,202,4.53,35.0,11,119,6.74,4.13
Sean Harlow,OG,Oregon State,6-4,303,5.15,30.5,26,105,8.16,4.81
Connor Harris,ILB,Lindenwood,5-11,242,4.73,33.0,18,114,7.13,4.31
Charles Harris,DE,Missouri,6-3,253,4.82,32.0,21,109,7.47,4.42
Josh Harvey-Clemons,S,Louisville,6-4,217,,31.5,12,121,,
Keon Hatcher,WR,Arkansas,6-1,212,4.64,,16,,,
DeAngelo Henderson,RB,Coastal Carolina,5-7,208,4.48,34.0,20,120,,
Carlos Henderson,WR,Louisiana Tech,5-11,199,4.46,36.0,13,131,7.18,4.35
Trey Hendrickson,DE,Florida Atlantic,6-4,266,4.65,33.5,,122,7.03,4.20
Treyvon Hester,DT,Toledo,6-2,300,,,,,,
Cole Hikutini,TE,Louisville,6-4,247,,,20,,,
Brian Hill,RB,Wyoming,6-1,219,4.54,34.0,15,125,7.03,4.32
Delano Hill,S,Michigan,6-1,216,4.47,33.5,17,115,6.96,4.27
Bucky Hodges,TE,Virginia Tech,6-6,257,4.57,39.0,18,134,,4.45
Colin Holba,LS,Louisville,6-4,248,5.19,28.0,,115,,
Will Holden,OT,Vanderbilt,6-7,311,5.47,28.0,23,111,7.71,4.72
Mack Hollins,WR,North Carolina,6-4,221,4.53,,,,,
Elijah Hood,RB,North Carolina,6-0,232,,,18,,,
Malik Hooker,S,Ohio State,6-1,206,,,,,,
Bug Howard,WR,North Carolina,6-4,221,4.58,37.5,,119,6.95,4.14
O.J. Howard,TE,Alabama,6-6,251,4.51,30.0,22,121,6.85,4.16
Marlon Humphrey,CB,Alabama,6-0,197,4.41,,10,125,6.75,
Hayden Hunt,P,Colorado State,6-0,212,,,,,,
Kareem Hunt,RB,Toledo,5-10,216,4.62,36.5,18,119,,
Rushel Shell III,RB,West Virginia,5-10,227,4.74,32.5,21,,,
Danny Isidora,OG,Miami (FL),6-3,306,5.03,29.0,26,94,8.13,4.90
Adoree Jackson,CB,USC,5-10,186,4.42,36.0,,122,,
Eddie Jackson,S,Alabama,6-0,201,,,10,,,
Rayshawn Jenkins,S,Miami (FL),6-1,214,4.51,37.0,19,128,,
Dorian Johnson,OG,Pittsburgh,6-5,300,5.27,30.0,21,114,8.39,5.09
Jadar Johnson,S,Clemson,6-0,206,4.60,33.0,19,119,6.90,4.20
Jaleel Johnson,DT,Iowa,6-3,316,5.38,28.0,19,100,7.64,4.62
John Johnson,S,Troy,6-1,205,4.61,37.0,14,119,6.72,4.18
Roderick Johnson,OT,Florida State,6-7,298,,,,,,
Cameron Johnston,P,Ohio State,5-11,194,4.92,,,,,
Aaron Jones,RB,Texas-El Paso,5-9,208,4.56,37.5,16,127,6.82,4.20
D.J. Jones,DT,Akron,6-1,319,5.04,28.5,25,108,7.73,4.65
Jarron Jones,DT,Notre Dame,6-6,316,5.33,20.5,22,,,
Josh Jones,S,North Carolina State,6-1,220,4.41,37.5,20,132,,
Nazair Jones,DT,North Carolina,6-5,304,5.11,24.5,,101,7.93,4.63

Sidney Jones,CB,Washington,6-0,186,4.47,33.5,,123,7.02,4.28
Zay Jones,WR,East Carolina,6-2,201,4.45,36.5,15,133,6.79,4.01
Victor Bolden Jr.,WR,Oregon State,5-8,178,4.54,32.0,9,117,6.83,4.22
Bryan Cox Jr.,DE,Florida,6-3,265,4.89,26.5,16,109,7.36,4.46
Anthony Walker Jr.,ILB,Northwestern,6-1,238,4.65,30.5,23,116,7.23,4.34
Greg Ward Jr.,WR,Houston,5-11,186,,,10,,,
Deatrich Wise Jr.,DE,Arkansas,6-5,274,4.92,33.0,22,124,,
Brad Kaaya,QB,Miami (FL),6-4,214,,,,,,
Alvin Kamara,RB,Tennessee,5-10,214,4.56,39.5,15,131,,
Damontae Kazee,CB,San Diego State,5-10,184,4.54,34.0,11,124,,
Keith Kelsey,ILB,Louisville,6-0,233,4.92,29.5,23,112,7.28,4.56
Desmond King,S,Iowa,5-10,201,,34.0,14,117,6.67,4.18
Kevin King,CB,Washington,6-3,200,4.43,39.5,11,,6.56,3.89
George Kittle,TE,Iowa,6-4,247,4.52,35.0,18,132,,
DeShone Kizer,QB,Notre Dame,6-4,233,4.83,30.5,,107,7.40,4.53
Trevor Knight,QB,Texas A&M,6-1,219,4.54,35.5,,125,7.04,4.14
Tanoh Kpassagnon,DE,Villanova,6-7,289,4.83,30.0,23,128,7.46,4.62
Cooper Kupp,WR,East. Washington,6-2,204,4.62,31.0,,116,6.75,4.08
Forrest Lamp,OG,Western Kentucky,6-4,309,5.00,27.5,34,111,7.55,4.62
Ashton Lampkin,CB,Oklahoma State,6-0,189,4.52,34.5,19,120,,
Jerome Lane,WR,Akron,6-2,226,4.60,35.0,16,125,6.87,4.12
Harvey Langi,ILB,BYU,6-2,251,,33.0,23,118,7.00,4.32
Marshon Lattimore,CB,Ohio State,6-0,193,4.36,38.5,,132,,
Carl Lawson,DE,Auburn,6-2,261,4.67,33.0,35,114,7.46,4.19
Javarius Leamon,OT,South Carolina State,6-7,332,,23.5,22,,,
Jeremiah Ledbetter,DT,Arkansas,6-3,280,4.84,32.5,29,113,7.55,4.56
Cameron Lee,OG,Illinois State,6-5,312,5.44,25.5,18,100,8.02,4.75
Marquel Lee,ILB,Wake Forest,6-3,240,,31.0,25,118,,
Jordan Leggett,TE,Clemson,6-5,258,,33.0,18,114,7.12,4.33
Mitch Leidner,QB,Minnesota,6-3,226,4.93,34.5,,123,6.96,4.25
Corey Levin,OG,Tenn-Chattanooga,6-4,307,5.16,26.5,26,106,7.55,4.73
Jourdan Lewis,CB,Michigan,5-10,188,4.54,34.5,15,121,,
William Likely,CB,Maryland,5-7,180,,,15,,,
Sefo Liufau,QB,Colorado,6-3,232,5.08,27.0,,105,7.32,4.45
T.J. Logan,RB,North Carolina,5-9,196,4.37,33.5,17,121,,
Shalom Luani,S,Washington State,5-11,202,4.55,31.0,12,116,6.87,4.21
Keevan Lucas,WR,Tulsa,5-9,192,4.55,32.5,11,119,7.23,4.43
Marlon Mack,RB,South Florida,5-11,213,4.50,35.5,15,125,,
Patrick Mahomes,QB,Texas Tech,6-2,225,4.80,30.0,,114,6.88,4.08
Josh Malone,WR,Tennessee,6-3,208,4.40,30.5,10,121,7.05,4.19
Damien Mama,OG,USC,6-3,334,5.84,24.5,,96,8.51,5.38
Gabe Marks,WR,Washington State,5-11,189,4.56,29.5,11,117,7.01,4.20
Joe Mathis,DE,Washington,6-2,266,,,24,,,
Arthur Maulet,CB,Memphis,5-10,189,4.62,34.5,18,120,,
Marcus Maye,S,Florida,6-0,210,,,,,,
Christian McCaffrey,RB,Stanford,5-11,202,4.48,37.5,10,121,6.57,4.22
Conor McDermott,OT,UCLA,6-8,307,5.18,28.5,,105,7.52,4.58
Malik McDowell,DT,Michigan State,6-6,295,4.85,28.5,23,112,7.69,4.53
Elijah McGuire,RB,Louisiana,5-10,214,4.53,36.0,15,120,7.26,4.56
Isaiah McKenzie,WR,Georgia,5-7,173,4.42,36.0,11,123,6.64,4.15

Takkarist McKinley,OLB,UCLA,6-2,250,4.59,33.0,24,122,7.48,4.62
Raekwon McMillan,ILB,Ohio State,6-2,240,4.61,33.0,23,121,7.15,4.39
Jeremy McNichols,RB,Boise State,5-9,214,4.49,35.5,,121,6.93,4.28
Obi Melifonwu,S,Connecticut,6-4,224,4.40,44.0,17,141,,
Matt Milano,OLB,Boston Col.,6-0,223,4.67,35.0,24,126,,
Fabian Moreau,CB,UCLA,6-0,206,4.35,38.0,,136,6.94,4.12
Drew Morgan,WR,Arkansas,6-0,190,4.74,30.0,10,112,6.85,4.12
Jordan Morgan,OG,Kutztown Pennsylvania,6-3,309,5.36,27.0,21,102,8.13,4.73
Avery Moss,DE,Youngstown State,6-3,264,4.79,32.5,14,114,7.25,4.43
Taylor Moton,OT,West. Michigan,6-5,319,5.18,30.5,23,109,7.73,4.58
Al-Quadin Muhammad,DE,Miami (FL),6-3,253,4.88,30.5,22,117,7.25,4.47
Jalen Myrick,CB,Minnesota,5-10,200,4.28,37.5,13,124,7.06,4.22
Montae Nicholson,S,Michigan State,6-2,212,4.42,35.0,,125,,
Hardy Nickerson,ILB,Illinois,6-0,232,4.78,33.0,18,116,,4.38
David Njoku,TE,Miami (FL),6-4,246,4.64,37.5,21,133,6.97,4.34
Speedy Noil,WR,Texas A&M,5-11,199,,43.5,18,133,,
Bradley Northnagel,LS,California,6-2,243,5.30,25.5,,99,,
Noble Nwachukwu,DE,West Virginia,6-1,268,4.83,30.5,27,110,,
Ifeadi Odenigbo,DE,Northwestern,6-3,258,4.72,31.5,25,128,7.26,4.40
Dare Ogunbowale,RB,Wisconsin,5-11,213,4.65,35.0,14,120,6.99,4.34
Larry Ogunjobi,DE,Charlotte,6-3,305,4.97,32.0,26,116,7.55,4.75
Tyler Orlosky,C,West Virginia,6-3,298,,,24,,,
Scott Orndoff,TE,Pittsburgh,6-5,253,4.84,27.0,17,112,7.37,4.45
Zach Pascal,WR,Old Dominion,6-2,219,4.55,36.0,14,126,7.11,4.29
Jabrill Peppers,S,Michigan,5-11,213,4.46,35.5,19,128,,
Samaje Perine,RB,Oklahoma,5-11,233,4.65,33.0,30,116,7.26,4.37
Nathan Peterman,QB,Pittsburgh,6-2,226,4.82,31.0,,110,7.14,4.31
Carroll Phillips,OLB,Illinois,6-3,242,4.64,30.0,23,123,7.06,4.37
Hayden Plinke,TE,Texas-El Paso,6-4,264,4.97,28.0,18,109,7.55,4.59
Ethan Pocic,C,LSU,6-6,310,5.15,27.0,26,107,7.89,4.81
Ejuan Price,OLB,Pittsburgh,5-11,241,4.84,31.5,20,117,,4.34
Donnel Pumphrey,RB,San Diego State,5-8,176,4.48,33.5,5,117,,
Elijah Qualls,DT,Washington,6-1,313,5.13,31.5,33,105,7.65,4.66
James Quick,WR,Louisville,6-0,186,4.60,31.0,11,115,7.00,4.39
Ryan Ramczyk,OT,Wisconsin,6-6,310,,,25,,,
Michael Rector,WR,Stanford,6-0,193,4.42,36.5,,129,6.77,4.19
Haason Reddick,OLB,Temple,6-1,237,4.52,36.5,24,133,7.01,4.37
Devine Redding,RB,Indiana,5-8,205,4.76,30.5,16,116,7.18,4.46
Jalen Reeves-Maybin,OLB,Tennessee,6-0,230,,,,,,
Austin Rehkow,P,Idaho,6-3,214,,,,,,
Josh Reynolds,WR,Texas A&M,6-3,194,4.52,37.0,,124,6.83,4.13
Duke Riley,OLB,LSU,6-0,232,4.58,34.5,18,122,6.89,4.21
Derek Rivers,DE,Youngstown State,6-4,248,4.61,35.0,30,123,6.94,4.40
Michael Roberts,TE,Toledo,6-4,270,4.86,30.0,,110,7.05,4.51
Jalen Robinette,WR,Air Force,6-3,220,4.62,31.5,13,120,6.77,4.46
Ezra Robinson,CB,Tennessee State,5-11,189,4.47,34.0,13,130,,
Cam Robinson,OT,Alabama,6-6,322,5.15,26.0,,106,7.81,4.82
Isaac Rochell,DE,Notre Dame,6-4,280,4.89,31.5,25,114,,
Darreus Rogers,WR,USC,6-1,216,,26.5,8,112,7.22,4.54
Sam Rogers,FB,Virginia Tech,5-10,231,4.93,32.0,19,114,7.27,4.34

Fred Ross,WR,Mississippi State,6-1,213,4.51,35.0,10,113,6.99,4.28
John Ross,WR,Washington,5-11,188,4.22,37.0,,133,,
Chase Roullier,C,Wyoming,6-4,312,5.54,26.5,19,97,7.60,4.47
Travis Rudolph,WR,Florida State,6-0,189,4.65,31.5,12,114,6.93,4.46
Cooper Rush,QB,Central Michigan,6-3,228,4.93,27.0,,105,7.23,4.47
Seth Russell,QB,Baylor,6-3,213,,,,,,
Curtis Samuel,WR,Ohio State,5-11,196,4.31,37.0,18,119,7.09,4.33
Eric Saubert,TE,Drake,6-5,253,,33.0,22,121,,
Artavis Scott,WR,Clemson,5-10,193,4.61,31.0,13,116,7.19,4.49
Ricky Seals-Jones,WR,Texas A&M,6-5,243,4.69,28.0,17,121,7.46,4.33
Justin Senior,OT,Mississippi State,6-5,331,5.55,23.0,,98,8.19,5.06
Adam Shaheen,TE,Ashland,6-6,278,4.79,32.5,24,121,7.09,4.38
David Sharpe,OT,Florida,6-6,343,5.44,20.5,19,97,7.87,4.78
Sojourn Shelton,CB,Wisconsin,5-9,177,4.51,35.0,10,120,6.92,4.02
Garrett Sickels,DE,Penn State,6-3,261,4.90,28.0,20,105,7.21,4.41
Nico Siragusa,OG,San Diego State,6-4,319,5.35,32.0,28,110,7.71,4.56
Dan Skipper,OT,Arkansas,6-10,309,5.42,26.0,,97,7.61,5.01
Tanzel Smart,DT,Tulane,6-1,296,5.24,27.0,22,105,7.53,4.57
De'Veon Smith,RB,Michigan,5-11,223,,29.0,22,108,7.30,4.56
Jonnu Smith,TE,Florida International,6-3,248,4.62,38.0,22,127,,4.18
JuJu Smith-Schuster,WR,USC,6-1,215,4.54,32.5,15,120,,
Dawuane Smoot,DE,Illinois,6-3,264,4.77,29.5,,117,7.18,4.39
Jeremy Sprinkle,TE,Arkansas,6-5,252,4.69,29.0,,116,,
Jamari Staples,WR,Louisville,6-3,195,4.51,36.0,,130,,
Freddie Stevenson,FB,Florida State,6-0,234,4.75,28.0,24,111,7.65,4.45
ArDarius Stewart,WR,Alabama,5-11,204,4.49,34.0,,124,,
Channing Stribling,CB,Michigan,6-1,188,4.60,31.5,5,114,6.94,4.56
Cameron Sutton,CB,Tennessee,5-11,188,4.52,34.0,11,120,6.81,
Ryan Switzer,WR,North Carolina,5-8,181,4.51,32.0,11,116,6.77,4.00
Teez Tabor,CB,Florida,6-0,199,4.62,31.0,9,120,,
Cordrea Tankersley,CB,Clemson,6-1,199,4.40,29.5,13,121,7.00,4.32
Pita Taumoepenu,OLB,Utah,6-1,243,4.67,28.5,24,112,6.91,4.33
Taywan Taylor,WR,Western Kentucky,5-11,203,4.50,33.5,13,132,6.57,4.21
Trent Taylor,WR,Louisiana Tech,5-8,181,4.63,33.0,13,117,6.74,4.01
Vincent Taylor,DT,Oklahoma State,6-3,304,5.07,28.5,26,108,7.58,4.72
Sam Tevi,OT,Utah,6-5,311,5.27,26.0,15,107,7.84,4.60
Nate Theaker,OG,Wayne State (MI),6-5,315,5.41,27.0,23,105,7.97,4.89
Jahad Thomas,RB,Temple,5-10,190,4.62,32.0,11,116,,
Noel Thomas,WR,Connecticut,6-0,205,4.63,32.5,9,118,,
Solomon Thomas,DE,Stanford,6-3,273,4.69,35.0,30,126,6.95,4.28
Tedric Thompson,S,Colorado,6-0,204,4.60,32.5,17,117,7.11,4.36
Jack Tocho,CB,North Carolina State,6-0,202,4.54,35.0,21,125,,
Dalvin Tomlinson,DT,Alabama,6-3,310,5.19,27.0,,110,7.68,4.59
Jon Toth,C,Kentucky,6-5,307,5.51,25.5,21,100,8.09,4.84
Damarius Travis,S,Minnesota,6-1,206,,32.5,13,115,7.08,4.28
Mitchell Trubisky,QB,North Carolina,6-2,222,4.67,27.5,,116,6.87,4.25
Stevie Tu'Ikolovatu,DT,USC,6-1,331,5.45,24.5,28,91,7.83,5.00
Michael Tyson,S,Cincinnati,6-1,204,4.56,33.0,17,118,,
Jerry Ugokwe,OT,William & Mary,6-7,321,5.61,26.0,18,103,8.35,5.17
Conrad Ukropina,K,Stanford,6-0,190,,,,,,

Tanner Vallejo,ILB,Boise State,6-1,228,4.67,33.5,,121,,4.39
Eddie Vanderdoes,DT,UCLA,6-3,305,4.99,28.5,28,111,7.69,4.39
Justin Vogel,P,Miami (FL),6-4,219,4.70,34.0,,,,
Charles Walker,DT,Oklahoma,6-2,310,4.96,28.0,25,107,7.89,4.96
DeMarcus Walker,DE,Florida State,6-4,280,,,18,,,
Carlos Watkins,DT,Clemson,6-3,309,,,25,,,
Deshaun Watson,QB,Clemson,6-2,221,4.66,32.5,,119,6.95,4.31
T.J. Watt,OLB,Wisconsin,6-4,252,4.69,37.0,21,128,6.79,4.13
Davis Webb,QB,California,6-5,229,4.79,33.0,,118,6.92,4.21
Dede Westbrook,WR,Oklahoma,6-0,178,,,,,,
Chad Wheeler,OT,USC,6-7,306,5.48,20.5,15,105,,5.01
Marquez White,CB,Florida State,6-0,194,4.59,36.0,,123,,
TreDavious White,CB,LSU,5-11,192,4.47,32.0,16,119,6.90,4.32
Kermit Whitfield,WR,Florida State,5-8,185,4.44,32.5,8,120,7.17,4.37
Jamaal Williams,RB,BYU,6-0,212,4.59,30.0,,123,7.25,4.53
Joe Williams,RB,Utah,5-11,210,4.41,35.0,14,125,7.19,4.19
Marcus Williams,S,Utah,6-1,202,4.56,43.5,14,129,6.85,4.20
Mike Williams,WR,Clemson,6-4,218,,32.5,15,121,,
Stanley Williams,RB,Kentucky,5-7,190,4.51,36.0,18,121,6.86,4.18
Tim Williams,OLB,Alabama,6-3,244,4.68,33.5,,124,7.36,4.57
Jordan Willis,DE,Kansas State,6-4,255,4.53,39.0,24,125,6.85,4.28
Howard Wilson,CB,Houston,6-1,184,4.57,33.5,,119,6.68,3.94
Jesus Wilson,WR,Florida State,5-9,189,4.57,,10,119,,4.57
Quincy Wilson,CB,Florida,6-1,211,4.54,32.0,14,118,6.86,4.02
Ahkello Witherspoon,CB,Colorado,6-3,198,4.45,40.5,,127,6.93,4.13
Xavier Woods,S,Louisiana Tech,5-11,197,4.54,33.5,19,122,6.72,4.13
Chris Wormley,DT,Michigan,6-5,298,,,23,,,
