Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
Chykie Brown,CB,Texas,5-11,190,4.49,36.5,,120,6.50,4.00
Curtis Brown,CB,Texas,6-0,185,4.51,39.5,10,128,6.59,4.00
Jalil Brown,CB,Colorado,6-1,204,4.52,35.5,24,116,6.85,4.25
Vincent Brown,WR,San Diego State,5-11,187,4.68,33.5,12,121,6.64,4.25
Kendric Burney,CB,North Carolina,5-9,186,4.71,32.5,14,112,,
Brandon Burton,CB,Utah,6-0,190,4.50,32.0,18,118,6.93,4.07
Stephen Burton,WR,West Texas A&M,6-1,221,4.50,34.5,19,117,7.04,4.31
Mario Butler,CB,Georgia Tech,6-0,182,4.65,30.5,,120,7.09,4.37
Jordan Cameron,TE,USC,6-5,254,4.53,37.5,23,119,6.82,4.03
Jeff Van Camp,QB,Florida Atlantic,6-5,218,4.83,31.0,,114,6.87,4.16
Marcus Cannon,OT,TCU,6-5,358,5.26,30.5,33,105,8.07,4.97
Gabe Carimi,OT,Wisconsin,6-7,314,5.18,31.5,29,109,,
Roc Carmichael,CB,Virginia Tech,5-10,192,4.41,31.0,13,116,6.69,4.06
James Carpenter,OT,Alabama,6-4,321,5.22,,23,,,
Bruce Carter,OLB,North Carolina,6-1,241,4.57,,25,,,
Chris Carter,OLB,Fresno State,6-1,248,4.58,36.0,27,114,6.88,4.34
Delone Carter,RB,Syracuse,5-9,222,4.54,37.0,27,120,6.92,4.07

Quinton Carter,S,Oklahoma,6-1,208,4.57,34.5,23,121,7.05,4.06
Jurrell Casey,DT,USC,6-1,300,5.04,27.5,26,101,7.51,4.78
Anthony Castonzo,OT,Boston Col.,6-7,311,5.21,29.5,28,105,7.25,4.40
Shaun Chapas,FB,Georgia,6-2,247,4.87,35.5,23,116,7.13,4.40
Chimdi Chekwa,CB,Ohio State,6-0,191,4.38,34.5,,126,,
Ugo Chinasa,DE,Oklahoma State,6-5,264,4.63,28.0,22,117,7.07,4.39
Garrett Chisolm,OG,South Carolina,6-5,312,5.36,,,,,
Charles Clay,FB,Tulsa,6-3,245,4.69,33.5,18,118,7.07,4.15
John Clay,RB,Wisconsin,6-0,230,4.83,29.0,,111,,
Adrian Clayborn,DE,Iowa,6-3,281,4.78,33.0,,113,7.30,4.13
Randall Cobb,WR,Kentucky,5-10,191,4.46,33.5,16,115,7.08,4.34
Ryan Colburn,QB,Fresno State,6-3,233,5.12,,,,6.84,4.28
Chris Conte,S,California,6-2,197,4.52,35.5,18,127,7.01,4.19
Graig Cooper,RB,Miami (FL),5-10,205,4.60,,18,114,6.66,4.03
Vance Cuff,CB,Georgia,5-10,178,4.53,36.0,,120,6.91,4.09
Chris Culliver,CB,South Carolina,6-0,199,4.36,38.5,,123,6.88,4.08
Andy Dalton,QB,TCU,6-2,215,4.83,29.5,,106,6.93,4.27
Wayne Daniels,OLB,TCU,6-0,260,5.03,25.0,,106,7.81,4.68
Marcell Dareus,DT,Alabama,6-3,319,4.93,27.0,24,,7.83,4.62
Josh Davis,OT,Georgia,6-7,313,5.50,24.0,,91,7.98,5.07
Mark Dell,WR,Michigan State,6-0,193,4.54,,14,,,
Akeem Dent,ILB,Georgia,6-1,242,4.73,37.5,24,123,,
Noel Devine,RB,West Virginia,5-7,179,4.43,,24,,,
Pat Devlin,QB,Pittsburgh,6-3,225,4.81,33.0,,116,7.08,4.32
Demarcus Dobbs,DE,Georgia,6-2,281,4.87,31.0,,107,7.22,4.37
Ray Dominguez,OG,Arkansas,6-4,334,5.45,27.5,21,90,7.74,4.90
Ryan Donahue,P,Iowa,6-2,193,4.90,,,,,
Tandon Doss,WR,Indiana,6-2,201,4.62,,14,,,
Ras-I Dowling,CB,Virginia,6-1,198,4.40,,19,,,
Shaun Draughn,RB,North Carolina,5-11,213,4.73,34.0,21,118,7.15,4.20
Demarcus Van Dyke,CB,Miami (FL),6-1,176,4.28,33.5,5,121,6.97,4.09
Kenrick Ellis,DT,Kansas State,6-5,346,5.19,,26,,,
Ricky Elmore,DE,Arizona,6-4,255,4.88,31.5,26,106,7.25,4.32
Nathan Enderle,QB,Idaho,6-4,240,5.12,25.5,,102,7.13,4.46
Darren Evans,RB,Virginia Tech,6-0,227,4.56,35.0,26,111,6.96,4.46
Nick Fairley,DT,Auburn,6-4,291,4.84,31.0,,113,7.14,4.56
Mario Fannin,RB,Auburn,5-10,231,4.37,37.5,21,115,6.99,4.21
Kai Forbath,K,UCLA,5-11,197,4.78,,,,,
Reid Forrest,P,Washington State,6-0,189,4.69,,,,,
Mason Foster,OLB,Washington,6-1,245,4.75,31.0,22,110,7.14,4.45
Orlando Franklin,OT,Miami (FL),6-5,316,5.11,28.5,26,,,
Sione Fua,DT,Stanford,6-1,308,5.28,24.0,30,101,7.54,4.54
Brandon Fusco,C,Slippery Rock,6-4,306,5.18,28.5,26,108,7.29,4.43
Blaine Gabbert,QB,Missouri,6-4,234,4.61,33.5,,120,6.84,4.26
Charlie Gantt,TE,Michigan State,6-4,252,4.85,30.5,27,112,7.15,4.40
Clyde Gates,WR,Abilene Christian,6-0,192,4.31,40.0,16,131,,
Marcus Gilbert,OT,Florida,6-6,330,5.41,,30,,,
Marcus Gilchrist,CB,Clemson,5-10,195,4.45,38.5,26,119,6.81,4.12
DeJon Gomes,S,Nebraska,5-11,208,4.50,31.0,13,110,,
Cameron Graham,TE,Louisville,6-3,244,5.00,31.0,18,105,7.19,4.51

Adam Grant,OT,Arizona,6-6,325,5.54,26.5,25,99,8.25,5.00
John Graves,DT,Virginia Tech,6-3,286,5.09,28.5,29,114,7.49,4.49
A.J. Green,WR,Georgia,6-4,211,4.48,34.5,18,126,6.91,4.21
Alex Green,RB,Hawaii,6-0,225,4.45,34.0,20,114,6.91,4.15
Virgil Green,TE,Nevada,6-3,249,4.54,42.5,23,130,6.90,4.40
Tori Gurley,WR,South Carolina,6-4,216,4.53,33.5,15,118,7.05,4.25
Lawrence Guy,DT,Arizona State,6-4,305,4.96,29.0,28,,7.60,4.43
Eric Hagg,S,Nebraska,6-1,209,4.62,34.5,18,121,6.73,4.19
Chris Hairston,OT,Clemson,6-6,326,5.38,29.0,33,96,7.90,4.70
Jamel Hamler,WR,Fresno State,6-1,193,4.59,32.0,4,112,7.16,4.18
Leonard Hankerson,WR,Miami (FL),6-1,209,4.40,36.0,14,117,6.94,4.21
Daniel Hardy,TE,Idaho,6-4,249,4.78,,18,,,
Jamie Harper,RB,Clemson,5-11,233,4.53,36.5,24,120,7.16,4.39
Brandon Harris,CB,Miami (FL),5-9,191,4.46,35.5,13,113,6.77,4.12
Dwayne Harris,WR,East Carolina,5-10,203,4.53,34.0,10,111,6.77,4.21
Stanley Havili,FB,USC,6-0,227,4.64,,,,,
Roy Helu,RB,Nebraska,5-11,219,4.40,36.5,11,119,6.67,4.01
Alex Henery,K,Nebraska,6-1,177,4.87,,,,,
Chas Henry,P,Florida,6-3,219,4.85,,,,,
Ricky Henry,OG,Nebraska,6-3,308,5.68,24.0,20,90,7.98,4.68
Mark Herzlich,OLB,Boston Col.,6-4,244,4.91,32.5,29,112,7.32,4.46
Cameron Heyward,DE,Ohio State,6-5,294,4.95,30.0,,,,
Will Hill,S,Florida,6-1,202,4.64,31.0,,123,,4.19
Jermale Hines,S,Ohio State,6-1,219,4.59,31.0,19,,6.90,4.21
Kyle Hix,OT,Texas,6-7,319,5.44,32.0,24,104,7.77,4.78
Brandon Hogan,CB,West Virginia,5-10,192,4.43,,19,,,
Doug Hogue,OLB,Syracuse,6-2,235,4.62,36.0,18,121,7.09,4.57
Andre Holmes,WR,Hillsdale,6-4,210,4.51,35.0,11,130,6.69,4.31
Ross Homan,OLB,Ohio State,6-1,240,4.66,35.5,32,111,7.21,4.34
Davon House,CB,New Mexico State,6-0,200,4.44,33.5,14,109,6.65,4.12
Rob Housler,TE,Florida Atlantic,6-5,248,4.46,37.0,22,117,6.90,4.21
Justin Houston,OLB,Georgia,6-3,270,4.62,36.5,30,125,6.95,4.37
Rodney Hudson,C,Florida State,6-2,299,5.27,25.5,27,95,8.03,4.96
Kevin Hughes,OT,SE Louisiana,6-4,302,5.31,29.5,22,95,8.29,4.97
Jeremiha Hunter,OLB,Iowa,6-0,239,4.77,31.5,20,116,,
Kendall Hunter,RB,Oklahoma State,5-7,199,4.46,35.0,24,122,6.74,4.21
Zach Hurd,OG,Connecticut,6-7,316,5.28,28.0,,101,7.73,4.77
Maurice Hurt,OG,Florida,6-3,318,5.39,,18,,,
Henry Hynoski,FB,Pittsburgh,6-0,257,5.06,30.5,24,111,,
Ben Ijalana,OG,Villanova,6-4,317,5.20,,,,,
Mark Ingram,RB,Alabama,5-9,215,4.62,31.5,21,118,7.13,4.62
Nate Irving,ILB,North Carolina State,6-1,240,4.74,,,,,
Andrew Jackson,OG,Fresno State,6-5,299,5.27,28.0,25,98,7.55,4.65
Jaiquawn Jarrett,S,Temple,6-0,198,4.62,30.0,14,113,6.95,4.14
Josh Jasper,K,LSU,5-10,174,5.06,,,,,
Lestar Jean,WR,Florida Atlantic,6-3,215,4.61,37.5,14,113,7.45,4.43
Jarvis Jenkins,DT,Clemson,6-4,310,5.03,26.5,17,98,7.42,4.83
Jerrel Jernigan,WR,Troy,5-9,185,4.46,37.5,11,124,7.07,4.25
Carl Johnson,OG,Florida,6-5,361,5.40,25.5,25,96,,5.03
Jeron Johnson,S,Boise State,5-10,212,4.51,,23,,,

Jerrod Johnson,QB,Texas A&M,6-5,251,4.75,29.0,,119,7.28,4.31
Ronald Johnson,WR,USC,5-11,199,4.46,,16,,,
Greg Jones,ILB,Michigan State,6-0,242,4.75,31.5,21,117,7.27,4.27
Julio Jones,WR,Alabama,6-3,220,4.34,38.5,17,135,6.66,4.25
Taiwan Jones,RB,East. Washington,6-0,194,4.33,,13,,,
Cameron Jordan,DE,California,6-4,287,4.74,31.0,25,117,7.07,4.37
Elijah Joseph,ILB,Temple,6-1,243,4.80,,,,,
Colin Kaepernick,QB,Nevada,6-5,233,4.53,32.5,,115,6.85,4.18
Jason Kelce,C,Cincinnati,6-3,280,4.89,30.5,,110,7.22,4.14
Lance Kendricks,TE,Wisconsin,6-3,243,4.65,34.5,25,122,6.94,4.15
Shiloh Keo,S,Idaho,5-11,219,4.74,32.5,24,110,6.55,3.90
Jeremy Kerley,WR,TCU,5-9,189,4.56,34.5,16,120,,
Ryan Kerrigan,DE,Purdue,6-4,267,4.67,33.5,31,122,7.18,4.39
Daniel Kilgore,OG,Appalachian State,6-3,308,5.28,32.5,23,105,7.59,4.68
Jarriel King,OT,South Carolina,6-5,317,5.03,30.0,23,114,7.60,4.77
Karl Klug,DE,Iowa,6-3,275,4.85,,22,,,
Rich Lapham,OT,Boston Col.,6-8,315,5.34,,,,,
Joe Lefeged,S,Rutgers,6-0,210,4.42,36.5,18,122,6.82,4.13
Mark LeGree,S,Appalachian State,5-11,210,4.49,31.0,21,116,6.90,4.09
Orie Lemon,ILB,Oklahoma State,6-1,242,4.87,30.0,27,113,7.45,4.40
Mikel Leshoure,RB,Illinois,6-0,227,4.56,38.0,21,122,6.82,4.40
Pep Levingston,DE,LSU,6-3,292,4.86,29.5,,104,7.29,4.62
Dion Lewis,RB,Pittsburgh,5-7,193,4.56,34.5,17,112,6.90,4.18
Alex Linnenkohl,C,Oregon State,6-2,304,5.36,26.5,24,89,7.67,4.62
Greg Little,WR,North Carolina,6-2,231,4.51,40.5,27,129,6.80,4.21
Corey Liuget,DT,Illinois,6-2,298,4.97,27.5,27,102,7.48,4.68
Greg Lloyd,ILB,Connecticut,6-1,246,4.80,32.0,22,109,7.17,4.46
Derrick Locke,RB,Kentucky,5-8,188,4.37,37.5,16,118,6.98,4.15
Jake Locker,QB,Washington,6-2,231,4.51,35.0,,120,6.77,4.12
Ricardo Lockette,WR,Fort Valley State,6-2,211,4.34,35.5,,127,7.15,4.19
DeMarcus Love,OT,Arkansas,6-4,315,5.18,26.5,27,97,7.84,4.84
Scott Lutrus,OLB,Connecticut,6-2,241,4.68,38.0,,121,6.89,4.09
Jeff Maehl,WR,Oregon,6-1,190,4.56,33.5,,115,6.42,3.94
Ryan Mallett,QB,Arkansas,6-7,253,5.37,24.0,,103,,
Owen Marecic,FB,Stanford,6-0,248,4.87,28.5,22,102,7.10,4.56
Curtis Marsh,CB,Utah State,6-0,197,4.42,37.5,12,123,6.87,4.07
Casey Matthews,ILB,Oregon,6-1,231,4.78,,13,,,
Cliff Matthews,DE,South Carolina,6-3,257,4.81,32.0,17,112,7.21,4.37
Byron Maxwell,CB,Clemson,6-0,202,4.43,33.0,24,124,,
Colin McCarthy,ILB,Miami (FL),6-1,238,4.59,36.5,23,119,6.93,4.20
Terrell McClain,DT,South Florida,6-2,297,4.98,28.0,29,104,7.48,4.56
DeAndre McDaniel,S,Clemson,6-0,217,4.63,35.0,,116,,
Greg McElroy,QB,Alabama,6-2,220,4.84,33.0,,107,7.11,4.45
Andrew McGee,CB,Oklahoma State,5-11,195,4.71,34.0,,117,,
Pernell McPhee,DE,Mississippi State,6-3,278,4.91,28.5,20,107,7.13,4.59
Bruce Miller,OLB,Central Florida,6-1,254,4.81,31.0,35,113,7.05,4.34
Von Miller,OLB,Texas A&M,6-3,246,4.42,37.0,21,126,6.70,4.06
Dontay Moch,OLB,Nevada,6-1,248,4.40,42.0,21,128,7.09,4.38
John Moffitt,OG,Wisconsin,6-4,319,5.51,30.5,23,102,7.79,4.53
Mike Mohamed,ILB,California,6-3,239,4.65,32.0,21,115,6.70,4.00

Denarius Moore,WR,Tennessee,6-0,194,4.43,36.0,13,118,6.78,4.15
Rahim Moore,S,UCLA,6-0,202,4.58,35.0,11,115,6.98,3.96
Joseph Morgan,WR,Michigan State,6-0,189,4.38,35.5,10,123,6.91,4.25
Adrian Moten,OLB,Maryland,6-2,228,4.53,31.0,18,114,7.05,4.21
Jonas Mouton,OLB,Michigan,6-1,239,4.84,31.5,,115,7.08,4.34
O.J. Murdock,WR,Fort Hays State,5-10,197,4.50,34.5,15,116,,4.37
DeMarco Murray,RB,Oklahoma,6-0,213,4.37,34.5,21,124,7.28,4.18
Chris Neild,DT,West Virginia,6-2,319,5.06,29.0,30,106,7.56,4.46
Drake Nevis,DT,LSU,6-1,294,5.06,30.5,31,112,7.71,4.65
Jamar Newsome,WR,Central Florida,6-0,200,4.46,38.5,13,129,6.83,4.22
Cam Newton,QB,Auburn,6-5,248,4.56,35.0,,126,6.92,4.18
Derek Newton,OT,Arkansas State,6-5,311,5.00,25.5,24,100,7.76,5.00
Kris O'Dowd,C,USC,6-4,304,5.12,32.5,31,105,7.67,4.59
Schuylar Oordt,TE,New Mexico,6-6,261,4.63,36.0,18,119,6.83,4.25
Cheta Ozougwu,DE,Rice,6-2,247,4.84,34.5,26,119,7.06,4.31
Stephen Paea,DT,Oregon State,6-1,303,4.98,,49,,,
Martin Parker,DT,Richmond,6-2,303,4.95,29.0,22,104,7.56,4.57
Johnny Patrick,CB,Louisville,5-11,191,4.59,32.0,13,110,,4.16
Niles Paul,WR,Nebraska,6-1,224,4.45,34.5,24,117,6.90,4.14
Mike Person,OG,Montana State,6-4,299,5.07,28.0,21,108,7.44,4.50
Patrick Peterson,CB,LSU,6-0,219,4.31,38.0,15,126,6.58,4.07
Austin Pettis,WR,Boise State,6-3,209,4.56,33.5,14,120,6.68,3.88
Zack Pianalto,TE,North Carolina,6-3,256,4.78,32.0,22,108,6.85,4.41
Kealoha Pilares,WR,Hawaii,5-10,199,4.42,,19,,,
Jason Pinkston,OT,Pittsburgh,6-3,317,5.39,26.5,,98,7.88,4.91
Christian Ponder,QB,Florida State,6-2,229,4.63,34.0,,116,6.85,4.09
Josh Portis,QB,California (PA),6-3,211,4.59,40.0,,126,6.84,4.12
Mike Pouncey,OG,Florida,6-5,303,5.12,25.0,,96,7.66,4.64
Jerrell Powe,DT,Mississippi,6-2,335,5.25,25.0,27,93,8.17,5.06
Bilal Powell,RB,Louisville,5-10,207,4.51,,18,,,
Robert Quinn,DE,North Carolina,6-4,265,4.62,34.0,22,116,7.13,4.40
Will Rackley,OG,Lehigh,6-3,309,5.39,23.5,29,99,7.91,4.94
Brooks Reed,OLB,Arizona,6-2,263,4.65,30.5,30,113,7.11,4.28
D'Aundre Reed,DE,Arizona,6-4,261,4.84,35.5,30,119,7.24,4.32
Jah Reid,OT,Central Florida,6-7,327,5.32,29.5,28,111,7.73,4.65
Allen Reisner,FB,Iowa,6-2,248,4.90,28.0,14,108,7.31,4.59
Stevan Ridley,RB,LSU,5-11,225,4.65,36.0,18,118,6.78,4.21
Aldrick Robinson,WR,SMU,5-10,184,4.35,40.0,17,126,6.65,4.09
Jacquizz Rodgers,RB,Oregon State,5-6,196,4.59,33.0,,113,7.31,4.26
Jake Rogers,K,Cincinnati,6-2,213,5.06,,,,,
Justin Rogers,CB,Richmond,5-10,180,4.45,33.0,14,114,7.21,4.20
Brian Rolle,OLB,Ohio State,5-10,229,4.53,33.0,28,115,6.89,4.26
Greg Romeus,DE,Pittsburgh,6-5,264,4.79,,,,,
Evan Royster,RB,Penn State,6-0,212,4.65,34.0,20,113,7.07,4.18
Chris Rucker,CB,Michigan State,6-0,195,4.54,,10,,,
Kyle Rudolph,TE,Notre Dame,6-6,259,4.83,,,,,
Kevin Rutland,CB,Missouri,6-0,190,4.58,35.5,12,118,6.92,4.15
Brandon Saine,RB,Ohio State,5-11,220,4.40,34.5,22,113,6.98,4.25
Greg Salas,WR,Hawaii,6-1,210,4.53,37.0,15,120,6.65,4.10
DeMarco Sampson,WR,San Diego State,6-2,204,4.41,,14,,,

Jock Sanders,WR,West Virginia,5-6,181,4.50,34.5,19,121,6.78,4.13
Robert Sands,S,West Virginia,6-4,217,4.53,35.0,12,124,7.03,4.06
Dane Sanzenbacher,WR,Ohio State,5-11,182,4.56,33.5,,118,6.46,3.97
Tyler Sash,S,Iowa,6-0,211,4.62,33.0,11,108,6.90,4.27
Weslye Saunders,TE,South Carolina,6-5,270,4.93,33.5,19,116,,
Steve Schilling,OG,Michigan,6-4,308,5.18,25.5,30,98,7.73,4.62
Caleb Schlauderaff,OG,Utah,6-4,305,5.18,,,,,
Da'Rel Scott,RB,Maryland,5-11,211,4.40,34.0,19,117,7.15,4.20
Da'Norris Searcy,S,North Carolina,5-11,223,4.55,33.0,27,120,6.87,4.09
Jabaal Sheard,DE,Pittsburgh,6-3,264,4.68,31.0,,115,,
Kelvin Sheppard,ILB,LSU,6-2,250,4.70,33.5,22,110,,4.28
Anthony Sherman,FB,Connecticut,5-10,242,4.74,32.5,32,111,7.23,4.41
Richard Sherman,CB,Stanford,6-3,195,4.54,38.0,16,125,6.82,4.33
Derek Sherrod,OT,Mississippi State,6-5,321,5.18,28.0,23,97,7.43,4.63
Cecil Shorts,WR,Mount Union,6-0,205,4.50,34.5,21,114,6.50,4.07
Sealver Siliga,DT,Utah,6-2,305,5.38,29.0,29,100,7.70,4.75
David Sims,S,Iowa State,5-9,200,4.50,37.5,24,120,,4.28
Buster Skrine,CB,Tenn-Chattanooga,5-9,186,4.37,37.0,20,122,6.44,3.90
Aldon Smith,DE,Missouri,6-4,263,4.74,34.0,20,118,7.19,4.50
D.J. Smith,OLB,Appalachian State,5-11,239,4.71,31.0,20,104,7.35,4.45
Derrell Smith,ILB,Syracuse,6-0,243,4.76,,,,,
Jimmy Smith,CB,Colorado,6-2,211,4.42,36.0,24,123,6.93,4.06
Keith Smith,WR,San Jose State,6-2,214,4.65,,,,,
Lee Smith,TE,Marshall,6-6,266,4.94,29.0,25,108,7.13,4.28
Torrey Smith,WR,Maryland,6-1,204,4.41,41.0,19,126,6.72,4.13
Tyron Smith,OT,USC,6-5,307,4.93,,29,,,
Willie Smith,OT,East Carolina,6-5,310,5.40,30.5,,106,7.95,4.83
Nate Solder,OT,Colorado,6-8,319,4.96,32.0,21,110,7.44,4.34
Owen Spencer,WR,North Carolina State,6-2,195,4.51,37.5,6,125,6.86,4.18
Ricky Stanzi,QB,Iowa,6-4,223,4.87,32.5,,110,6.95,4.43
Luke Stocker,TE,Tennessee,6-5,258,4.68,33.0,27,115,7.03,4.40
Quan Sturdivant,ILB,North Carolina,6-1,241,4.75,34.0,21,115,,4.50
Jerrard Tarrant,S,Georgia Tech,6-0,204,4.57,33.0,14,114,6.92,4.21
Vai Taua,RB,Nevada,5-9,213,4.65,34.5,20,112,6.89,4.18
Adrian Taylor,DT,Oklahoma,6-3,311,5.22,,34,,,
Phil Taylor,DT,Baylor,6-3,334,5.09,29.5,31,100,7.75,4.77
Tyrod Taylor,QB,Virginia Tech,6-1,217,4.47,37.5,,126,6.78,4.09
Zane Taylor,C,Utah,6-2,309,5.52,25.5,33,104,8.15,4.77
Daniel Thomas,RB,Kansas State,6-0,230,4.62,,21,,,
J.T. Thomas,OLB,West Virginia,6-1,241,4.65,30.5,23,114,7.23,4.28
Josh Thomas,CB,Buffalo,5-10,191,4.46,38.5,13,126,6.99,4.15
Julius Thomas,TE,Portland State,6-5,246,4.64,35.5,16,111,6.96,4.31
Isaiah Thompson,OG,Houston,6-3,300,6.00,25.0,23,82,9.04,5.56
Brandyn Thompson,CB,Boise State,5-9,189,4.50,33.5,13,114,6.66,4.12
Cedric Thornton,DT,Southern Arkansas,6-3,309,5.25,27.0,23,101,7.70,4.71
Jordan Todman,RB,Connecticut,5-9,203,4.40,38.0,25,126,7.24,4.18
Terrence Toliver,WR,LSU,6-3,212,4.52,32.0,,122,6.48,4.03
Scott Tolzien,QB,Wisconsin,6-2,212,4.92,29.5,,116,6.84,4.12
Devon Torrence,CB,Ohio State,6-0,199,4.68,33.0,,111,6.95,4.09
Terrance Turner,WR,Indiana,6-2,220,4.53,41.0,16,128,6.77,4.15

Julian Vandervelde,OG,Iowa,6-2,301,5.12,31.0,23,104,7.46,4.59
Shane Vereen,RB,California,5-10,210,4.49,34.0,31,115,6.95,4.28
Danny Watkins,OG,Baylor,6-3,310,5.36,26.0,29,92,7.61,4.62
J.J. Watt,DE,Wisconsin,6-5,290,4.81,37.0,34,120,6.88,4.21
Ryan Whalen,WR,Stanford,6-1,202,4.53,38.5,18,123,6.67,4.09
Chris White,ILB,Mississippi State,6-3,240,4.65,34.0,17,115,6.95,4.25
Johnny White,RB,North Carolina,5-10,209,4.50,32.5,,117,7.07,4.31
Markus White,DE,Florida State,6-3,266,4.86,32.5,14,117,7.25,4.51
Colby Whitlock,DT,Texas Tech,6-2,302,5.27,30.5,25,105,7.73,4.75
Muhammad Wilkerson,DT,Temple,6-4,315,4.96,26.0,27,106,7.31,4.59
Deunta Williams,S,North Carolina,6-2,205,4.53,,,,,
Marshall Williams,WR,Wake Forest,6-1,188,4.56,35.5,9,123,6.61,4.09
Nate Williams,S,Washington,6-0,211,4.68,30.5,17,114,6.98,4.15
Aaron Williams,CB,Texas,6-0,204,4.55,37.5,18,127,6.72,4.07
D.J. Williams,TE,Arkansas,6-2,245,4.59,33.5,20,111,7.29,4.51
Ian Williams,DT,Notre Dame,6-1,319,5.21,28.5,31,98,,4.78
Keith Williams,OG,Nebraska,6-4,318,5.28,24.5,23,93,8.42,5.03
Ryan Williams,RB,Virginia Tech,5-9,212,4.59,40.0,19,123,6.96,4.18
Zack Williams,C,Washington State,6-3,309,5.18,30.0,28,103,7.54,4.62
Lawrence Wilson,OLB,Connecticut,6-1,229,4.71,32.5,24,113,7.31,4.50
Martez Wilson,ILB,Illinois,6-4,250,4.42,36.0,23,124,7.04,4.28
Ryan Winterswyk,DE,Boise State,6-4,268,4.96,30.0,18,111,7.01,4.37
Stefen Wisniewski,C,Penn State,6-3,313,5.29,28.5,30,100,7.51,4.63
K.J. Wright,OLB,Mississippi State,6-3,246,4.71,32.0,20,120,7.26,4.46
Shareece Wright,CB,USC,5-11,185,4.41,34.5,16,113,,
T.J. Yates,QB,North Carolina,6-3,219,5.06,29.5,,104,6.96,4.12
Jimmy Young,WR,TCU,6-0,204,4.50,37.0,19,115,7.08,4.18
Titus Young,WR,Boise State,5-11,174,4.43,,,123,,
Lee Ziemba,OT,Auburn,6-6,317,5.50,29.0,20,95,7.74,4.65
