Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
Melvin Gordon,RB,Wisconsin,6-1,215,4.52,35.0,19,126,7.04,4.07
Doran Grant,CB,Ohio State,5-10,200,4.44,33.0,21,116,,4.33
Hroniss Grasu,C,Oregon,6-3,297,5.03,,,,,
Garrett Grayson,QB,Colorado State,6-2,213,4.75,,,,,
Chaz Green,OT,Florida,6-5,314,5.16,29.5,21,106,8.00,4.70
Dorial Green-Beckham,WR,Oklahoma,6-5,237,4.49,33.5,13,119,6.89,4.45
Rashad Greene,WR,Florida State,5-11,182,4.53,36.5,,122,6.88,4.12
Randy Gregory,DE,Nebraska,6-5,235,4.64,36.5,24,125,,
Geneo Grissom,OLB,Oklahoma,6-3,262,4.81,37.0,20,117,7.24,4.38
Ladarius Gunter,S,Miami (FL),6-1,202,4.62,33.5,12,108,7.18,4.41
Todd Gurley,RB,Georgia,6-1,222,4.52,,17,,,
Obum Gwacham,DE,Oregon State,6-5,246,4.72,36.0,22,121,7.28,4.28
Chris Hackett,S,TCU,6-0,195,4.81,32.0,,110,7.12,4.20
Bryce Hager,ILB,Baylor,6-1,234,4.60,35.0,26,117,7.15,4.36
Rannell Hall,WR,Central Florida,6-0,198,4.60,41.0,16,132,6.86,4.15
Connor Halliday,QB,Washington State,6-3,204,4.87,,,,,
Chad Hamilton,C,Coastal Carolina,6-2,292,4.97,,,,,
Marcus Hardison,DT,Arizona State,6-3,307,4.91,,27,,,
Justin Hardy,WR,East Carolina,5-10,192,4.56,36.5,11,114,6.63,4.21
Eli Harold,OLB,Virginia,6-3,247,4.60,35.0,,123,7.07,4.16
Josh Harper,WR,Fresno State,6-1,191,4.64,32.0,13,108,7.15,4.36
Anthony Harris,S,Virginia,6-1,183,4.56,,,,,
Jarvis Harrison,OG,Texas A&M,6-4,330,5.19,29.5,26,102,7.51,4.62
Bobby Hart,OG,Florida State,6-5,329,5.61,,,,,
Dee Hart,RB,Colorado State,5-7,199,4.80,33.0,,113,7.20,4.38
Rob Havenstein,OT,Wisconsin,6-7,321,5.46,28.5,16,96,8.28,4.87
Braylon Heard,RB,Kentucky,5-10,198,4.63,30.5,19,116,7.19,4.40
Ben Heeney,ILB,Kansas,6-0,231,4.59,33.5,19,120,6.68,4.00

Amarlo Herrera,ILB,Georgia,6-1,244,4.83,32.0,23,111,7.35,4.27
Jeff Heuerman,TE,Ohio State,6-5,254,4.81,,26,,,
Sean Hickey,OT,Syracuse,6-5,309,5.39,,35,,,
Jordan Hicks,OLB,Texas,6-1,236,4.68,38.0,20,124,6.78,4.15
Troy Hill,CB,Oregon,5-10,180,4.55,32.5,,120,6.81,4.21
Kenny Hilliard,RB,LSU,6-0,226,4.83,27.0,,111,7.17,4.40
Zack Hodges,OLB,Harvard,6-2,250,4.68,33.5,,125,,4.65
Gerod Holliman,S,Louisville,6-0,218,4.62,,17,,,
Mike Hull,OLB,Penn State,6-0,237,4.68,,31,,6.99,4.15
D.J. Humphries,OT,Florida,6-5,307,5.12,31.0,26,104,7.87,4.64
Brett Hundley,QB,UCLA,6-3,226,4.63,36.0,,120,6.93,3.98
Danielle Hunter,DE,LSU,6-5,252,4.57,,25,,,
Martin Ifedi,DE,Memphis,6-3,275,4.88,31.0,16,111,7.39,4.58
Joey Iosefa,FB,Hawaii,6-0,247,5.02,31.5,30,110,7.24,4.33
Tre Jackson,OG,Florida State,6-4,330,5.52,25.0,,96,,
Jesse James,TE,Penn State,6-7,261,4.83,37.5,26,121,7.53,4.50
Grady Jarrett,DT,Clemson,6-1,304,5.06,31.0,30,112,7.37,4.56
Kyshoen Jarrett,S,Virginia Tech,5-10,200,4.57,33.0,21,109,6.95,4.40
Anthony Jefferson,S,UCLA,6-1,198,4.72,33.5,15,116,7.18,4.15
Gus Johnson,RB,Stephen F. Austin,5-10,215,4.70,36.5,26,120,7.09,4.13
David Johnson,RB,New Mexico,6-1,224,4.50,41.5,25,127,6.82,4.27
Duke Johnson,RB,Miami (FL),5-9,207,4.54,33.5,,121,,
Kevin Johnson,CB,Wake Forest,6-0,188,4.52,41.5,,130,6.79,3.89
Will Johnson,P,Texas State,6-2,206,5.02,,,,,
Byron Jones,CB,Connecticut,6-1,199,4.43,44.5,,147,6.78,3.94
Chris Jones,WR,Alabama,5-10,182,4.63,32.5,8,119,6.91,4.19
Matt Jones,RB,Florida,6-2,231,4.61,31.5,20,112,,4.20
Taiwan Jones,ILB,Michigan State,6-3,245,4.95,32.0,19,115,7.25,4.33
"Mario Edwards, Jr.",DE,Florida State,6-3,279,4.76,32.5,32,120,7.44,4.55
Eric Kendricks,ILB,UCLA,6-0,232,4.61,38.0,19,124,,
Hau'oli Kikaha,OLB,Washington,6-2,253,4.93,,,,,
Arie Kouandjio,OG,Alabama,6-5,310,5.48,,,,,
Ben Koyack,TE,Notre Dame,6-5,255,4.79,,,,,
Tyler Kroft,TE,Rutgers,6-5,246,4.75,,17,,,
Josh Lambo,K,Texas A&M,6-0,216,5.16,,,,,
Jeremy Langford,RB,Michigan State,6-0,208,4.42,34.5,,118,7.22,4.32
Dez Lewis,WR,Central Arkansas,6-4,214,4.58,33.5,16,119,7.11,4.28
Tony Lippett,WR,Michigan State,6-2,192,4.61,36.0,10,114,6.92,4.13
Tyler Lockett,WR,Kansas State,5-10,182,4.40,35.5,,121,6.89,4.07
Deon Long,WR,Maryland,6-0,192,4.51,34.0,12,120,6.98,4.27
Kyle Loomis,P,Portland State,6-2,221,5.08,,,,,
Derrick Lott,DT,Tenn-Chattanooga,6-4,314,4.99,26.5,30,106,7.30,4.44
Jerry Lovelocke,QB,Prairie View,6-4,248,4.99,31.5,,113,7.30,4.51
Donatella Luckett,WR,Harding,6-0,211,4.40,34.0,17,118,7.51,4.50
Terrence Magee,RB,LSU,5-8,213,4.62,37.0,22,115,7.52,4.37
Craig Mager,CB,Texas State,5-11,201,4.44,38.0,17,130,6.83,4.07
Greg Mancz,C,Toledo,6-4,301,5.08,,,,,
Sean Mannion,QB,Oregon State,6-6,229,5.14,31.0,,105,7.29,4.39
Justin Manton,K,La-Monroe,6-3,196,4.93,,,,,
Marcus Mariota,QB,Oregon,6-4,222,4.52,36.0,,121,6.87,4.11

Dean Marlowe,S,James Madison,6-1,203,4.58,33.5,16,114,7.00,4.18
Ali Marpet,OG,Hobart & William Smith,6-4,307,4.98,30.5,30,108,7.33,4.47
Nick Marshall,CB,Auburn,6-1,207,4.54,37.5,12,124,6.96,4.15
Josue Matias,OG,Florida State,6-5,309,5.52,17.5,,84,8.19,5.12
Lorenzo Mauldin,OLB,Louisville,6-4,259,4.85,32.0,23,112,7.47,4.58
Vince Mayle,WR,Washington State,6-2,224,4.67,35.5,,117,6.93,4.13
Joey Mbu,DT,Houston,6-3,313,5.54,22.5,,97,8.20,5.01
Tre McBride,WR,William & Mary,6-0,210,4.41,38.0,16,122,6.96,4.08
Bobby McCain,CB,Memphis,5-9,195,4.51,36.0,17,130,6.80,3.82
Ellis McCarthy,DT,UCLA,6-5,338,5.21,32.0,24,109,8.16,5.07
Tevin McDonald,S,East. Washington,5-11,195,4.63,33.0,19,112,7.01,4.26
Benardrick McKinney,ILB,Mississippi State,6-4,246,4.66,40.5,16,121,7.21,4.27
Darrian Miller,OT,Kentucky,6-5,307,5.51,25.0,,97,7.91,4.87
John Miller,OG,Louisville,6-2,303,5.33,27.0,29,104,8.20,4.75
Ty Montgomery,WR,Stanford,6-0,221,4.55,40.5,,121,6.97,4.21
Mitch Morse,OG,Missouri,6-5,305,5.14,31.0,36,112,7.60,4.50
Keith Mumphery,WR,Michigan State,6-0,215,4.54,32.5,,121,7.07,4.25
Marcus Murphy,RB,Missouri,5-9,198,4.61,29.0,11,109,,4.40
Robert Myers,OG,Tennessee State,6-5,326,5.44,27.5,,94,8.10,4.91
J.J. Nelson,WR,Ala-Birmingham,5-10,156,4.28,36.0,,127,7.02,4.15
Steven Nelson,CB,Oregon State,5-10,197,4.49,34.5,19,115,6.88,4.07
Rakeem Nunez-Roches,DT,Southern Miss,6-2,307,5.02,34.0,26,114,7.67,4.69
Mark Nzeocha,OLB,Wyoming,6-2,232,4.56,,24,,,
Nick O'Leary,TE,Florida State,6-3,252,4.93,30.5,21,110,7.40,4.50
Owamagbe Odighizuwa,DE,UCLA,6-3,267,4.62,39.0,25,127,7.36,4.19
Cedric Ogbuehi,OT,Texas A&M,6-5,306,4.98,,23,,,
Nate Orchard,DE,Utah,6-3,250,4.80,31.5,,115,7.28,4.43
Leon Orr,DT,Florida,6-5,323,5.16,28.0,,100,8.26,4.90
Trevor Pardula,P,Kansas,6-4,227,5.12,,,,,
DeVante Parker,WR,Louisville,6-3,209,4.45,36.5,17,125,,
David Parry,DT,Stanford,6-1,308,5.38,29.0,34,103,,
Andrus Peat,OT,Stanford,6-7,313,5.18,31.0,,105,8.01,4.62
Breshad Perriman,WR,Central Florida,6-2,212,,,,,,
Denzel Perryman,ILB,Miami (FL),5-11,236,4.78,32.0,27,113,,
Garry Peters,CB,Clemson,6-0,191,4.61,32.5,7,119,6.80,4.00
Marcus Peters,CB,Washington,6-0,197,4.53,37.5,17,121,7.08,4.08
Bryce Petty,QB,Baylor,6-3,230,4.87,34.0,,121,6.91,4.13
Jordan Phillips,DT,Oklahoma,6-5,329,5.17,30.0,28,105,7.88,4.68
Darius Philon,DT,Arkansas,6-1,298,5.00,31.0,26,107,8.00,
Bradley Pinion,P,Clemson,6-5,229,5.18,,,,,
Terry Poole,OT,San Diego State,6-5,307,5.09,31.0,25,113,7.90,4.66
Jeremiah Poutasi,OG,Utah,6-5,335,5.32,26.5,26,95,8.09,4.89
Cody Prewitt,S,Mississippi,6-2,208,4.60,35.0,11,125,7.12,4.23
MyCole Pruitt,TE,Southern Illinois,6-2,251,4.58,38.0,17,118,7.25,4.37
Hayes Pullard,ILB,USC,6-0,240,4.78,31.0,19,110,7.07,4.39
Damarious Randall,S,Arizona State,5-11,196,4.46,38.0,14,120,6.83,4.07
Thomas Rawls,RB,Central Michigan,5-9,215,4.65,35.5,15,116,,
Shane Ray,DE,Missouri,6-3,245,4.68,,21,,,
Cedric Reed,DE,Texas,6-5,269,4.89,,22,,,
Jordan Richards,S,Stanford,5-11,211,4.65,32.0,13,111,6.74,4.22

Bobby Richardson,DT,Indiana,6-3,283,5.16,32.5,,106,7.57,4.41
Jared Roberts,K,Colorado State,6-0,210,5.02,,,,,
Corey Robinson,OT,South Carolina,6-7,324,5.34,,28,,,
Edmond Robinson,OLB,Newberry,6-3,245,4.61,37.0,20,121,7.49,4.38
Josh Robinson,RB,Mississippi State,5-8,217,4.70,32.0,21,113,,
Quinten Rollins,CB,Miami (OH),5-11,195,4.57,36.5,14,122,7.10,4.28
Spencer Roth,P,Baylor,6-4,227,5.06,,,,,
Eric Rowe,CB,Utah,6-1,205,4.45,39.0,19,125,6.70,3.97
Ezell Ruffin,WR,San Diego State,6-0,218,4.68,27.5,17,110,7.35,4.58
Ryan Russell,DE,Purdue,6-4,269,4.75,32.5,25,119,7.25,4.47
Jake Ryan,OLB,Michigan,6-2,240,4.65,34.5,20,120,7.11,4.20
Ty Sambrailo,OT,Colorado State,6-6,311,5.36,29.0,23,97,7.54,4.58
James Sample,S,Louisville,6-2,209,4.56,32.5,,123,7.04,
Wes Saxton,TE,South Alabama,6-3,248,4.65,36.0,,119,7.29,4.49
Brandon Scherff,OT,Iowa,6-5,319,5.05,,23,,,
Ross Scheuerman,WR,Lafayette,6-0,204,4.62,33.0,15,121,7.08,4.11
Josh Shaw,CB,USC,6-0,201,4.44,37.5,26,130,7.01,4.12
Adam Shead,OG,Oklahoma,6-4,338,5.74,,26,,,
Danny Shelton,DT,Washington,6-2,339,5.64,30.5,34,95,7.99,4.65
Austin Shepherd,OT,Alabama,6-4,315,5.39,29.0,17,94,8.04,4.70
JaCorey Shepherd,CB,Kansas,5-11,199,4.62,,14,,,
Jean Sifrin,TE,Massachusetts,6-5,245,4.84,33.0,,114,7.50,4.60
Deon Simon,DT,NW State (LA),6-4,321,5.12,29.5,35,105,7.92,4.76
Blake Sims,QB,Alabama,5-11,218,4.57,30.5,,115,,
DeAndre Smelter,WR,Georgia Tech,6-2,226,4.52,,,,,
Devin Smith,WR,Ohio State,6-0,196,4.42,39.0,10,122,,4.15
Derron Smith,S,Fresno State,5-10,200,4.61,,,,,
D'Joun Smith,CB,Florida Atlantic,5-10,187,4.37,36.0,18,124,6.96,4.26
Donovan Smith,OT,Penn State,6-6,338,5.27,32.0,26,109,7.95,4.79
Preston Smith,DE,Mississippi State,6-5,271,4.74,34.0,24,121,7.07,4.28
Tye Smith,CB,Towson,6-0,195,4.60,36.5,15,124,6.97,3.96
Za'Darius Smith,DE,Kentucky,6-4,274,4.83,29.0,23,113,7.42,4.66
Martrell Spaight,ILB,Arkansas,6-0,236,4.81,35.0,25,120,7.66,
Jaelen Strong,WR,Arizona State,6-2,217,4.44,42.0,,123,,
J.T. Surratt,DT,South Carolina,6-1,304,5.19,30.0,29,106,7.78,4.71
Damian Swann,CB,Georgia,6-0,189,4.50,33.0,,118,,
Jaquiski Tartt,S,Samford,6-1,221,4.53,,,124,,
J.R. Tavai,OLB,USC,6-2,249,4.91,30.5,20,112,,
Randall Telfer,TE,USC,6-4,250,4.83,,20,,,
Shaq Thompson,OLB,Washington,6-0,228,4.64,33.5,,117,6.99,4.08
Tyrus Thompson,OT,Oklahoma,6-5,324,5.35,29.0,29,97,,4.92
Eric Tomlinson,TE,Texas-El Paso,6-6,263,4.98,30.5,19,110,7.46,4.54
Laken Tomlinson,OG,Duke,6-3,323,5.33,31.5,25,103,8.17,4.87
Lynden Trail,DE,Norfolk State,6-7,269,4.91,32.5,24,117,7.32,4.48
Louis Trinca-Pasat,DT,Iowa,6-1,290,4.96,32.0,,105,7.40,4.30
Davis Tull,OLB,Tenn-Chattanooga,6-2,246,4.57,42.5,26,132,,
Max Valles,OLB,Virginia,6-5,251,4.83,36.5,,121,7.59,4.37
Tyler Varga,FB,Yale,5-11,222,4.69,,23,,,
Zack Wagenmann,DE,Montana,6-3,247,4.81,37.5,14,109,7.07,4.26
Clive Walford,TE,Miami (FL),6-4,251,4.79,35.0,20,120,7.32,4.57

Darren Waller,WR,Georgia Tech,6-6,238,4.46,37.0,12,125,7.07,4.25
Leterrius Walton,DT,Central Michigan,6-5,319,5.25,27.0,25,103,7.91,4.78
Tony Washington,OLB,Oregon,6-4,247,4.99,32.5,17,110,7.20,4.31
Trae Waynes,CB,Michigan State,6-0,186,4.31,38.0,19,122,7.06,4.39
DeAndrew White,WR,Alabama,5-11,193,4.44,34.5,,118,6.97,4.18
Kevin White,WR,West Virginia,6-3,215,4.35,36.5,23,123,6.92,4.14
Kevin White,CB,TCU,5-9,183,4.63,35.5,18,121,,
Jermaine Whitehead,S,Auburn,5-11,197,4.59,37.0,15,128,6.95,4.11
Daryl Williams,OT,Oklahoma,6-5,327,5.34,26.0,27,97,,5.15
Karlos Williams,RB,Florida State,6-1,230,4.48,33.5,16,117,7.16,4.46
Leonard Williams,DT,USC,6-5,302,4.97,29.5,,106,7.59,4.53
Maxx Williams,TE,Minnesota,6-4,249,4.78,34.5,17,117,7.30,4.37
P.J. Williams,CB,Florida State,6-0,194,4.57,40.0,12,132,7.08,4.28
Trey Williams,RB,Texas A&M,5-7,195,4.49,33.5,18,119,6.84,4.12
Damien Wilson,ILB,Minnesota,6-0,245,4.77,37.0,22,119,7.21,4.20
Julian Wilson,CB,Oklahoma,6-2,205,4.58,36.0,,125,6.94,4.22
Ramik Wilson,ILB,Georgia,6-2,237,4.77,35.0,23,111,,4.51
Jameis Winston,QB,Florida State,6-4,231,4.97,28.5,,103,7.16,4.36
Cam Worthy,WR,East Carolina,6-2,211,4.59,,12,,,
Gabe Wright,DT,Auburn,6-3,300,5.07,26.5,34,100,7.73,4.56
T.J. Yeldon,RB,Alabama,6-1,226,4.61,36.0,22,117,7.19,4.22
Zach Zenner,FB,South Dakota State,5-11,223,4.60,41.0,25,121,7.08,4.14
