Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
Te'von Coney,LB,Notre Dame,6-1,234,,,,,,
Ryan Connelly,LB,Wisconsin,6-2,242,4.66,34.5,,118,7.09,4.31
C.J. Conrad,TE,Kentucky,6-4,249,,,,,,
Byron Cowart,DL,Maryland,6-3,298,5.16,30.0,26,111,,
Jonathan Crawford,S,Indiana,6-1,205,,31.5,16,115,,
Xavier Crawford,CB,Central Michigan,5-11,187,4.48,37.5,11,,,
Maxx Crosby,DL,East. Michigan,6-5,255,4.66,36.0,,122,6.89,4.13
Jamal Custis,WR,Syracuse,6-4,214,4.50,34.5,,124,,
Dennis Daley,OT,South Carolina,6-5,317,5.23,26.5,20,103,7.95,4.92
Davante Davis,CB,Texas,6-2,202,4.57,37.0,14,125,6.76,4.15
Deshaun Davis,LB,Auburn,5-11,234,,31.0,25,111,,4.38
Felton Davis,WR,Michigan State,6-3,211,,,21,,,
Jamal Davis,EDGE,Akron,6-3,243,4.60,39.0,19,122,7.00,4.44
Nate Davis,OL,Charlotte,6-3,316,5.23,26.0,23,107,7.94,4.83
Ryan Davis,WR,Auburn,5-10,189,,35.0,12,124,7.09,4.23
Jamel Dean,CB,Auburn,6-1,206,4.30,41.0,16,130,7.02,4.19
Michael Deiter,OL,Wisconsin,6-5,309,5.23,28.0,21,105,7.88,4.81
Lukas Denis,S,Boston Col.,5-11,190,4.64,33.5,16,116,6.89,4.09
Andre Dillard,OT,Washington State,6-5,315,4.96,29.0,24,118,7.44,4.40
D'Cota Dixon,S,Wisconsin,5-10,204,4.81,33.5,20,119,,
Johnnie Dixon,WR,Ohio State,5-10,201,4.41,37.5,16,120,,4.43
Tyrel Dodson,LB,Texas A&M,6-0,237,4.60,,24,118,,
Greg Dortch,WR,Wake Forest,5-7,173,,,,,,
Keelan Doss,WR,UC Davis,6-2,211,,,8,,,
Ashton Dulin,WR,Malone University (Ohio),6-1,215,4.43,38.0,13,121,7.00,4.22
Jovon Durante,WR,Florida Atlantic,5-11,160,4.55,31.5,,120,7.00,4.31
Chuma Edoga,OT,USC,6-3,308,5.19,,21,,,
David Edwards,OT,Wisconsin,6-6,308,5.28,25.5,,99,7.69,4.77
Mike Edwards,S,Kentucky,5-10,205,,,,,,
T.J. Edwards,LB,Wisconsin,6-0,230,,,16,,,
Emeke Egbule,LB,Houston,6-2,245,4.65,33.0,20,119,7.38,4.38
Bobby Evans,OT,Oklahoma,6-4,312,5.20,,22,,,
Noah Fant,TE,Iowa,6-4,249,4.50,39.5,20,127,6.81,4.22
Rashad Fenton,CB,South Carolina,5-11,193,4.52,34.0,12,117,,4.25
Jazz Ferguson,WR,Northwestern St. (LA),6-5,227,4.45,37.0,8,123,7.25,4.59
Clelin Ferrell,EDGE,Clemson,6-4,264,,,25,,7.26,4.40
Mark Fields,CB,Clemson,5-10,192,4.37,,18,,,
Ryan Finley,QB,North Carolina State,6-4,213,4.73,30.5,,116,7.20,4.20

Nick Fitzgerald,QB,Mississippi State,6-5,226,4.64,29.5,,115,,
Cody Ford,OT,Oklahoma,6-4,329,5.21,28.5,19,104,8.27,4.87
Jack Fox,P,Rice,6-2,213,4.73,27.5,,114,,
Hjalte Froholdt,OL,Arkansas,6-5,306,5.20,27.5,31,105,7.51,4.54
Travis Fulgham,WR,Old Dominion,6-2,215,4.58,36.5,15,126,,
Lamont Gaillard,OL,Georgia,6-3,305,,,,,,
Greg Gaines,DL,Washington,6-1,312,5.16,31.0,30,109,,
Malik Gant,S,Marshall,6-0,209,4.63,34.5,17,114,7.45,4.30
Chauncey Gardner-Johnson,S,Florida,5-11,210,4.48,36.0,17,117,7.03,4.20
Rashan Gary,DL,Michigan,6-4,277,4.58,38.0,26,120,7.26,4.29
Myles Gaskin,RB,Washington,5-9,205,4.58,35.5,24,118,7.19,4.27
Matt Gay,K,Utah,6-0,232,,,,,,
Zach Gentry,TE,Michigan,6-8,265,4.90,29.5,12,110,7.40,4.53
Joe Giles-Harris,LB,Duke,6-2,234,4.75,29.5,17,111,,
Andrew Van ginkel,LB,Wisconsin,6-3,241,,38.0,17,123,6.89,4.14
Kevin Givens,DL,Penn State,6-1,285,5.08,31.0,32,115,7.63,4.62
Dan Godsil,LS,Indiana,6-4,241,5.00,34.5,16,118,7.56,4.55
Terry Godwin,WR,Georgia,5-11,184,4.55,36.5,,117,6.96,
Carl Granderson,EDGE,Wyoming,6-5,254,4.79,35.0,,119,7.44,4.41
Derwin Gray,OT,Maryland,6-4,320,5.26,,26,90,,
Gerri Green,EDGE,Mississippi State,6-4,252,4.63,35.0,24,114,7.27,4.42
Donnell Greene,OT,Minnesota,6-5,335,,,,,,
Ethan Greenidge,OL,Villanova,6-4,327,,,,,,
Dre Greenlaw,LB,Arkansas,5-11,237,,33.0,24,117,,
Will Grier,QB,West Virginia,6-2,217,4.84,34.0,,112,7.09,4.28
Porter Gustin,EDGE,USC,6-4,255,4.69,35.5,31,119,,
Emanuel Hall,WR,Missouri,6-2,201,4.39,43.5,15,141,,
Nate Hall,LB,Northwestern,6-2,225,,,,,,
Terez Hall,LB,Missouri,6-1,230,,,20,,,
Saquan Hampton,S,Rutgers,6-1,206,4.48,,14,125,,
Terrill Hanks,LB,New Mexico State,6-2,242,4.98,35.5,21,118,,
Chase Hansen,LB,Utah,6-3,222,,,,,,
Mecole Hardman,WR,Georgia,5-10,187,4.33,36.5,17,119,,
Kelvin Harmon,WR,North Carolina State,6-2,221,4.60,32.5,18,117,7.15,4.32
Damien Harris,RB,Alabama,5-10,216,4.57,37.0,16,121,,
Will Harris,S,Boston Col.,6-1,207,4.41,36.5,20,123,6.91,4.12
N'Keal Harry,WR,Arizona State,6-2,228,4.53,38.5,27,122,,
Montre Hartage,CB,Northwestern,5-11,190,4.68,34.5,9,123,6.95,4.08
Dwayne Haskins,QB,Ohio State,6-3,231,5.04,28.5,,,,
Phil Haynes,OL,Wake Forest,6-4,322,5.20,31.0,33,108,7.76,4.95
Daniel Helm,TE,Duke,6-4,249,4.89,,14,,,
Darrell Henderson,RB,Memphis,5-8,208,4.49,33.5,22,121,,
Nate Herbig,OL,Stanford,6-3,335,5.41,24.0,29,90,8.15,5.04
Karan Higdon,RB,Michigan,5-9,206,4.49,34.0,21,123,,
Justice Hill,RB,Oklahoma State,5-10,198,4.40,40.0,21,130,,
Trysten Hill,DL,Central Florida,6-3,308,5.04,35.0,28,115,7.70,4.38
T.J. Hockenson,TE,Iowa,6-5,251,4.70,37.5,17,123,7.02,4.18
Alijah Holder,CB,Stanford,6-1,191,4.60,36.0,9,121,6.70,4.15
Justin Hollins,EDGE,Oregon,6-5,248,4.50,36.5,25,119,7.06,4.40
Elijah Holyfield,RB,Georgia,5-10,217,4.78,29.5,26,118,,

Travis Homer,RB,Miami (FL),5-10,201,4.48,39.5,17,130,7.07,4.31
Amani Hooker,S,Iowa,5-11,210,4.48,37.0,14,123,6.81,4.10
Tytus Howard,OT,Alabama State,6-5,322,5.05,29.5,21,103,8.34,4.87
Albert Huggins,DL,Clemson,6-3,305,5.12,25.5,35,101,7.84,4.84
Lil'Jordan Humphrey,WR,Texas,6-4,210,4.75,33.5,13,119,7.09,4.29
Jalen Hurd,WR,Baylor,6-5,226,,,23,,,
Mitch Hyatt,OT,Clemson,6-5,303,,25.5,28,102,7.72,4.52
Alec Ingold,FB,Wisconsin,6-1,242,4.89,34.0,16,116,7.35,4.32
Andy Isabella,WR,Massachusetts,5-9,188,4.31,36.5,15,121,6.95,4.15
Martez Ivey,OL,Florida,6-5,315,,,,,,
Joe Jackson,DL,Miami (FL),6-4,275,,27.0,22,109,,
Mike Jackson,CB,Miami (FL),6-1,210,4.45,40.5,13,130,7.12,4.12
Tyree Jackson,QB,Buffalo,6-7,249,4.59,34.5,,120,7.09,4.28
Josh Jacobs,RB,Alabama,5-10,220,,,,,,
Andre James,OT,UCLA,6-4,299,5.32,29.0,21,105,8.00,4.84
Cece Jefferson,EDGE,Florida,6-1,266,5.02,30.5,17,108,7.50,4.53
Jalen Jelks,EDGE,Oregon,6-5,256,4.92,32.5,19,113,7.22,4.59
Elgton Jenkins,OL,Mississippi State,6-4,310,,28.0,29,109,7.77,4.62
Gary Jennings,WR,West Virginia,6-1,214,4.42,37.0,20,127,7.32,4.15
Devon Johnson,OT,Ferris State,6-7,338,5.16,27.5,26,89,8.34,5.28
Anthony Johnson,WR,Buffalo,6-2,209,,32.5,18,122,7.12,
Darryl Johnson,EDGE,North Carolina A&T,6-6,253,,,20,,,
Diontae Johnson,WR,Toledo,5-10,183,4.53,33.5,15,123,7.09,4.45
Fred Johnson,OL,Florida,6-7,326,,,,,,
Gary Johnson,LB,Texas,6-0,226,4.43,33.5,16,121,7.15,4.57
Isaiah Johnson,CB,Houston,6-2,208,4.40,36.5,,133,6.81,4.06
Jaquan Johnson,S,Miami (FL),5-10,191,4.69,33.0,18,121,,
Keesean Johnson,WR,Fresno State,6-1,201,4.60,30.0,14,117,7.28,4.23
Lonnie Johnson,CB,Kentucky,6-2,213,4.52,38.0,15,129,7.01,4.10
Bisi Johnson,WR,Colorado State,6-0,204,4.51,38.0,14,124,6.88,4.16
Daniel Jones,QB,Duke,6-5,221,4.81,33.5,,120,7.00,4.41
Dre'Mont Jones,DL,Ohio State,6-3,281,5.12,31.5,,110,7.71,4.53
Jordan Jones,LB,Kentucky,6-2,234,4.62,32.5,23,123,,4.37
Tyler Jones,OT,North Carolina State,6-3,306,,31.5,23,111,7.75,4.82
Michael Jordan,OT,Ohio State,6-6,312,5.27,32.5,19,116,7.71,4.71
Kendall Joseph,LB,Clemson,6-0,233,,,25,,,
Vosean Joseph,LB,Florida,6-1,230,,,,,,
Kingsley Keke,DL,Texas A&M,6-3,288,4.95,31.5,,111,7.55,4.46
Brandon Knight,OT,Indiana,6-4,314,,,,,,
Dawson Knox,TE,Mississippi,6-4,254,,34.5,16,,7.12,4.27
Tre Lamar,LB,Clemson,6-3,253,,,,,,
Dexter Lawrence,DL,Clemson,6-4,342,5.05,,36,,,
Justin Layne,CB,Michigan State,6-2,192,4.50,37.5,,134,6.90,4.09
Jonathan Ledbetter,DL,Georgia,6-4,280,5.14,26.5,22,108,,
Iman Lewis-Marshall,CB,USC,6-1,207,4.53,,16,,,
Chris Lindstrom,OL,Boston Col.,6-4,308,4.91,30.5,25,117,7.61,4.54
Greg Little,OT,Mississippi,6-5,310,5.33,25.0,,113,,4.74
Drew Lock,QB,Missouri,6-4,228,4.69,31.0,,112,7.03,4.12
Damarkus Lodge,WR,Mississippi,6-2,202,4.55,33.5,11,119,7.06,4.53
David Long,CB,Michigan,5-11,196,4.45,39.5,15,120,6.45,3.97

Bryce Love,RB,Stanford,5-9,200,,,18,,,
Julian Love,CB,Notre Dame,5-11,195,4.54,36.0,14,121,6.72,4.10
Alize Mack,TE,Notre Dame,6-4,249,4.70,36.0,22,120,7.27,4.34
Daylon Mack,DL,Texas A&M,6-1,336,5.10,27.0,30,102,8.02,4.95
Alexander Mattison,RB,Boise State,5-11,221,4.67,35.0,22,127,7.13,4.29
Erik McCoy,OL,Texas A&M,6-4,303,4.89,31.0,29,107,8.28,4.62
Kaleb McGary,OT,Washington,6-7,317,5.05,33.5,23,111,7.66,4.58
Connor McGovern,OL,Penn State,6-5,308,,,28,112,7.66,4.57
Mark McLaurin,S,Mississippi State,6-1,212,4.77,36.0,12,,,4.46
Terry McLaurin,WR,Ohio State,6-0,208,4.35,37.5,18,125,7.01,4.15
Trace McSorley,QB,Penn State,6-0,202,4.57,33.0,,115,7.09,4.12
D.K. Metcalf,WR,Mississippi,6-3,228,4.33,40.5,27,134,7.38,4.50
Jakobi Meyers,WR,North Carolina State,6-2,203,4.63,37.0,13,118,7.07,4.23
Joshua Miles,OT,Morgan State,6-5,314,5.32,36.0,,109,8.07,4.75
Christian Miller,EDGE,Alabama,6-3,247,,38.5,,118,,
Jordan Miller,CB,Washington,6-1,186,4.49,37.0,6,125,,
Shareef Miller,EDGE,Penn State,6-4,254,4.69,29.5,16,,,4.45
Gardner Minshew,QB,Washington State,6-1,225,4.97,33.5,,116,7.14,4.45
Dillon Mitchell,WR,Oregon,6-1,197,4.46,36.5,12,122,,4.29
David Montgomery,RB,Iowa State,5-10,222,4.63,28.5,15,121,,
Jalin Moore,RB,Appalachian State,5-10,212,,,27,,,
Foster Moreau,TE,LSU,6-4,253,4.66,36.5,22,121,7.16,4.11
Stanley Morgan,WR,Nebraska,6-0,202,4.53,38.5,14,125,6.78,4.13
Trayvon Mullen,CB,Clemson,6-1,199,4.46,34.5,,123,,
Byron Murphy,CB,Washington,5-11,190,4.55,36.5,14,120,,
Kyler Murray,QB,Oklahoma,5-10,207,,,,,,
Nyqwan Murray,WR,Florida State,5-10,191,4.63,34.0,8,113,7.20,4.40
Isaac Nauta,TE,Georgia,6-3,244,4.91,28.0,19,,7.45,4.43
Anthony Nelson,DL,Iowa,6-7,271,4.82,35.5,18,118,6.95,4.23
Yosh Nijman,OT,Virginia Tech,6-7,324,,,27,114,8.07,4.50
Bobby Okereke,LB,Stanford,6-1,239,4.58,33.5,,122,7.25,4.26
Ed Oliver,DL,Houston,6-2,287,,36.0,32,120,,
Josh Oliver,TE,San Jose State,6-5,249,4.63,34.0,22,117,7.21,4.47
Qadree Ollison,RB,Pittsburgh,6-1,228,4.58,29.5,19,114,7.53,4.31
Charles Omenihu,DL,Texas,6-5,280,4.92,36.5,,115,7.48,4.36
Iosua Opeta,OL,Weber State,6-4,301,5.02,33.0,39,112,8.06,4.94
Amani Oruwariye,CB,Penn State,6-2,205,4.47,36.5,17,120,6.82,4.16
Javon Patterson,OL,Mississippi,6-3,307,5.13,27.5,27,98,7.72,4.78
Jamal Peters,CB,Mississippi State,6-2,218,4.63,,,,,
Ross Pierschbacher,OT,Alabama,6-4,307,5.20,22.5,20,,7.83,4.70
Trey Pipkins,OT,Sioux Falls,6-6,309,5.12,33.5,16,114,7.61,4.70
Jachai Polite,EDGE,Florida,6-3,258,4.84,32.0,,,,
Tony Pollard,RB,Memphis,6-0,210,4.52,35.0,13,121,,
Ryan Pope,OT,San Diego State,6-7,320,,,25,,,
Ben Powers,OL,Oklahoma,6-4,307,,,21,,,
Germaine Pratt,LB,North Carolina State,6-2,240,4.57,32.5,24,116,,
Isaiah Prince,OT,Ohio State,6-6,305,5.09,27.0,23,115,7.90,5.02
Ryan Pulley,CB,Arkansas,5-11,209,4.61,31.0,11,111,,
Taylor Rapp,S,Washington,6-0,208,,35.0,17,115,6.82,3.99
Wyatt Ray,EDGE,Boston Col.,6-3,257,4.83,34.0,25,118,7.34,4.31

Dax Raymond,TE,Utah State,6-5,255,4.73,32.0,15,109,7.15,4.39
Sheldrick Redwine,S,Miami (FL),6-0,196,4.44,39.0,,130,,4.14
Hunter Renfrow,WR,Clemson,5-10,184,4.59,35.0,7,116,6.80,4.19
Riley Ridley,WR,Georgia,6-1,199,4.58,30.5,13,124,7.22,4.28
Dalton Risner,OT,Kansas State,6-5,312,5.30,28.5,23,110,7.69,4.52
Tyler Roemer,OT,San Diego State,6-6,312,5.21,30.5,18,108,7.75,4.76
Dontavius Russell,DL,Auburn,6-3,319,5.15,,24,,7.81,4.77
Brett Rypien,QB,Boise State,6-2,210,4.91,33.0,,116,7.10,4.29
Dru Samia,OT,Oklahoma,6-5,305,5.29,27.5,28,101,7.89,4.70
Drew Sample,TE,Washington,6-5,255,4.71,33.5,,115,7.15,4.31
Deebo Samuel,WR,South Carolina,5-11,214,4.48,39.0,15,122,7.03,4.14
Miles Sanders,RB,Penn State,5-11,211,4.49,36.0,20,124,6.89,4.19
Khalen Saunders,DL,Western Illinois,6-0,324,5.01,30.5,27,101,7.57,4.62
Darnell Savage,S,Maryland,5-11,198,4.36,39.5,11,126,7.03,4.14
Jordan Scarlett,RB,Florida,5-11,208,4.47,30.0,21,116,7.37,4.63
Max Scharping,OT,Northern Illinois,6-6,327,,28.0,27,108,7.77,4.69
Lj Scott,RB,Michigan State,6-0,227,,33.0,21,120,7.27,4.34
Austin Seibert,K,Oklahoma,5-9,213,,,,,,
Kendall Sheffield,CB,Ohio State,5-11,193,,,,,,
Kyle Shurmur,QB,Vanderbilt,6-4,230,4.91,29.5,,106,7.51,4.53
David Sills,WR,West Virginia,6-3,211,4.57,37.5,14,117,6.97,4.28
Devin Singletary,RB,Florida Atlantic,5-7,203,4.66,35.0,15,117,7.32,4.40
Chris Slayton,DL,Syracuse,6-4,307,5.13,29.0,28,101,,4.73
Darius Slayton,WR,Auburn,6-1,190,4.39,40.5,11,135,7.00,4.15
Cameron Smith,LB,USC,6-2,238,4.69,39.0,15,123,,4.23
Irv Smith,TE,Alabama,6-2,242,4.63,32.5,19,110,7.32,4.33
Jaylen Smith,WR,Louisville,6-2,219,4.47,34.5,14,122,7.55,4.48
Kaden Smith,TE,Stanford,6-5,255,4.92,32.0,15,108,7.08,4.47
Saivion Smith,CB,Alabama,6-1,199,,33.0,11,121,7.09,4.37
Sutton Smith,EDGE,Northern Illinois,6-0,233,4.69,31.5,25,118,6.75,4.32
Benny Snell,RB,Kentucky,5-10,224,4.66,29.5,16,119,7.07,4.33
Jace Sternberger,TE,Texas A&M,6-4,251,4.75,31.5,17,113,7.19,4.31
Easton Stick,QB,North Dakota State,6-1,224,4.62,33.5,,118,6.65,4.05
Jarrett Stidham,QB,Auburn,6-2,218,4.81,31.0,,110,7.28,4.33
Ty Summers,LB,TCU,6-1,241,4.51,36.0,27,123,,
Montez Sweat,EDGE,Mississippi State,6-6,260,4.41,36.0,21,125,7.00,4.29
Tommy Sweeney,TE,Boston Col.,6-4,251,4.83,,17,,,
William Sweet,OT,North Carolina,6-6,313,5.27,30.5,23,111,8.01,5.00
Jordan Ta'amu,QB,Mississippi,6-3,221,4.77,27.5,,109,7.06,4.36
Sione Takitaki,LB,BYU,6-1,238,4.63,37.0,24,125,7.21,4.28
Trevon Tate,OL,Memphis,6-2,293,,,22,,,
Jahlani Tavai,LB,Hawaii,6-2,250,,,,,,
Jawaan Taylor,OT,Florida,6-5,312,,,24,,,
Marvell Tell,S,USC,6-2,198,,42.0,,136,6.63,4.01
Derrek Thomas,CB,Baylor,6-3,189,4.44,39.5,8,131,,
Cody Thompson,WR,Toledo,6-1,205,4.57,38.5,19,119,6.87,4.03
Deionte Thompson,S,Alabama,6-1,195,,,,,,
Juan Thornhill,S,Virginia,6-0,205,4.42,44.0,21,141,,
Clayton Thorson,QB,Northwestern,6-4,222,,,,,,
Jerry Tillery,DL,Notre Dame,6-6,295,4.93,32.0,23,115,7.45,4.33

Cole Tracy,K,LSU,5-10,184,,,,,,
Drue Tranquill,LB,Notre Dame,6-2,234,4.57,37.5,31,122,6.94,4.14
Oli Udoh,OT,Elon,6-5,323,5.05,28.5,26,105,7.88,5.05
D'Andre Walker,EDGE,Georgia,6-2,251,,,,,,
Kahale Warring,TE,San Diego State,6-5,252,4.67,36.5,19,122,7.21,4.25
Armon Watts,DL,Arkansas,6-5,300,5.23,,,,,
Jamarius Way,WR,South Alabama,6-3,215,4.63,32.5,16,119,,4.66
Mike Weber,RB,Ohio State,5-10,211,4.47,33.5,22,,,
Ken Webster,CB,Mississippi,5-11,203,4.43,43.0,18,133,6.85,4.14
Trevon Wesco,TE,West Virginia,6-3,267,4.89,31.0,24,117,7.18,4.38
Alex Wesley,WR,Northern Colorado,6-0,190,4.45,38.5,13,125,7.40,4.44
Antoine Wesley,WR,Texas Tech,6-4,206,,37.0,6,117,7.07,4.26
Darius West,S,Kentucky,5-11,208,4.39,33.5,19,113,,
Devin White,LB,LSU,6-0,237,4.42,39.5,22,118,7.07,4.17
Christian Wilkins,DL,Clemson,6-3,315,5.04,29.5,28,107,,4.55
Dexter Williams,RB,Notre Dame,5-11,212,4.57,36.0,17,130,7.00,4.16
Greedy Williams,CB,LSU,6-2,185,4.37,,,,,
James Williams,RB,Washington State,5-9,197,4.58,36.5,,118,7.01,4.25
Jonah Williams,OT,Alabama,6-4,302,5.12,28.0,23,100,8.01,4.79
Joejuan Williams,CB,Vanderbilt,6-4,211,4.64,,17,,,
Quinnen Williams,DL,Alabama,6-3,303,4.83,30.5,,112,,
Trayveon Williams,RB,Texas A&M,5-8,206,4.51,33.0,19,121,7.44,4.44
Gerald Willis,DL,Miami (FL),6-2,302,,,,,,
Khari Willis,S,Michigan State,5-11,213,4.52,34.5,22,118,,
Caleb Wilson,TE,UCLA,6-4,240,4.56,29.0,,113,7.20,4.40
Donovan Wilson,S,Texas A&M,6-0,199,,36.0,18,127,,
Mack Wilson,LB,Alabama,6-1,240,,32.0,,117,,
Andrew Wingard,S,Wyoming,6-0,209,4.56,36.5,9,121,7.08,4.20
Chase Winovich,EDGE,Michigan,6-3,256,4.59,30.5,18,116,6.94,4.11
Daniel Wise,DL,Kansas,6-3,281,5.28,27.5,22,112,7.53,4.37
Mitch Wishnowsky,P,Utah,6-2,218,4.63,32.5,,117,,
Zedrick Woods,S,Mississippi,5-11,205,4.29,34.5,19,122,7.00,4.15
Evan Worthington,S,Colorado,6-2,212,4.63,33.5,17,121,7.07,4.37
Renell Wren,DL,Arizona State,6-5,318,5.01,32.0,30,118,7.65,4.53
Oshane Ximines,EDGE,Old Dominion,6-3,253,4.78,34.0,24,118,7.13,4.57
Rock Ya-Sin,CB,Temple,6-0,192,4.51,39.5,18,120,7.31,4.31
