Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
Tyler Brayton,DE,Colorado,6-6,277,4.73,34.0,25,116,7.14,4.31
Jeremy Bridges,OG,Southern Miss,6-4,301,5.38,28.5,25,96,8.12,4.77
Lance Briggs,ILB,Arizona,6-1,242,4.75,33.0,25,113,,
Lucas Brigman,C,Nebraska-Omaha,6-0,308,5.30,27.0,26,101,7.99,4.67
Chris Brown,RB,Colorado,6-3,220,4.46,,,,,
Chris Brown,S,Ala-Birmingham,6-0,195,4.59,35.5,15,126,7.05,4.13
Mark Brown,ILB,Auburn,6-0,238,4.82,37.5,,121,7.37,4.21
Josh Brown,K,Nebraska,6-1,202,4.81,,,,,
D. Bryant,QB,Duke,6-2,218,4.73,35.5,,114,7.36,4.40
Jamal Burke,WR,Boston Col.,6-0,204,4.56,36.0,,119,7.20,4.13
Nate Burleson,WR,Nevada,6-0,197,4.51,42.5,,126,6.96,4.16
Nick Burley,DE,Fresno State,6-4,243,4.83,32.0,26,108,7.73,4.57
Curry Burns,S,Louisville,6-0,216,4.56,36.0,19,120,7.04,4.16
Mike Bush,WR,Washington State,6-5,198,4.70,,,115,7.42,4.28
Tyrone Calico,WR,Middle Tennessee State,6-4,223,4.34,38.0,,127,6.73,4.26
Fred Capshaw,P,Miami (FL),5-10,192,4.89,,,,,
Kerry Carter,RB,Stanford,6-2,238,4.61,36.0,20,118,7.29,4.39
Dallas Clark,TE,Iowa,6-3,257,4.65,37.5,,123,,
Ben Claxton,C,Mississippi,6-3,301,5.16,27.0,,102,7.81,4.69
Chris Clemons,OLB,Georgia,6-3,236,4.68,35.0,18,116,7.48,4.66
Avon Cobourne,RB,West Virginia,5-7,205,4.70,31.5,21,112,7.21,4.18
Colin Cole,DT,Iowa,6-2,309,5.22,31.0,29,103,7.85,4.75
Torrie Cox,CB,Pittsburgh,5-9,181,4.55,32.0,,119,6.98,4.20
Angelo Crowell,ILB,Virginia,6-0,236,4.73,32.5,25,,7.08,4.29
Dan Curley,TE,East. Washington,6-4,254,4.63,35.5,17,118,7.47,4.53

Brennan Curtin,OT,Notre Dame,6-9,318,5.28,32.0,,100,7.98,4.87
Kevin Curtis,WR,Utah State,5-11,186,4.42,36.0,,122,6.76,3.99
Anthony Davis,OG,Virginia Tech,6-4,329,5.34,27.5,,95,8.26,4.98
Chris Davis,FB,Syracuse,5-11,235,4.56,38.5,21,116,7.25,4.37
Sammy Davis,CB,Texas A&M,6-0,186,4.42,40.0,19,131,7.01,
Enoch DeMar,OG,Indiana,6-4,334,5.63,22.5,22,90,8.35,5.10
Dahrran Diedrick,RB,Nebraska,6-0,228,4.62,37.0,19,117,7.32,4.44
David Diehl,OG,Illinois,6-6,310,5.26,28.0,22,96,8.10,4.97
Robbie Doane,OG,Texas,6-6,311,5.29,24.5,,85,8.04,4.73
Derrick Dockery,OG,Texas,6-6,347,5.58,25.0,,92,,
Ken Dorsey,QB,Miami (FL),6-5,208,4.70,,,,,
Mike Doss,S,Ohio State,5-10,207,4.45,,,,,
Charles Drake,S,Michigan,6-1,205,4.52,,20,,,
Brandon Drumm,FB,Colorado,6-1,233,4.71,32.5,21,113,7.18,4.29
LaTarence Dunbar,WR,TCU,5-11,196,4.52,34.0,,122,7.41,4.35
Damon Duval,P,Auburn,6-0,196,4.90,,,,,
Nick Eason,DT,Clemson,6-3,301,5.17,,29,102,,
Terrence Edwards,WR,Georgia,6-0,176,4.50,,,,,
Jeff Faine,C,Notre Dame,6-3,303,5.18,,,,,
Justin Fargas,RB,USC,6-1,219,4.35,,27,137,,
Gus Felder,OG,Penn State,6-3,324,5.83,23.5,,94,9.12,5.54
Nate Fikse,P,UCLA,5-8,196,4.91,,,,,
Drayton Florence,CB,Tuskegee,6-0,198,4.39,35.0,18,124,,
Anthony Floyd,S,Louisville,5-9,202,4.60,33.5,19,117,7.09,4.20
Lawrence Flugence,ILB,Texas Tech,6-1,239,4.87,34.0,23,106,7.40,4.36
George Foster,OT,Georgia,6-5,338,5.23,27.0,,100,,
Aubrayo Franklin,DT,Tennessee,6-1,307,5.20,27.0,,100,,4.79
Makoa Freitas,OG,Arizona,6-4,307,5.05,24.5,36,95,8.24,4.92
Lui Fuata,C,Hawaii,6-2,309,5.57,,,,,
Doug Gabriel,WR,Central Florida,6-2,213,4.52,35.5,,116,7.05,4.16
Justin Gage,WR,Missouri,6-4,217,4.45,,,,,
Ahmaad Galloway,RB,Alabama,6-0,223,4.65,,22,,,
Antonio Garay,DE,Boston Col.,6-3,295,4.90,,,,,
Talman Gardner,WR,Florida State,6-1,205,4.44,34.5,,116,7.54,4.43
Kevin Garrett,CB,SMU,5-9,194,4.32,35.0,,129,6.90,3.96
Jason Gesser,QB,Washington State,6-1,205,4.87,,,,,
Tony Gilbert,ILB,Georgia,6-0,251,4.86,27.5,19,109,,
Jason Goss,CB,TCU,5-10,183,4.58,32.5,15,117,7.46,4.31
Earnest Graham,RB,Florida,5-9,225,4.50,,22,,,
Cie Grant,OLB,Ohio State,6-0,228,4.68,,,,,
Cornelius Green,DE,Miami (FL),6-3,243,4.81,,,,,
Brandon Green,DE,Rice,6-2,267,4.78,32.0,19,105,7.23,4.32
Jamaal Green,DE,Miami (FL),6-2,272,4.78,35.5,27,119,,
Quentin Griffin,RB,Oklahoma,5-7,195,4.48,38.0,21,123,,4.08
Justin Griffith,FB,Mississippi State,5-11,232,4.59,32.0,29,113,7.73,4.68
DeJuan Groce,CB,Nebraska,5-10,192,4.49,36.0,18,118,6.82,4.00
Andy Groom,P,Ohio State,6-0,196,4.63,,,,,
Jordan Gross,OT,Utah,6-4,300,5.05,31.5,28,112,7.69,4.39
Rex Grossman,QB,Florida,6-1,217,5.06,,,,,
Mario Haggan,ILB,Mississippi State,6-3,252,4.88,33.0,21,110,7.55,4.46

Ken Hamlin,S,Arkansas,6-2,209,4.61,33.0,16,117,6.80,3.92
Omari Hand,DE,Tennessee,6-4,267,4.85,,34,,,
Byron Hardmon,ILB,Florida,6-1,232,4.76,32.5,17,115,7.55,4.41
Kwame Harris,OT,Stanford,6-7,310,5.20,35.5,,107,7.98,4.65
Gerald Hayes,ILB,Pittsburgh,6-1,238,4.75,30.5,,107,7.57,4.35
Michael Haynes,DE,Penn State,6-4,281,4.87,30.5,23,109,,
E.J. Henderson,ILB,Maryland,6-1,245,4.80,,20,,,
Dwone Hicks,RB,Middle Tennessee State,5-10,222,4.60,34.0,29,115,7.38,4.42
Zach Hilton,TE,North Carolina,6-8,262,4.83,35.0,24,112,7.26,4.33
Ryan Hoag,WR,Gustavus Adolphus,6-2,200,4.51,38.0,,125,6.72,3.95
Victor Hobson,ILB,Michigan,6-0,252,4.86,33.0,29,117,7.26,4.33
Montrae Holland,OG,Florida State,6-1,333,5.30,,30,,8.46,5.13
Terrence Holt,S,North Carolina State,6-2,208,4.55,34.5,13,122,6.99,4.03
Raymond House,DE,Arkansas,6-2,277,5.08,32.0,20,120,7.55,4.36
Keenan Howry,WR,Oregon,5-10,178,4.56,31.5,,114,7.34,4.28
Joey Huber,P,Colorado State,6-6,246,4.96,,,,,
Aaron Hunt,DE,Texas Tech,6-2,267,4.86,30.0,24,106,7.68,4.52
Wayne Hunter,OT,Hawaii,6-6,303,5.08,31.0,37,104,7.72,4.57
Alex Jackson,OG,Georgia,6-4,356,5.40,,,,,
Alonzo Jackson,DE,Florida State,6-4,266,4.86,37.0,14,114,7.69,4.50
Taylor Jacobs,WR,Florida,6-0,205,4.42,,,,,
Bradie James,ILB,LSU,6-2,242,4.71,32.5,,113,7.53,4.54
Jason Jimenez,OT,Southern Miss,6-7,311,5.26,30.0,18,96,8.47,4.69
Garry Johnson,OT,Arkansas State,6-3,289,5.28,24.5,17,97,8.27,4.89
Ben Johnson,OT,Wisconsin,6-6,329,5.37,,30,,,
Al Johnson,C,Wisconsin,6-3,305,4.95,,,,,
Andre Johnson,WR,Miami (FL),6-2,230,4.41,39.0,,132,,
Bethel Johnson,WR,Texas A&M,5-11,201,4.38,38.5,,127,,
Bryant Johnson,WR,Penn State,6-2,214,4.57,,,,,
Eddie Johnson,P,Idaho State,6-3,232,5.17,,,,,
Jarret Johnson,DT,Alabama,6-3,284,5.07,28.5,21,107,7.72,4.58
Jeremi Johnson,FB,Indiana,5-11,260,4.90,29.0,20,103,,
Larry Johnson,RB,Penn State,6-1,228,4.45,,19,,,
Robert Johnson,TE,Auburn,6-6,278,4.96,33.5,18,115,7.15,4.47
Teyo Johnson,WR,Stanford,6-5,247,4.61,33.5,,,,
Todd Johnson,S,Florida,6-1,206,4.56,33.5,19,117,7.01,4.19
Bennie Joppru,TE,Michigan,6-4,272,4.78,30.5,19,109,,
William Joseph,DT,Miami (FL),6-5,308,5.18,,29,,,
Jason Jowers,OG,Wisconsin,6-6,319,5.44,29.5,,101,8.32,4.86
Cato June,S,Michigan,6-0,218,4.61,35.0,,113,,
Josh Kayser,OG,Augustana (SD),6-3,312,5.73,26.0,21,95,8.57,5.09
Kareem Kelly,WR,USC,6-0,186,4.42,35.0,,125,7.51,4.24
Chris Kelsay,DE,Nebraska,6-4,273,4.75,36.5,23,121,,
Jimmy Kennedy,DT,Penn State,6-4,322,5.20,,,,,
Terrence Kiel,S,Texas A&M,5-11,204,4.46,38.0,16,127,6.88,3.96
Austin King,C,Northwestern,6-4,299,5.42,28.0,20,106,7.99,4.73
Kenny King,DE,Alabama,6-3,281,4.95,35.0,25,114,7.50,4.37
Kliff Kingsbury,QB,Texas Tech,6-3,213,4.77,30.0,,101,6.92,4.10
Chuck Klabo,OT,North Dakota State,6-5,291,5.32,,,,,
Dan Klecko,DT,Temple,5-11,283,4.94,33.5,26,111,7.52,4.43

Scott Kooistra,OT,North Carolina State,6-6,316,5.14,31.0,28,103,7.95,4.62
Dan Koppen,C,Boston Col.,6-3,297,5.43,28.5,27,101,8.26,4.56
Tron LaFavor,DT,Florida,6-2,290,5.08,28.0,26,106,,
Damian Lavergne,OT,Louisiana Tech,6-6,333,5.57,27.0,17,92,8.44,4.86
Donald Lee,TE,Mississippi State,6-3,249,4.82,39.0,26,120,7.42,4.42
James Lee,DT,Oregon State,6-4,327,4.98,30.0,23,106,7.78,4.69
Byron Leftwich,QB,Marshall,6-5,241,4.85,,,,,
Michael Lehan,CB,Minnesota,6-0,196,4.48,34.5,13,119,6.95,4.15
Norman LeJeune,S,LSU,6-0,200,4.65,33.5,11,115,7.42,4.21
Matt Leonard,DT,Stanford,6-3,305,4.97,26.0,30,95,7.53,4.56
Brandon Lloyd,WR,Illinois,6-0,184,4.62,36.0,,,,
Rien Long,DT,Washington State,6-6,302,5.10,,,105,,
Tom Lopienski,FB,Notre Dame,6-0,246,4.75,34.0,24,111,7.53,4.24
Pete Lougheed,OT,Purdue,6-5,300,5.16,28.5,20,93,7.86,4.51
Jeremy Loyd,OLB,Iowa State,6-2,235,4.64,34.0,17,114,6.90,4.15
Wayne Lucier,C,Colorado,6-4,301,5.28,,,,,
Malaefou MacKenzie,RB,USC,5-10,233,4.67,,,,,
Nick Maddox,RB,Florida State,5-11,211,4.65,33.5,18,115,7.33,4.50
Adrian Madise,WR,TCU,5-11,215,4.49,32.0,,119,7.32,4.26
Sean Mahan,OG,Notre Dame,6-3,301,5.14,30.0,30,105,7.75,4.77
Reno Mahe,WR,BYU,5-9,198,4.68,32.0,,109,7.27,4.23
Brian Mance,CB,Clemson,5-10,189,4.58,32.5,18,115,,
Eric Manning,DT,Oregon State,6-1,303,5.05,28.5,26,107,7.77,4.66
Ricky Manning,CB,UCLA,5-9,185,4.52,36.5,12,117,7.11,4.17
Vince Manuwai,OG,Hawaii,6-2,304,5.06,29.5,27,107,7.59,4.40
Mark Mariscal,P,Colorado,6-2,201,4.90,,,,,
Seth Marler,K,Tulane,6-1,195,5.25,,,,,
Kareem Marshall,OT,Georgia,6-5,359,5.22,27.5,,92,,
Terrance Martin,DT,North Carolina State,6-3,299,5.15,,30,,,
Rashean Mathis,S,Bethune-Cookman,6-1,202,4.45,38.5,22,123,7.09,4.17
Mat McBriar,P,Hawaii,6-0,213,5.07,,,,,
Sultan McCullough,RB,USC,5-11,202,4.49,,27,,,
LaMarcus McDonald,ILB,TCU,6-1,227,4.99,31.0,,110,7.60,4.44
Shaun McDonald,WR,Arizona State,5-8,169,4.43,,,,,
Jerome McDougle,DE,Miami (FL),6-2,264,4.67,34.0,,117,7.28,4.58
Willis McGahee,RB,Miami (FL),6-0,223,4.45,,,,,
Terrence McGee,CB,NW State (LA),5-10,201,4.57,37.0,15,126,6.88,4.09
Billy McMullen,WR,Virginia,6-4,210,4.61,,,,,
Bryant McNeal,DE,Clemson,6-4,248,4.88,34.5,22,117,,
Hanik Milligan,S,Houston,6-2,201,4.52,36.5,9,130,7.11,4.18
Antoine Mirambeau,C,Florida State,6-3,299,5.20,,,,,
Clint Mitchell,DE,Florida,6-7,257,4.93,34.5,16,115,7.36,4.39
Kawika Mitchell,ILB,South Florida,6-1,253,4.69,37.0,25,117,7.32,4.24
Cecil Moore,WR,East Tennessee State,6-1,210,4.60,38.0,,124,7.03,4.23
Casey Moore,FB,Stanford,6-2,240,4.65,32.5,22,114,7.29,4.26
Eddie Moore,OLB,Tennessee,6-0,237,4.71,,,,,
Langston Moore,DT,South Carolina,6-1,303,5.04,32.0,29,104,7.64,4.29
Rashad Moore,DT,Tennessee,6-3,324,5.10,,,,,
Kindal Moorehead,DE,Alabama,6-2,285,5.00,32.0,22,104,7.71,4.57
Carl Morris,WR,Harvard,6-3,214,4.65,33.5,,116,6.93,4.09

Gene Mruczkowski,C,Purdue,6-3,297,5.19,,28,,,
Ovie Mughelli,FB,Wake Forest,6-1,255,4.73,31.5,,114,7.78,4.32
Michael Nattiel,OLB,Florida,6-0,228,4.65,30.0,,106,7.49,4.39
Spencer Nead,TE,BYU,6-4,259,4.86,28.5,19,102,7.37,4.34
Bruce Nelson,C,Iowa,6-5,301,5.26,,21,,,
Terence Newman,CB,Kansas State,5-10,189,4.37,41.0,,136,6.88,3.83
Donnie Nickey,S,Ohio State,6-2,220,4.65,33.5,17,119,7.08,4.16
Lance Nimmo,OT,West Virginia,6-5,303,5.28,27.0,20,90,8.21,4.96
Joe Odom,OLB,Purdue,6-1,241,4.60,,26,,,
Will Ofenheusle,OT,Tennessee,6-6,308,5.35,26.5,23,94,8.65,5.03
Kassim Osgood,WR,San Diego State,6-5,208,4.68,31.0,,122,7.19,4.44
Calvin Pace,DE,Wake Forest,6-4,269,4.79,33.0,,115,,
Derek Pagel,S,Iowa,6-1,208,4.57,35.5,25,115,6.87,4.08
Glenn Pakulak,P,Kentucky,6-2,226,4.96,,,,,
Carson Palmer,QB,USC,6-5,232,4.65,,,,,
Tony Pashos,OT,Illinois,6-6,337,5.30,,38,,,
Antwan Peek,OLB,Cincinnati,6-3,246,4.65,37.0,21,125,7.07,4.35
Kenny Peterson,DE,Ohio State,6-3,298,4.80,,,,,
Terry Pierce,ILB,Kansas State,6-1,251,4.78,27.5,28,,,
Brian Saint Pierre,QB,Boston Col.,6-3,218,4.82,30.0,,106,,
Shurron Pierson,DE,South Florida,6-2,243,4.63,39.0,,128,,
Willie Pile,S,Virginia Tech,6-2,206,4.57,38.0,14,125,6.77,4.21
Mike Pinkard,TE,Arizona State,6-5,259,4.69,35.0,,,,
Artose Pinner,RB,Kentucky,5-10,229,4.68,,,,,
Andrew Pinnock,FB,South Carolina,5-10,265,4.62,,22,,,
Troy Polamalu,S,USC,5-10,206,4.40,,,,,
David Porter,OT,Iowa,6-6,311,5.32,26.0,,95,8.43,4.98
Tim Provost,OT,San Jose State,6-5,301,5.23,28.5,21,102,8.38,4.70
Dave Ragone,QB,Louisville,6-4,249,4.99,30.5,,101,7.42,4.36
Cory Redding,DE,Texas,6-4,279,4.88,,24,,,
Gabe Reid,TE,BYU,6-3,255,4.82,37.0,23,119,7.49,4.32
Terrell Roberts,CB,Oregon State,5-9,203,4.63,34.0,18,117,7.12,4.26
Dewayne Robertson,DT,Kentucky,6-1,317,5.15,,,,,
Terrence Robinson,ILB,Oklahoma State,6-0,240,4.95,33.5,19,116,7.62,4.36
Charles Rogers,WR,Michigan State,6-2,202,4.40,,,,,
Brett Romberg,C,Miami (FL),6-2,295,5.20,27.5,27,99,8.16,4.65
Tony Romo,QB,East. Illinois,6-2,230,5.01,30.0,,105,7.11,4.20
Dustin Rykert,OT,BYU,6-6,327,5.42,26.5,21,92,8.20,4.87
Asante Samuel,CB,Central Florida,5-11,185,4.49,35.5,9,120,6.95,4.14
Antwoine Sanders,S,Utah,6-2,202,4.54,37.5,14,128,7.44,4.45
Watts Sanderson,OT,South Carolina,6-5,303,5.37,28.5,24,100,8.48,4.94
Justin Sands,OG,Kansas,6-7,324,5.05,32.0,31,105,,
Lauvale Sape,DT,Utah,6-2,297,5.21,31.5,,111,7.73,4.72
Cecil Sapp,RB,Colorado State,5-11,229,4.55,,,,,
Gerome Sapp,S,Notre Dame,6-0,216,4.64,36.5,,112,7.13,4.30
Antwone Savage,WR,Oklahoma,5-11,192,4.47,32.0,,118,7.37,4.37
Greg Schindler,OG,Stanford,6-5,307,5.09,30.5,18,94,8.56,5.13
Mike Scifres,P,West. Illinois,6-2,236,4.91,,,,,
Steve Sciullo,OT,Marshall,6-5,330,5.48,28.0,23,98,7.85,4.72
Bryan Scott,S,Penn State,6-1,219,4.60,,13,,,

Ian Scott,DT,Florida,6-2,312,5.16,28.5,28,99,8.12,5.00
Mike Seidman,TE,UCLA,6-4,261,4.80,,20,,,
Chad Setterstrom,OG,New Mexico,6-3,309,5.44,28.5,16,99,7.93,4.66
Scott Shanle,OLB,Nebraska,6-2,245,4.72,31.0,20,111,7.27,4.32
Visanthe Shiancoe,TE,South Florida,6-4,251,4.65,39.5,28,120,7.09,4.31
Todd Sievers,K,Miami (FL),6-3,214,4.89,,,,,
Chris Simms,QB,Texas,6-4,220,4.84,31.0,,103,7.38,4.21
Clifton Smith,ILB,Syracuse,6-2,253,4.88,,,,,
L.J. Smith,TE,Rutgers,6-3,258,4.62,37.0,26,122,6.74,4.25
Musa Smith,RB,Georgia,6-1,232,4.45,35.5,,123,,
Onterrio Smith,RB,Oregon,5-10,220,4.48,,19,,,
Trent Smith,TE,Oklahoma,6-5,243,4.79,35.5,16,118,7.23,4.37
Wade Smith,OT,Memphis,6-4,296,5.14,32.5,24,114,7.62,4.75
Ben Sobieski,OG,Iowa,6-5,307,5.00,30.0,18,109,7.70,4.49
Jamil Soriano,OG,Harvard,6-4,317,5.48,27.5,,103,8.54,5.08
Jake Sprague,DT,Wisconsin,6-2,274,4.97,,26,,,
Eric Steinbach,OG,Iowa,6-6,297,4.96,36.0,,119,7.36,4.42
Jon Stinchcomb,OT,Georgia,6-5,302,4.99,35.0,32,115,7.83,4.62
Erick Streelman,TE,Nevada,6-5,248,5.06,30.0,9,109,7.59,4.40
Dan Stricker,WR,Vanderbilt,6-2,203,4.68,39.0,,122,6.91,4.16
Donald Strickland,CB,Colorado,5-10,187,4.53,35.5,16,121,6.98,4.04
Lee Suggs,RB,Virginia Tech,6-0,202,4.44,,,,,
Terrell Suggs,DE,Arizona State,6-3,262,4.84,,,,,
Johnathan Sullivan,DT,Georgia,6-3,313,5.10,,,,,
Scott Tercero,OG,California,6-4,303,5.23,28.5,25,103,7.81,4.51
Tony Terrell,OG,UNLV,6-3,334,5.48,25.5,25,94,8.62,5.00
Ray Thomas,TE,Wake Forest,6-4,248,5.01,31.0,17,113,7.47,4.53
Chaun Thompson,OLB,West Texas A&M,6-2,240,4.58,35.5,29,123,7.01,4.22
Charles Tillman,CB,Louisiana-Lafayette,6-1,207,4.49,40.0,12,131,7.05,3.89
Pisa Tinoisamoa,OLB,Hawaii,6-0,231,4.65,34.5,19,111,6.97,4.07
LaBrandon Toefield,RB,LSU,5-11,233,4.60,,19,,,
J.R. Tolver,WR,San Diego State,6-1,202,4.67,36.0,,119,6.99,4.23
Marcus Trufant,CB,Washington State,5-11,199,4.38,39.0,11,127,6.87,4.32
B.J. Tucker,CB,Wisconsin,5-10,188,4.34,35.0,16,123,7.25,4.20
Torrin Tucker,OG,Southern Miss,6-6,328,5.35,30.0,,103,8.39,4.97
Chris Vance,WR,Ohio State,6-1,189,4.55,,,,,
Demetrin Veal,DE,Tennessee,6-2,288,5.24,,26,111,,
Bobby Wade,WR,Arizona,5-10,193,4.66,34.5,,115,7.01,4.11
Aaron Walker,TE,Florida,6-6,252,4.72,33.5,24,115,7.57,4.30
Seneca Wallace,QB,Iowa State,5-11,196,4.56,38.0,,127,6.98,4.14
Alex Walls,K,Tennessee,6-0,211,5.00,,,,,
Matt Walters,DE,Miami (FL),6-4,272,4.90,,30,,,
Shane Walton,CB,Notre Dame,5-11,184,4.67,31.0,11,109,7.05,4.29
Seth Wand,OT,Northwest Missouri State,6-7,321,5.14,31.5,20,107,7.61,4.50
Kevin Ware,TE,Washington,6-3,256,4.79,34.0,22,110,7.52,4.47
Ty Warren,DT,Texas A&M,6-5,307,5.10,,27,,,
Cliff Washburn,DE,Citadel,6-5,275,5.03,27.0,22,109,8.59,4.82
Kelley Washington,WR,Tennessee,6-2,223,4.42,,,,,
Derek Watson,RB,South Carolina,6-0,223,4.63,34.0,15,114,7.35,4.20
Dennis Weathersby,CB,Oregon State,6-1,204,4.38,38.0,9,125,7.14,4.13

Reggie Wells,OT,Clarion,6-3,300,5.16,29.0,23,104,8.35,4.56
DeWayne White,DE,Louisville,6-2,273,4.76,33.0,22,112,7.22,4.32
Keyon Whiteside,ILB,Tennessee,6-0,229,4.80,29.0,27,111,7.32,4.34
Taylor Whitley,OG,Texas A&M,6-4,321,5.18,30.0,28,106,7.95,4.58
Matt Wilhelm,ILB,Ohio State,6-4,245,4.80,,,,,
Jimmy Wilkerson,DE,Oklahoma,6-3,271,4.91,34.5,29,114,7.45,4.40
Domanick Williams,RB,LSU,5-9,213,4.63,32.5,22,112,7.32,4.47
Andrew Williams,DE,Miami (FL),6-2,263,4.70,32.0,29,113,7.53,4.47
Brett Williams,OT,Florida State,6-5,321,5.25,27.5,,99,8.57,5.01
Kevin Williams,DE,Oklahoma State,6-5,304,4.81,30.0,23,112,7.66,5.04
Todd Williams,OT,Florida State,6-5,340,5.08,32.5,27,108,8.06,4.54
Eugene Wilson,CB,Illinois,5-10,192,4.48,38.0,15,122,7.18,4.05
Jason Witten,TE,Tennessee,6-6,264,4.65,31.0,25,,,
Juston Wood,QB,Portland State,6-1,207,4.78,32.5,,113,7.14,4.16
Andre Woolfolk,CB,Oklahoma,6-1,197,4.47,35.5,10,128,6.78,3.96
George Wrighster,TE,Oregon,6-2,249,4.89,34.5,16,115,7.24,
Thomas Wright,S,Michigan State,6-1,201,4.76,36.0,13,114,7.42,4.41
Walter Young,WR,Illinois,6-5,214,4.54,39.0,,121,6.90,4.25
Doug Zeigler,TE,Mississippi,6-4,257,4.70,,20,,,
